"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218"
"360","352","        Outpatient services to households","DOUSRA3",6.189,6.311,6.504,6.672,6.83,6.996,6.965,7.119,7.206,7.46,7.584,7.831,8.113,8.465,8.813,9.14,9.337,9.485,9.693,9.928,10.369,10.821,11.347,11.766,12.008,12.056,11.937,11.877,11.902,12.057,12.247,12.386,11.861,10.914,10.006,9.357,10.15,10.87,11.465,11.552,11.48,10.98,10.591,10.328,10.571,10.844,11.184,11.44,11.173,10.979,10.955,11.083,11.355,11.603,11.911,12.284,12.746,13.166,13.562,13.716,14.188,13.649,13.722,13.548,14.227,14.532,14.788,15.128,15.305,15.546,15.648,15.892,15.945,16.358,16.781,16.802,16.87,16.677,16.629,16.746,16.937,17.143,17.41,17.573,17.271,17.028,17.263,17.674,18.119,18.545,18.751,18.658,17.864,17.787,18.106,18.446,19.071,20.019,20.828,21.103,21.619,21.697,22.338,22.765,22.785,23.421,23.978,24.342,24.633,24.947,25.574,25.808,27.347,27.113,27.564,27.86,28.716,29.347,30.484,31.714,32.31,32.809,33.2,34.434,35.772,38.147,40.414,42.078,42.089,42.523,43.54,44.242,46.124,47.172,47.966,48.741,50.081,51.533,52.933,54.179,54.838,55.852,56.455,57.382,59.047,60.085,61.25,61.747,61.899,62.262,63.154,65.229,65.332,65.166,65.737,66.832,67.828,68.14,68.367,68.197,68.208,68.813,69.75,70.681,71.601,72.953,73.272,73.845,74.248,75.332,77.113,79.337,82.626,85.325,87.143,88.172,88.01,88.524,89.746,91.113,93.271,95.218,97.138,97.996,98.967,99.686,100.426,100.921,99.247,97.674,97,97.467,96.97,97.404,98.019,98.37,99.606,100.425,100.853,101.023,101.568,102.719,103.288,103.42,103.611,104.449,105.341,106.679,108.342,109.679,110.48,111.575,112.219,113.571,113.958
"361","353","        Nonprofit hospitals' services to households","DNPHRA3",21.901,22.245,22.102,21.581,21.741,21.177,20.169,20.514,21.196,21.793,22.317,22.652,23.094,23.485,23.936,24.372,24.987,25.578,25.698,25.987,26.609,26.653,26.582,26.179,27.277,27.924,28.228,28.603,29.412,30.68,30.901,31.457,31.79,33.063,33.997,34.751,35.162,36.823,36.948,37.943,39.009,40.142,40.643,41.468,42.221,42.087,42.811,44.454,45.742,47.573,48.627,48.824,50.903,51.129,51.245,50.467,52.279,53.107,52.724,53.82,53.809,56.075,56.654,57.055,58.866,60.3,59.261,61.635,62.809,63.026,64.515,65.105,66.193,68.236,67.589,67.501,69.363,71.861,72.108,72.135,71.813,73.134,73.154,73.927,74.297,73.379,75.449,75.915,76.332,78.019,77.393,76.169,76.183,77.237,77.069,77.603,77.017,76.908,75.277,74.634,74.911,74.5,74.035,73.396,73.758,73.234,74.396,75.482,75.535,75.034,74.738,75.113,75.499,76.197,76.682,76.871,77.165,77.24,77.633,77.077,76.934,76.287,75.662,75.713,76.195,76.04,75.75,74.909,74.842,75.617,75.854,76.768,75.869,75.949,76.122,75.494,75.751,75.523,75.378,75.013,74.747,74.615,74.466,74.484,73.395,73.256,73.353,73.426,72.67,73.647,73.745,75.6,76.223,76.791,77.98,78.52,80.05,80.057,80.639,80.805,81.496,82.004,82.817,83.692,83.51,84.469,84.534,84.973,86.193,86.695,88.218,89.943,92.325,93.966,93.949,93.404,93.327,92.639,92.787,93.092,93.712,95.201,97.093,98.665,100.405,100.104,100.214,99.277,101.212,101.595,100.601,102.02,104.831,105.31,103.704,103.489,104.08,104.804,105.418,104.829,107.043,108.359,109.081,108.173,107.2,108.968,111.416,113.105,113.673,113.821,111.937,114.573,117.174,115.35,113.952
"362","354","        Nonprofit nursing homes' services to households","DNPNRA3",2.542,2.533,2.669,2.879,3.832,4.46,4.804,5.289,5.538,5.661,5.801,5.981,6.236,6.521,6.906,7.381,7.573,7.956,8.556,9.327,10.326,11.069,11.324,11.059,11.188,10.758,10.774,11.258,11.89,12.678,13.634,14.067,14.438,14.875,15.362,16.121,16.225,17.033,18.186,19.488,20.475,21.231,20.997,21.171,22.087,21.798,22.736,24.015,24.009,24.914,26.581,28.084,24.993,27.253,28.627,30.03,29.753,29.515,29.408,29.45,29.653,30.275,30.882,31.02,31.662,31.821,31.894,32.362,32.852,33.078,33.565,33.965,34.373,34.712,35.365,36.014,36.855,37.308,37.691,37.933,37.669,38.122,38.346,38.578,38.984,39.695,39.55,39.923,40.484,40.351,40.25,39.811,39.034,39.137,39.459,40.2,41.323,42.648,44.01,45.248,45.576,45.734,45.718,46.174,46.358,47.451,48.216,48.928,50.099,50.275,50.578,50.923,49.528,54.623,58.948,61.738,63.944,65.811,66.164,66.118,66.102,64.729,65.007,65.903,68.341,70.458,71.547,71.948,69.653,69.181,69.949,71.145,74.832,75.505,75.698,76.305,77.184,78.401,79.28,79.622,79.396,79.743,80.435,80.663,81.275,81.526,82.103,82.915,82.786,83.372,84.244,84.346,86.55,88.404,89.875,91.108,91.332,93.249,93.313,93.146,93.101,92.565,93.046,93.357,92.563,93.686,93.257,93.414,94.539,94.755,94.59,95.415,95.958,95.86,96.249,97.45,98.29,98.764,98.441,97.674,97.035,97.319,97.987,98.21,98.953,100.046,101.038,99.963,99.97,99.235,98.872,99.287,99.689,100.545,99.516,100.456,99.656,99.369,98.015,97.292,96.422,100.735,101.189,101.093,100.373,99.568,99.616,101.719,100.827,100.661,99.997,100.606,99.932,97.703,96.898
"363","355","      Recreation services to households","DRCRRA3",20.96,20.961,20.848,20.692,20.64,20.651,20.357,20.126,20.117,20.158,20.133,20.244,20.284,20.278,20.338,20.28,20.389,20.583,20.541,20.498,20.734,20.873,20.858,20.988,21.112,21.082,21.025,21.291,21.645,22.148,22.988,23.393,23.483,23.267,23.087,22.608,22.782,22.745,22.353,22.163,21.881,21.658,21.119,20.835,20.632,20.316,19.838,19.317,18.824,18.37,17.905,17.773,17.424,17.728,18.007,18.298,18.279,18.395,18.365,18.464,18.651,18.628,18.548,18.565,18.361,18.15,18.111,18.206,18.226,18.326,18.592,18.729,18.623,18.757,19.193,19.627,19.915,20.537,21.217,21.988,23.064,23.694,24.676,26.036,27.37,27.773,29.224,31.053,31.967,33.302,35.752,36.785,37.521,38.593,39.521,39.27,39.444,40.475,41.531,42.546,42.54,43.506,44.657,46.688,49.001,50.784,52.662,55.22,56.548,57.772,58.892,58.84,59.738,60.387,61.249,59.866,60.949,62.789,63.604,63.588,63.632,63.193,64.785,65.965,66.335,67.38,67.54,66.672,65.891,67.86,68.196,69.028,70.645,69.731,71.071,72.522,75.353,75.065,74.958,74.131,73.151,75.495,77.361,77.602,78.764,79.72,79.805,79.244,78.681,78.595,78.856,79.841,79.766,79.331,79.511,81.168,80.507,80.433,81.028,81.63,82.321,82.918,83.427,84.952,83.524,84.262,83.779,84.615,86.389,87.436,85.695,84.024,84.163,83.864,84.364,84.807,85.074,84.941,85.478,86.73,87.607,89.661,92.429,93.731,97.543,100.092,100.829,101.536,101.456,101.527,101.414,100.89,100.645,99.718,99.206,98.022,96.531,96.099,95.023,93.181,91.008,89.926,88.894,88.668,91.462,90.285,89.761,89.92,90.55,91.285,91.54,90.637,89.74,90.927,91.15
"364","356","      Education services to households","DEDRRA3",52.238,55.047,56.301,56.427,57.264,57.809,58.496,59.187,58.911,64.118,62.755,63.718,64.726,65.575,66.974,67.93,68.839,69.538,70.208,70.94,72.256,73.709,75.381,77.045,78.898,80.495,82.406,83.974,85.314,85.832,86.651,87.398,88.514,88.859,89.89,90.732,93.048,94.239,95.158,96.529,97.094,97.771,98.546,99.78,100.262,100.852,102.468,100.633,102.36,103.168,103.826,105.012,105.84,106.53,109.239,108.313,109.663,108.023,105.238,106.553,105.792,103.359,100.772,101.677,101.658,101.984,101.027,105.082,104.996,102.751,99.522,101.184,102.769,100.698,98.675,103.538,104.843,105.085,106.121,106.424,106.61,104.528,105.915,106.28,104.663,104.438,107.931,106.736,105.211,104.07,103.063,104.047,102.367,102.406,101.526,101.043,101.364,101.301,101.183,100.537,99.839,99.771,99.455,99.929,99.264,98.861,98.308,98.523,98.237,97.509,96.867,96.736,97.832,98.007,98.238,98.043,97.427,97.68,99.259,99.888,100.437,101.104,101.25,101.083,101.928,102.165,103.086,103.039,101.709,101.218,100.381,99.603,99.917,98.427,97.499,96.05,95.744,95.912,97.065,96.816,96.11,95.868,96.28,96.29,96.298,96.331,96.059,96.816,97.862,98.704,99.906,101.724,101.526,100.62,100.554,100.976,101.824,102.169,102.434,103.073,103.39,103.341,102.927,103.805,104.349,105.076,106.081,107.103,108.278,109.007,108.482,106.796,104.412,103.165,103.564,101.923,101.69,101.995,101.467,101.397,101.242,100.35,99.235,99.435,100.183,99.83,100.095,99.892,100.152,100.398,99.422,100.454,100.336,100.485,100.587,101.117,100.739,100.855,101.681,101.334,100.725,99.613,99.326,98.552,98.742,99.089,99.472,99.397,99.635,99.791,99.93,100.572,100.931,101.6,102.034
"365","357","      Social services to households","DSSRRA3",3.132,3.31,3.439,3.519,3.475,3.496,3.491,3.47,3.447,3.516,3.622,3.682,3.592,3.421,3.313,3.271,3.313,3.487,3.752,4.048,4.423,4.611,4.766,4.881,4.873,5.113,5.509,5.917,6.217,6.305,6.374,6.427,6.636,7.056,7.542,7.94,7.826,7.745,7.777,7.899,8.088,8.294,8.512,8.716,8.75,8.831,9.158,9.235,9.613,9.931,10.302,10.674,11.241,11.433,11.35,12.901,12.064,12.281,11.986,12.076,11.91,11.585,10.989,11.052,11.2,11.593,12.026,12.366,12.714,13.076,13.471,13.667,14.054,14.236,14.704,15.273,15.619,16.114,16.256,16.48,17.163,17.37,17.282,17.538,17.657,18.009,17.81,18.445,18.23,18.611,18.414,18.887,18.902,19.188,19.375,19.714,20.025,20.35,20.766,20.992,21.33,21.724,22.234,22.919,23.44,23.921,24.7,25.385,25.979,26.255,26.418,26.792,28.468,28.505,28.795,28.899,29.544,29.77,29.875,30.432,30.986,31.697,32.482,32.888,33.274,33.963,34.394,34.678,35.227,35.499,36.219,36.661,37.436,38.112,38.999,39.532,40.179,41.178,41.984,42.287,42.91,43.564,44.596,45.901,46.745,47.528,47.97,48.579,48.866,49.821,51.195,53.094,54.216,54.87,55.902,57.205,58.799,60.714,62.868,64.108,65.361,66.459,67.927,69.881,71.969,74.204,76.171,78.8,81.904,84.123,86.692,88.699,90.471,92.249,93.324,94.264,94.195,94.832,95.734,96.56,97.592,98.048,99.341,98.907,99.561,100.51,99.439,100.489,100.751,99.848,100.286,100.22,101.309,102.542,102.998,103.028,102.506,102.465,102.702,103.096,103.384,103.573,103.451,104.145,105.474,106.204,106.934,108.541,108.367,107.85,106.937,105.948,105.748,104.721,105.123
"366","358","      Religious organizations' services to households","DRELRA3",42.817,46.832,48.503,48.779,48.136,46.157,44.452,43.471,44.139,46.19,48.146,49.765,49.841,48.163,46.749,45.606,46.448,48.42,50.119,51.389,53.162,52.67,51.636,50.701,50.907,53.107,55.279,56.58,55.966,53.958,52.093,50.789,52.636,55.6,58.676,60.609,58.664,56.838,55.716,55.306,55.645,56.296,56.872,57.381,57.661,57.895,59.039,58.296,59.196,59.652,60.719,62.085,61.333,61.027,58.838,63.06,62.893,65.061,61.354,60.029,58.879,59.164,59.304,59.23,58.058,58.545,59.403,60.163,61.259,60.461,60.16,60.056,59.378,59.916,60.323,62.565,61.42,63.337,63.494,62.291,63.972,66.265,58.862,59.74,59.033,58.168,60.431,60.75,61.394,63.085,64.94,65.292,64.951,65.023,65.79,65.508,66.271,66.734,67.574,70.087,68.383,71.048,72.364,77.153,77.92,77.61,78.52,77.97,79.977,85.94,84.089,82.016,83.047,83.207,85.514,84.887,86.684,85.544,85.404,84.618,85.645,87.07,88.028,88.165,87.521,90.755,94.261,92.83,94.263,94.136,93.174,92.298,92.935,93.687,96.399,96.899,95.482,96.458,97.518,98.685,101.42,102.562,103.233,103.858,102.649,102.987,103.888,105.492,108.791,109.811,111.048,112.389,111.367,110.39,110.005,110.168,110.695,111.062,111.178,110.992,110.472,109.8,109.054,108.17,107.145,106.244,105.552,105.038,104.61,104.073,103.407,102.58,101.643,100.838,100.289,99.966,99.817,99.851,100.195,100.723,101.17,101.522,101.576,101.305,100.708,100.153,99.732,99.408,99.156,99.315,99.932,100.989,102.294,103.086,103.252,102.741,101.769,100.825,99.996,99.248,99.691,100.254,100.25,99.647,98.533,97.609,97.061,96.876,96.975,97.131,97.312,97.501,97.664,97.826,98.014
"367","359","      Foundations and grantmaking and giving services to households","DGIVRA3",11.798,13.075,13.563,13.751,16.186,16.287,17.843,18.702,19.421,21.468,22.771,24.168,25.178,25.369,24.76,25.491,27.306,30.254,30.764,31.277,29.442,25.591,26.007,29.134,34.958,43.077,51.07,55.091,54.248,51.139,46.823,44.018,45.137,46.536,48.163,48.592,44.742,40.968,41.743,43.362,47.187,49.83,55.492,58.124,56.573,57.284,61.03,67.152,76.148,85.559,95.143,102.765,77.272,79.231,78.18,77.407,72.702,69.85,69.504,73.31,81.798,91.521,94.529,95.524,92.699,89.797,87.7,87.617,90.663,92.903,98.388,101.212,106.514,110.104,108.986,106.601,98.945,94.635,93.649,96.907,109.7,114.233,120.147,123.852,122.502,121.911,119.544,119.423,120.286,120.824,123.675,125.486,131.542,134.501,138.344,143.02,147.513,148.832,150.884,152.011,154.434,154.293,157.743,162.204,166.158,166.586,169.047,173.569,174.505,176.574,182.174,188.561,197.645,196.971,195.81,195.22,207.414,212.277,217.396,221.421,237.223,245.452,251.322,253.431,246.148,239.063,240.361,245.451,257.292,261.563,265.403,266.791,258.484,261.586,264.847,263.149,269.597,269.428,263.199,258.543,249.348,243.757,240.921,241.016,242.724,239.803,232.33,226.749,219.584,215.696,219.362,225.463,239.672,251.485,255.526,251.274,240.112,229.362,220.42,213.125,207.039,201.062,194.978,188.707,182.062,174.105,164.814,154.276,142.988,131.999,121.701,111.935,103.148,97.096,93.728,92.686,92.841,93.833,95.513,97.75,100.16,101.714,102.003,100.982,99.084,98.537,99.73,102.65,106.759,110.919,115.217,119.543,123.545,125.883,125.701,123.1,118.369,114.409,111.414,109.217,104.923,102.536,101.982,102.748,107.124,106.475,108.46,108.916,108.419,110.136,107.485,106.235,107.018,102.715,101.876
"368","360","      Services of social advocacy establishments to households","DSASRA3",5,5.285,5.491,5.619,5.548,5.582,5.574,5.54,5.503,5.614,5.782,5.879,5.735,5.461,5.29,5.222,5.29,5.567,5.991,6.463,7.062,7.363,7.609,7.792,7.781,8.163,8.795,9.447,9.925,10.067,10.177,10.262,10.596,11.266,12.041,12.676,12.495,12.366,12.417,12.611,12.914,13.242,13.59,13.916,13.97,14.1,14.622,14.745,15.348,15.856,16.448,17.041,17.948,18.254,18.121,20.598,19.262,19.608,19.137,19.281,19.015,18.496,17.546,17.645,17.881,18.51,19.2,19.744,20.3,20.877,21.507,21.82,22.439,22.729,23.476,24.385,24.938,25.727,25.954,26.312,27.402,27.734,27.593,28.002,28.191,28.754,28.436,29.449,29.106,29.715,29.4,30.154,30.179,30.636,30.934,31.475,31.968,32.482,33.139,33.494,34.026,34.65,35.457,36.542,37.367,38.126,39.361,40.445,41.385,41.817,42.069,42.656,45.278,45.263,45.756,46.113,47.32,47.667,47.811,48.615,49.003,49.9,51.09,51.803,52.702,53.953,54.908,55.62,56.654,57.268,58.549,59.325,60.478,61.562,62.971,63.792,64.822,66.416,67.744,68.196,69.186,70.206,71.749,73.739,75.019,76.169,76.996,78.125,78.628,80.289,80.691,77.523,76.071,76.229,77.567,78.25,80.282,82.081,82.54,84.172,85.901,86.927,88.611,90.163,88.637,87.678,87.825,87.016,87.347,86.92,85.677,84.719,84.821,84.238,85.677,89.317,93.048,96.532,98.7,98.744,96.771,96.304,97.113,95.875,97.284,99.735,99.657,103.325,107.262,110.709,114.302,116.605,118.222,119.871,121.002,122.857,125.091,125.491,126.57,124.902,122.729,122.751,124.663,124.926,128.585,127.391,128.271,130.101,131.192,134.464,131.207,129.424,133.304,131.124,130.876
"369","361","      Civic and social organizations' services to households","DCISRA3",15.456,16.844,17.445,17.564,17.354,17.103,16.888,16.755,17.117,17.485,17.921,18.295,18.35,18.069,17.872,17.722,17.884,18.376,18.978,19.608,20.058,20.161,20.171,20.143,20.145,20.5,21.154,21.756,22.263,22.555,22.895,23.194,23.607,23.95,24.186,24.267,24.41,24.174,23.758,23.315,22.927,22.559,22.161,21.899,21.666,21.483,21.175,20.654,20.351,20.076,19.68,19.394,19.233,19.46,19.402,20.473,19.788,19.801,19.5,19.139,18.636,17.819,16.905,16.809,16.73,16.837,16.866,16.837,16.781,16.856,16.814,16.508,16.566,16.782,17.237,17.479,17.793,18.388,18.803,19.428,20.619,21.448,22.114,23.104,23.65,24.481,25.023,26.269,26.958,28.235,29.362,31.192,32.756,34.124,35.205,35.484,35.861,36.893,37.879,38.752,38.805,40.062,41.564,44.091,46.783,48.777,50.969,53.384,55.131,55.777,56.899,57.287,60.349,60.777,61.827,61.471,62.134,63.281,64.068,64.466,65.16,66.434,68.344,68.834,68.998,69.783,71.359,72.18,73.039,74.494,75.04,75.482,76.815,77.253,78.686,80.312,81.431,82.527,83.014,82.758,83.883,84.368,85.207,87.281,87.761,88.358,88.74,89.01,88.974,90.163,90.144,89.857,88.28,87.757,88.393,89.801,92.463,94.143,95.025,95.236,95.35,94.568,95.879,95.834,95.981,96.807,97.023,96.841,96.902,96.412,96.307,95.682,96.036,96.59,97.518,99.442,100.985,102.973,104.671,106.102,106.883,106.768,106.991,104.108,101.443,101.366,98.614,98.578,99.015,98.548,98.465,98.106,98.728,98.719,98.108,96.648,94.748,94.168,93.766,94.357,92.054,90.857,89.823,89.165,92.22,90.727,91.104,91.112,90.137,90.824,87.964,85.744,87.464,84.352,82.628
"370","362","      Professional advocacy services to households","DSNRRA3",34.333,34.303,34.127,34.428,35.136,38.925,32.717,36.467,33.382,40.1,36.869,36.711,37.06,37.518,37.894,38.307,38.471,38.575,38.747,38.84,39.313,39.843,40.531,41.112,41.195,41.333,41.735,41.981,42.813,43.511,44.449,45.661,46.247,46.562,46.456,46.471,47.458,47.701,47.787,48.162,48.51,48.284,48.792,49.133,49.311,49.348,49.065,48.543,48.289,47.957,48.079,48.136,48.555,49.399,49.951,50.22,50.591,52.804,53.164,52.544,52.392,52.477,52.223,53.148,53.264,53.678,54.092,54.936,55.478,56.142,57.591,56.788,57.154,58.171,58.728,61.323,61.072,62.598,62.383,63.79,63.103,64.24,66.298,66.849,66.236,66.376,65.751,67.368,67.036,67.372,67.347,71.676,72.836,73.645,74.299,74.553,73.278,74.088,74.516,76.333,76.336,78.09,78.45,81.445,83.507,87.12,87.598,90.329,90.834,93.716,93.488,95.268,94.684,96.37,96.592,99.292,98.709,98.504,101.078,100.918,101.358,102.083,103.004,103.732,104.427,105.555,106.527,106.801,106.223,107.801,108.476,108.7,109.085,109.421,109.988,110.532,111.263,111.531,111.071,110.374,110.283,110.937,111.767,113.291,113.223,113.128,113.349,112.784,112.691,112.504,112.611,112.633,113.392,114.694,114.154,114.557,113.888,112.823,111.795,111.018,110.52,110.078,108.949,108.167,107.677,107.014,105.456,104.783,103.652,102.829,102.691,100.903,99.691,99.396,98.651,98.77,99.605,100.126,100.592,101.167,100.188,99.398,101.02,100.486,100.081,100.499,99.076,100.344,101.394,101.995,102.495,102.178,103.067,103.691,103.377,102.722,102.919,103.546,104.17,104.642,103.89,104.409,103.629,101.948,102.352,101.121,101.091,101.283,100.772,101.746,100.237,99.604,99.991,98.219,97.484
"371",NA,"Additional aggregates:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","363","  Control Group","DCGPRA3",17.116,17.325,17.415,17.507,17.501,17.686,17.505,17.546,17.626,17.86,17.987,18.279,18.396,18.541,18.768,18.906,19.023,19.139,19.391,19.427,19.88,20.437,20.785,20.893,21.113,21.332,21.799,22.818,23.11,23.248,23.592,23.521,23.772,23.971,23.983,24.186,24.697,25.083,25.596,25.598,25.945,26.036,25.994,26.166,26.451,26.442,26.618,26.943,27.015,27.238,27.28,27.609,27.879,28.703,29.278,29.961,30.439,30.282,30.479,30.41,30.352,30.197,30.145,29.116,29.338,30.117,30.595,30.613,31.258,31.635,31.962,32.409,32.439,32.761,33.048,33.944,33.926,34.408,34.626,35.185,35.22,35.514,36.041,36.078,35.926,35.137,35.237,35.679,35.739,35.839,35.964,35.83,35.704,35.745,36.019,36.574,36.874,37.675,38.456,39.209,39.684,40.578,40.665,41.192,41.577,41.964,42.55,43.184,43.852,44.364,44.967,45.681,45.627,46.006,46.334,46.331,47.175,47.68,48.089,48.767,48.753,49.117,49.687,50.163,50.338,50.219,50.249,49.774,49.91,50.346,50.322,49.746,50.646,50.833,51.401,52.153,52.53,53.182,53.907,54.434,55.304,56.082,56.854,58,57.941,58.473,59.195,59.747,60.176,61.429,62.017,62.903,63.374,63.641,65.007,65.797,66.759,68.063,69.153,70.67,72.574,73.755,74.956,77.081,77.577,79.13,79.935,80.837,80.63,81.316,81.766,83.277,84.344,84.757,85.115,86.531,87.171,88.499,91.001,92.027,93.276,93.598,94.994,96.499,98.138,99.378,100.315,102.169,103.949,104.523,105.291,107.045,108.135,108.584,109.78,110.386,109.367,110.482,108.906,105.405,104.732,104.471,105.585,106.926,108.4,109.309,110.411,112.603,114.021,114.914,115.637,116.693,117.882,118.064,119.529
"373","364","  PCE food and energy","DPFERA3",44.966,45.149,45.421,45.673,45.735,46.174,45.816,45.854,45.995,46.803,46.506,46.798,47.139,47.126,47.458,47.631,48.002,47.901,48.303,48.394,48.953,49.782,50.667,50.834,51.187,51.876,52.624,54.433,54.317,54.806,55.105,55.037,55.782,56.351,56.047,56.953,57.749,58.408,59.432,59.644,60.589,60.423,60.637,61.451,62.282,62.234,62.882,63.33,63.89,64,63.453,63.807,63.662,65.523,66.013,67.381,66.572,65.581,65.862,64.874,62.877,63.296,64.655,64.41,64.088,65.857,66.079,65.172,66.798,68.053,68.789,70.169,69.905,69.09,69.75,70.477,70.682,69.998,69.903,70.418,71.109,70.221,70.117,70.518,70.668,69.782,69.118,68.862,68.329,69.309,68.998,69.59,70.034,69.916,69.714,70.358,70.412,71.192,72.517,72.886,71.958,73.484,73.377,73.697,74.695,74.307,75.246,76.096,76.278,76.613,76.466,77.23,76.561,77.457,77.039,77.199,78.651,79.371,79.739,80.05,80.459,79.735,80.193,82.062,80.036,81.589,81.988,80.948,80.588,82.002,81.993,80.816,80.995,81.624,81.642,82.514,82.513,82.503,83.793,83.969,84.71,85.531,85.116,85.048,85.198,85.753,86.164,86.07,87.265,87.385,86.545,87.137,87.277,87.43,87.737,88.61,88.108,89.54,90.181,89.615,90.838,92.149,92.929,93.101,91.628,93.698,94.04,95.491,94.908,93.954,94.165,94.101,93.923,94.887,95.342,96.399,96.649,96.311,96.942,97.135,97.812,97.612,97.516,98.661,99.666,99.745,100.429,100.16,98.725,100.436,101.321,101.335,101.446,101.18,101.659,101.191,100.778,100.126,97.639,97.805,98.346,98.254,98.419,98.941,100.43,99.627,100.231,100.377,100.887,100.337,100.487,99.356,98.378,100.618,101.48
"374","365","  PCE energy goods and services \1\","DNRGRA3",37.972,37.868,38.069,38.173,38.731,39.461,38.983,39.301,38.883,40.236,39.52,39.909,41.037,41.128,41.292,42.323,43.464,42.571,43.149,43.18,44.274,44.97,46.121,46.227,46.093,47.397,48.156,48.604,48.804,50.093,50.693,51.08,50.992,52.104,51.828,53.047,54.053,53.821,54.739,54.957,56.281,56.337,57.147,58.244,59.057,58.748,59.755,59.544,60.658,61.506,61.071,61.42,62.321,63.395,64.261,67.286,67.082,67.14,68.079,66.944,61.089,63.596,64.877,66.609,65.397,67.119,66.797,65.685,67.248,68.018,69.564,72.569,71.423,69.866,72.119,72.138,73.51,73.72,72.968,73.043,75.24,72.356,70.742,70.45,69.743,68.353,68.202,68.63,66.972,68.234,67.717,68.007,69.25,68.512,67.403,67.264,67.766,68.999,70.884,71.447,69.905,71.688,71.032,71.443,73.481,71.352,72.416,73.243,72.547,73.893,74.588,75.659,74.638,77.285,76.114,76.55,78.48,78.752,79.502,79.767,80.318,79.181,79.462,83.339,77.589,79.651,80.647,78.679,78.02,81.242,80.898,79.387,79.379,81.571,81.589,82.99,83.146,82.976,85.729,85.481,86.169,86.725,85.328,83.97,84.665,86.945,88.071,87.134,89.778,89.394,87.352,88.495,87.811,89.033,88.974,91.429,90.175,93.026,93.762,90.826,92.381,94.516,95.309,93.227,90.847,94.147,94.866,97.186,96.178,92.687,93.737,93.24,93.426,95.868,96.455,97.933,97.528,98.088,98.03,99.538,99.681,99.836,98.552,99.698,100.297,100.482,100.542,98.678,95.188,97.583,99.323,97.664,97.73,97.833,98.327,96.39,96.259,94.641,90.944,94.14,96.233,94.68,94.11,94.033,96.259,95.667,96.476,94.801,94.806,93.09,93.416,90.972,88.93,93.796,95.25
