"","Table 2#4#6U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"338","330","          U.S. travel outside the United States","DUSTRX0",43834,44064,44022,44053,42247,42519,41474,41632,42701,43803,44083,44920,44042,47004,45473,44320,45120,43383,44775,45676,44314,44733,45116,44618,48012,47428,47595,46325,47400,48147,48473,49305,50054,48634,51304,50855,53836,53860,54216,55322,54100,55381,55387,55305,56043,56959,54580,54242,52916,53541,56483,55128,55548,55798,56405,56402,55913,58727,60340,53329,58529,61890,63052,61080,61338,62931,62261,61146,62387,62972,63991,64770,63058,62067,62903,69126,66817,63594,63076,63554,46365,46811,52011,54799,57179,58056,57624,54431,55282,57902,55105,51839,55857,54837,56498,59045,56167,53491,51083,44812,46638,48479,52280,53821,51945,52773,52643,54558,54597,54061,51800,52888,54788,54670,53874,53751,53124,52796,52879,54056,53948,53864,53940,53283,52735,52272,51245,50906,51827,52333,52089,53932,53861,52941,53899,53723,54230,52865,53636,52099,52713,53524,53673,53935,53522,52913,53205,52464,51911,51821,51796,52247,51918,52589,51576,50734,53195,52937,52305,49674,50199,49658,49522,50887,49971,51380,52643,53394,52731,53004,52508,51411,47755,47905,50307,50959,50932,50954,50813,50407,51836,51127,51139,47114,49899,50877,51842,51121,51647,51831,51261,50686,51130,50250,51040,51031,51004,51413,52233,51473,52501,52485,52063,53599,53882,55745,56614,55805,55976,55976,55096,53271,54072,52580,52545,51253
"339","331","          U.S. student expenditures","DUSSRX0",1461,1527,1558,1437,1383,1353,1339,1348,1368,1404,1430,1456,1494,1515,1530,1528,1535,1539,1544,1548,1552,1547,1552,1559,1598,1629,1652,1667,1688,1714,1748,1769,1777,1772,1790,1833,1902,1954,1985,1996,2017,2048,2091,2110,2105,2074,2067,2083,2123,2159,2193,2223,2253,2282,2310,2325,2327,2316,2319,2336,2368,2406,2450,2502,2543,2574,2594,2624,2663,2713,2753,2783,2803,2830,2864,2906,2927,2927,2905,2937,3022,3164,3260,3299,3276,3272,3284,3315,3332,3334,3322,3353,3429,3554,3656,3734,3785,3797,3770,3702,3663,3655,3675,3684,3681,3665,3668,3688,3723,3748,3759,3756,3763,3780,3806,3815,3807,3780,3785,3823,3893,3931,3930,3885,3849,3804,3760,3814,3971,4220,4384,4463,4389,4352,4343,4364,4394,4427,4466,4436,4342,4178,4097,4107,4208,4271,4294,4278,4279,4296,4330,4318,4260,4156,4102,4099,4154,4181,4178,4145,4144,4176,4239,4314,4400,4496,4580,4654,4626,4594,4558,4519,4492,4477,4474,4460,4435,4397,4388,4405,4452,4504,4561,4625,4676,4715,4742,4766,4786,4803,4820,4839,4859,4866,4859,4841,4834,4840,4859,4892,4939,5000,5045,5074,5085,5095,5101,5097,5097,5099,5130,5149,5160,5173,5179,5183
"340","332","        Less: Expenditures in the United States by nonresidents (130)","DEXFRX0",104132,94220,92844,102613,100461,87856,102832,101952,107852,104966,107862,111275,104045,102979,109277,103754,114192,109807,98308,102150,100885,117364,118319,112541,112277,109943,111801,109068,110261,111437,110439,111642,113046,110210,109686,108133,111527,108903,105524,113990,109547,106482,104604,105663,104973,107076,105828,110720,108348,108628,110560,107109,109157,110390,110171,109788,111369,115147,117673,105646,114491,117992,114668,120203,114258,116186,113869,112237,113311,112309,114750,115526,115030,114221,117120,111859,108850,110623,110850,110877,80664,79555,87672,93176,94238,96567,98983,94835,96311,97045,96154,97585,96937,102684,105215,105844,95948,94721,89326,81277,88230,90080,92638,93953,95687,100433,102253,102726,98038,100959,100631,103221,101301,102437,103077,100270,100666,100984,102510,103680,102970,104759,104859,107844,108385,107940,104065,102781,104487,103530,101025,104259,105326,101930,102719,103788,105098,102969,104712,103557,105566,107383,108465,109335,106078,103627,108879,107855,109041,109359,114432,116879,117167,120949,121029,120531,120828,122221,126443,122496,129177,125726,128272,129636,123416,124589,119926,123928,116518,115154,114859,116064,113387,111168,113078,113010,113317,113258,111957,113136,116968,116774,119358,113594,119613,120480,120790,119044,122100,122191,122589,121445,124164,120499,122440,125786,127296,128362,129572,128709,129739,128471,126267,123759,127109,130936,133752,132189,130323,131478,132278,131352,133133,129920,131663,132659
"341","333","          Foreign travel in the United States","DFTURX0",88664,79213,77883,87190,85128,73120,87259,86408,92034,89408,92190,95440,88512,87486,93462,88186,98091,93869,82822,86415,85285,100992,101920,96438,96229,94014,95776,93127,94250,95380,94454,95545,96756,93822,93195,91687,95015,92538,89294,97356,93045,90052,88197,89181,88510,90541,89329,93979,91624,91850,93695,90399,92354,93497,93214,92792,94276,97890,100306,88756,97255,100601,97378,102630,96876,98684,96423,94762,95641,94471,96727,97518,97217,96524,99309,94146,91193,92892,93146,93088,63628,62243,69977,75337,76543,78912,81296,77205,78596,79256,78325,79725,79149,84903,87435,88034,78240,76995,71701,63832,70764,72688,75340,76772,78628,83475,85390,85933,81339,84285,84005,86630,84774,85968,86676,83959,84443,84859,86459,87684,87011,88806,88884,91805,92317,91859,87982,86738,88490,87598,85160,88438,89533,86155,86964,88041,89373,87273,89070,87916,89850,91549,92579,93452,90238,87805,93105,92052,93216,93501,98574,100910,100969,104473,104374,103836,104212,105641,109870,105812,112490,108979,111523,112801,106361,107288,102374,106356,98896,97564,97273,98468,95649,93277,95120,95059,95510,95718,94513,95719,99510,99222,101847,95938,102131,102981,103220,101298,104285,104172,104453,103224,106050,102277,104259,107662,109187,110269,111508,110617,111678,110376,108097,105493,108845,112868,115803,114207,112280,113467,114236,113241,115056,111691,113467,114479
"342","334","          Medical expenditures of foreigners","DMEFRX0",1439,1451,1458,1449,1450,1453,1456,1460,1466,1463,1480,1506,1566,1596,1617,1616,1627,1638,1647,1656,1666,1673,1683,1694,1711,1724,1734,1741,1748,1757,1766,1774,1781,1786,1793,1802,1811,1818,1823,1826,1833,1842,1854,1859,1858,1851,1861,1889,1935,1966,1981,1979,1979,1980,1984,1988,1994,2000,2010,2024,2042,2056,2066,2071,2074,2074,2071,2080,2101,2134,2125,2073,1980,1926,1908,1922,1928,1927,1919,1918,1923,1934,1921,1884,1825,1784,1760,1753,1746,1741,1736,1731,1726,1721,1720,1722,1729,1737,1745,1754,1759,1760,1756,1754,1752,1752,1752,1752,1750,1750,1750,1750,1749,1747,1745,1745,1747,1752,1750,1743,1728,1761,1840,1966,2041,2062,2030,2015,2014,2028,2037,2041,2038,2037,2037,2039,2040,2040,2037,2035,2035,2034,2037,2039,2038,2038,2038,2037,2037,2037,2037,2036,2034,2032,2035,2036,2075,2099,2106,2097,2092,2089,2090,2089,2088,2085,2085,2086,2088,2089,2089,2089,2089,2089,2088,2088,2087,2087,2086,2085,2085,2085,2086,2088,2088,2087,2085,2084,2084,2085,2085,2084,2082,2081,2081,2082,2082,2082,2083,2083,2083,2083,2084,2087,2099,2095,2094,2087,2085,2085,2086,2087,2089,2093,2095,2097
"343","335","          Expenditures of foreign students in the United States","DEFSRX0",13282,13320,13346,13317,13340,13382,13509,13524,13497,13331,13276,13248,13250,13235,13244,13269,13311,13361,13476,13565,13451,13461,13429,13373,13298,13266,13272,13319,13333,13317,13270,13342,13512,13808,13971,13993,13877,13820,13823,13889,13952,14013,14070,14106,14119,14108,14118,14150,14204,14230,14230,14207,14221,14273,14362,14427,14465,14477,14474,14457,14427,14429,14464,14535,14599,14659,14715,14834,15017,15263,15395,15405,15290,15247,15278,15381,15446,15473,15460,15558,15768,16089,16261,16273,16125,16041,16020,16066,16120,16180,16247,16245,16174,16032,15971,15987,16082,16118,16096,16017,15920,15810,15682,15546,15399,15243,15126,15049,14990,14946,14899,14850,14796,14733,14663,14582,14489,14384,14305,14254,14232,14193,14137,14071,14028,14022,14051,14028,13981,13901,13827,13780,13755,13736,13717,13708,13686,13654,13607,13605,13685,13807,13860,13862,13798,13763,13756,13776,13805,13839,13872,13997,14218,14514,14683,14718,14607,14560,14579,14662,14725,14765,14785,14877,15040,15276,15438,15526,15429,15375,15367,15404,15462,15541,15642,15635,15520,15294,15184,15189,15312,15387,15413,15389,15395,15433,15502,15605,15741,15911,16018,16062,16044,16043,16058,16092,16116,16129,16134,16137,16137,16135,16138,16145,16223,16166,16142,16136,16139,16145,16192,16220,16239,16269,16288,16301
"344","336","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) (132)","DNPIRX0",142455,139410,138834,141338,141273,142031,141830,141458,143255,144016,144918,146126,147599,151134,150972,150376,151033,153757,153466,153106,152079,151394,149437,146175,143282,139414,139763,139566,139617,140256,137587,140187,141284,139625,141657,143872,144526,146168,148293,149119,150854,152957,154778,156281,158228,160064,162077,163123,162798,162647,163247,163324,164193,164775,165033,165523,165542,165765,167763,168627,171765,172834,173600,172822,173640,174041,178265,179910,181420,184097,185336,185656,185086,185722,187233,189092,189816,190333,191291,192678,194519,195878,196540,197908,199242,199905,201715,203107,205220,206442,210108,213164,214867,215759,218577,219623,218758,216563,216019,218200,220598,220569,220877,219235,217757,219588,218937,217501,219616,219715,220290,218795,217759,217143,216199,216504,216376,218407,217679,213237,205896,203573,202431,205301,208286,211158,210841,211971,213720,219275,223606,224431,224533,224732,226461,227754,231888,234767,239471,241846,242900,241740,242779,242752,242070,240384,239163,236952,236795,238807,243524,246547,249933,255278,257369,255809,260584,265641,268207,268752,269173,269082,270465,272844,277594,283358,285583,283094,280683,275927,275595,272645,273132,272794,272901,275547,275808,279847,281394,280720,278457,277838,278953,281133,281734,282018,279401,278987,279376,277736,279153,279668,279357,280253,282154,283456,285050,290457,294915,299378,301380,295999,293784,294723,291545,294780,295496,301072,306475,308231,303100,301201,301884,303775,306479,304780
"345","337","    Gross output of nonprofit institutions (133)","DNPERX0",632751,631345,633755,632737,635651,635950,634810,637803,638206,640466,640223,643495,643919,641143,647616,649566,649456,655501,653571,655382,657644,660893,661368,664879,660802,656289,656357,657525,659645,661711,662571,666364,667565,668074,671930,676670,681337,685361,688102,689265,691694,694859,698509,701385,704315,706608,708724,710467,711377,713286,715322,715853,717009,718675,720847,722946,724575,727517,731147,732972,734603,736604,739614,741204,744102,747135,749699,752755,755350,759033,762855,764866,768202,770306,774209,776734,779092,781588,786296,790249,792838,797023,800749,806266,811443,815292,819108,823998,827721,832193,835107,839384,840647,842047,843144,843152,842848,841210,841866,842816,843525,844053,844954,844521,844190,844935,846032,848231,850084,851656,852293,853536,855683,859049,860932,863778,867208,870657,871005,869621,866534,866872,866900,869001,871610,873764,875162,875624,876567,878606,884007,886929,890465,893252,895898,897001,899813,902035,903417,904777,906008,908206,912732,916115,919953,921710,924881,923368,922493,921811,922793,925378,927613,932069,934335,936053,940512,944727,947295,949758,951156,953250,955298,958733,961655,965476,966187,965103,966675,966421,967726,967851,969546,971095,973036,973936,974677,975767,975475,973148,969544,969290,972077,976398,980257,984530,986178,989926,991885,995091,998497,1001310,1001160,1002194,1004721,1007253,1009506,1011279,1010778,1010742,1013365,1016066,1019490,1022930,1024601,1030677,1033838,1031329,1032049,1030583,1038754,1043291,1047139,1049784,1053534,1053989
"346","338","      Health, gross output","DHLGRX0",359889,359098,360510,359602,361894,362140,361156,363426,363264,364958,363747,365973,364608,359769,364684,366311,365244,369752,366691,367644,369260,371613,371980,376917,375261,372676,373404,374309,376095,377904,378045,381375,381712,380462,382861,385790,388601,390812,391841,390839,391312,392402,393859,395047,396346,397166,397465,398309,399554,400899,401743,401898,402459,403067,404611,405540,406084,407075,408782,408665,408942,408958,409811,409717,411159,412201,412791,414052,414162,415011,415397,416463,418057,419235,420812,421282,421378,422153,424841,426901,428565,430683,433184,437439,440647,442193,443398,446127,448014,450135,450708,452543,453015,453816,453934,454327,456350,457320,458416,459190,459259,459141,459897,460198,459897,459979,459871,461352,461452,461879,461785,463737,465569,468036,469294,471015,473526,475765,476086,475836,475239,476352,475568,477219,479749,482041,483948,484343,485276,486072,489286,490783,492033,493163,494467,494367,495540,496331,496207,495817,494913,494533,496450,499410,504454,507145,508536,505683,503650,502223,502572,504141,505204,507887,509389,510403,512086,514053,514285,516296,516424,516318,516812,518502,519953,522082,522914,524018,528029,529469,531050,531547,533838,535918,538320,539529,541210,543543,544237,542514,538796,537939,539610,543065,545872,548878,548912,550893,551747,553829,555699,557928,559128,561621,563677,565945,567350,568177,566873,566326,568119,569251,571538,574394,573842,577708,579017,577266,576965,574408,582259,586137,588463,589477,592195,594123
"347","339","        Outpatient services, gross output","DOUGRX0",41479,41922,42282,42529,42729,42920,43487,43498,43696,43806,43989,44019,43975,44057,44159,44384,44368,44442,44505,44738,44972,45183,45193,45189,45124,45031,44565,44629,44713,44739,44771,44922,45043,45279,45549,45453,45793,45878,45907,45923,46004,46020,46119,46151,46148,46158,46194,46305,46345,46466,46527,46788,46917,47114,47283,47424,47581,47692,47912,47700,47773,47831,48165,48327,48438,48509,48426,48494,48632,48836,49063,49240,49397,49602,49801,50068,50396,50796,51260,51679,52063,52547,53086,53651,54236,54790,55304,55796,56293,56712,57063,57371,57653,57888,58031,58108,58145,58110,58154,58197,58334,58519,58705,58840,58994,59161,59452,59843,59939,60096,60278,60476,60604,60692,60794,60937,61040,61017,60928,60857,60908,61110,61334,61403,61411,61399,61436,61606,61819,62096,62412,62567,62714,62752,62731,62759,62862,63030,63191,63327,63456,63648,63837,63924,63952,63989,64067,64182,64265,64266,64199,64118,64034,63964,63826,63606,63206,62876,62618,62470,62420,62490,62656,62856,63134,63501,63874,64274,64668,64927,65031,65041,65003,64904,64735,64583,64449,64314,64331,64495,64850,65206,65540,65818,65956,65959,65906,66035,66305,66659,66973,67247,67557,67698,67721,67614,67756,68075,68437,68674,68908,69126,69454,69588,69723,70048,70384,70536,70689,70797,71528,71805,72117,72131,72435,72640
"348","340","        Nonprofit hospitals, gross output","DHSORX0",288277,286810,287715,286359,288378,288241,286525,288803,288172,289563,287953,290044,288836,283778,288562,289786,288468,292640,289478,289915,291005,293086,293155,297699,295889,292768,293473,293943,295469,296813,296751,299711,299657,297982,300006,303155,306017,308236,309193,307782,307811,308626,309996,311228,312420,313047,313124,313980,315023,316059,316788,316678,317141,317545,318847,319479,319840,320641,322125,322168,322367,322326,322868,322455,323827,324719,325283,326474,326353,326754,326800,327484,328765,329490,330366,330340,329954,330249,332585,334170,335430,336811,338505,342063,344613,345669,346282,348592,350118,351859,352022,353237,353392,353856,353829,354091,356023,356978,358091,358603,358445,358413,358955,359519,359040,358938,358697,360078,360289,360738,360605,362406,364078,366073,367459,368856,371448,373688,373942,373754,373270,374165,372778,373975,376029,378046,379776,380342,380968,381155,383994,385421,386697,387729,388907,388512,389617,390631,390667,390333,389356,388689,390471,393485,398714,401493,402874,399748,397567,396187,396628,397966,398776,401350,402566,403957,405910,408433,409089,411414,411627,411381,411639,412964,414083,415464,415746,416723,420738,422088,423183,422898,424571,426665,429279,430815,432427,434995,435848,434072,430213,428860,430006,433082,435624,438676,438984,440875,441418,442764,444156,445942,447142,449406,451297,453389,454796,455133,453718,452834,454146,454765,457185,459946,459338,462917,464189,462763,462545,460188,466640,470222,471770,472723,475180,476984
"349","341","        Nonprofit nursing homes, gross output","DNXORX0",30261,30456,30594,30770,30850,31031,31158,31155,31412,31607,31804,31921,31803,31900,31958,32133,32388,32671,32687,32961,33248,33313,33598,34022,34228,34824,35333,35699,35882,36326,36493,36729,36989,37148,37257,37167,36791,36717,36766,37140,37494,37755,37751,37683,37802,37987,38169,38049,38215,38404,38460,38453,38421,38423,38499,38652,38674,38755,38760,38820,38824,38820,38790,38938,38902,38984,39096,39104,39190,39427,39532,39735,39890,40132,40627,40849,40994,41067,40957,41014,41033,41283,41548,41684,41758,41697,41774,41705,41573,41538,41596,41906,41942,42044,42047,42101,42156,42204,42147,42363,42453,42186,42215,41824,41848,41866,41712,41426,41222,41046,40906,40861,40893,41275,41047,41227,41043,41063,41215,41223,41062,41080,41459,41844,42310,42594,42736,42395,42488,42819,42877,42794,42621,42680,42828,43097,43060,42667,42344,42153,42098,42195,42139,41996,41779,41651,41583,41743,41809,41762,41736,42049,42388,42564,42990,42831,42959,42734,42567,42401,42365,42434,42504,42668,42723,43105,43282,43008,42607,42437,42820,43595,44255,44338,44294,44116,44320,44216,44038,43927,43716,43859,44050,44149,44275,44221,43999,43958,43997,44382,44546,44715,44399,44485,44627,44913,44767,44937,44681,44785,45033,45332,44859,44815,44737,44690,44386,43905,43665,43357,44025,44037,44508,44554,44504,44418
"350","342","      Recreation services, gross output","DRCGRX0",22152,22338,22830,22569,22761,22588,22452,22547,22472,22347,22442,22425,22212,22295,22333,22293,22234,22260,22343,22242,22355,22476,22416,22463,22460,22449,22395,22535,22655,22799,22763,22622,22527,22935,23119,23315,23227,23072,22733,23059,23173,23251,23349,23665,23650,23724,23875,24067,23847,24274,24618,24543,24468,24578,24581,24727,24825,25134,25449,25883,25286,25465,25694,25960,25948,26144,26471,26195,26200,26408,26949,26761,27203,27376,27605,27755,28099,28161,28207,28178,27579,27979,28147,28225,28330,28449,28770,28851,28841,29033,29083,29473,29556,29606,30029,29920,29965,30000,30050,30069,30101,30136,30188,30231,30292,30373,30471,30587,30682,30770,30834,30924,31007,31105,31270,31459,31605,31604,31480,31375,31392,31578,31821,31983,32050,32067,32102,32206,32324,32512,32763,32947,33060,33081,33074,33070,33131,33232,33317,33401,33503,33642,33792,33906,33990,34112,34267,34436,34575,34732,34913,35122,35314,35530,35668,35749,35807,35925,36059,36232,36371,36489,36563,36557,36441,36235,36051,35974,35886,35803,35648,35477,35309,35181,35131,35097,35056,34971,34842,34677,34526,34452,34482,34604,34605,34456,34232,34116,34088,34116,34147,34192,34277,34333,34360,34360,34415,34513,34590,34556,34455,34480,34476,34636,34733,34868,34852,35056,35234,35362,35238,35155,35220,35346,35626,35668
"351","343","      Education services, gross output","DEDGRX0",91798,92055,92300,92474,92690,92718,92712,92936,93261,93627,93959,94370,94948,95228,95500,95784,96057,96311,96694,96943,96977,96938,96989,96978,96834,96582,96457,96436,96489,96634,96850,97133,97524,97936,98397,98887,99548,100055,100551,100890,101309,101714,102049,102229,102571,103040,103647,103958,104195,104603,104827,104997,105040,105120,105192,105358,105636,106129,106701,107236,107475,107576,107816,108255,108793,109352,109763,110436,111057,111520,112048,112596,113401,114091,114818,115523,116328,116757,117272,117769,118409,119031,119357,119749,120148,120686,121193,121668,122133,123172,124247,124927,124645,124064,123715,123564,123620,123724,123852,124098,124396,124599,124552,124247,124287,124623,125299,125812,126182,126341,126496,126511,126504,126285,126163,126050,125799,126267,126647,127636,127903,128063,127950,127737,128002,128497,128872,129084,129110,129342,129736,130165,130725,131443,132171,133003,133507,133500,133461,133816,135083,136565,137905,138769,139317,139892,140677,141657,142320,142697,142897,143371,143976,144629,144770,144810,144670,144777,144855,145228,145777,146439,147174,148094,148630,148742,148532,148666,149477,150032,150392,150129,150169,150488,150992,151349,150964,150614,150265,150514,150560,150595,150800,151063,151458,151856,152426,152957,153023,153423,153939,154811,155488,156210,156819,157414,157782,158289,158872,159559,160339,160983,161631,162087,162218,162622,163292,164076,164696,164912,165294,165703,166332,166568,166420,166068
"352","344","      Social services, gross output","DSSGRX0",49611,49832,50020,50209,50295,50500,50481,50580,50740,50810,50925,51012,50677,50940,51016,51225,51478,51919,52249,52682,53008,53351,53871,54527,54696,54837,54977,55250,55425,55564,55978,56268,56515,56910,57334,57761,58077,58533,59070,59621,60115,60763,61622,62080,62777,63088,63510,64022,64658,65128,65545,65865,66401,67038,67374,67963,68476,69186,69731,70371,70941,71619,72232,73101,73627,74134,74698,75424,76244,77065,78170,78979,80421,81229,82182,82816,83296,83967,84785,85651,86089,86646,87005,87341,87608,87927,88321,88824,89355,89694,89952,90318,90657,91253,91627,92091,92075,91785,91669,91959,92419,92829,93043,92788,92556,92379,92294,92241,92100,91837,91459,91031,90898,90895,91032,91356,91534,91240,90640,90339,90330,91275,92085,92617,92595,92329,91900,91834,91906,92438,93323,93625,93913,93763,93382,92832,92623,92682,93013,93264,93280,93165,93070,92788,92770,93146,93736,94004,94215,94399,94595,94902,95121,95374,95507,95567,95839,96044,96312,96648,96832,97215,97614,97990,98425,99154,99464,99773,100335,100851,101071,101251,101122,100725,100204,99910,99669,99389,99310,99161,99117,99322,99673,99875,99919,99960,100067,100452,101258,101898,102482,102955,103193,103377,103375,103266,103328,103477,103520,103338,103339,103317,103266,102801,102488,102512,102280,101527,101524,101527,101049,101003,101168,101332,101616,101982
