"","Table 2#4#5U# Personal Consumption Expenditures by Type of Produ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225"
"259","251","          Pension funds","DPENRC0",46,45,46,47,49,51,53,54,53,55,54,54,55,56,57,58,58,58,61,64,62,66,70,73,74,76,75,76,78,78,78,78,77,78,78,81,95,118,140,162,185,207,230,260,290,321,355,384,404,422,448,473,505,522,538,560,616,707,798,886,973,1066,1185,1307,1416,1540,1693,1902,2075,2311,2537,2763,2847,2903,3046,3241,3416,3550,3696,3841,4133,4304,4366,4549,4868,5249,5446,5546,5703,5848,6312,6544,6907,7094,7133,7104,7336,7551,7852,8196,8697,8998,9317,9671,10472,11172,11889,12458,12488,12583,12923,13489,13692,13168,12900,13196,14136,14152,14051,13816,13668,13229,12667,12071,11458,11042,10761,10475,10765,10386,9631,8830,8308,8430,8459,8619,9709,10985,11980,13041,13617,14115,14389,15190,16794,18256,19117,20248,21102,21932,22803,24021,25567,26659,27345,27551,27326,27077,26937,26924,26949,27370,28075,29109,30716,31555,31907,31624,31250,30447,29698,29031,28335,27987,27750,27614,27595,27800,28024,28474,29682,30337,30775,30918,31790,31967,32525,33716,34879,35980,36655,37827,39191,39884,40204,40498,39924,39269,38817,36985,35654,35510,36384,37123,37579,38549,38427,39675,40212,40326,39796,38538,39278,40126,40242,40908,41382,42106,42102,43324,44404,44966
"260","252","        Financial service charges, fees, and commissions (108)","DOFIRC0",2141,2166,2121,2196,2076,2178,2205,2165,2740,2752,2521,2707,2510,2807,2600,2615,2523,2726,2981,3206,3131,3080,3270,3087,3183,3233,3520,4209,4363,4304,4080,3723,4297,4466,5113,4966,4400,5618,5713,5653,4958,5084,4953,5065,4514,4344,4279,4539,5338,5365,5248,5069,5910,5827,5608,5711,5223,4948,5033,5556,5055,4859,5163,5119,5818,6408,6030,5968,7485,6959,6923,7272,7656,7536,7543,7636,7584,9607,9874,8811,9006,10159,10834,10858,13180,11255,14256,15273,14901,15607,15717,15686,15985,16977,19469,25082,23520,25749,24182,24262,25490,25072,26004,26482,29092,30543,30451,32893,37175,38771,38431,39555,43645,42957,42118,41887,41035,40734,40480,41349,44028,45980,46905,48180,48251,48693,48656,48332,51248,54093,55203,57493,63416,60185,61072,64451,67655,70871,74171,77084,75043,72690,73233,74223,75006,80324,85148,87096,91458,94695,93840,96150,99862,102880,113415,113253,115200,121281,129200,134225,139371,146072,149114,161173,182213,169719,171648,174915,169249,163421,157717,161907,163825,166877,170734,171186,166543,172963,176827,179518,185263,183823,185383,191535,192784,200120,205246,207412,215981,223094,225212,233057,238590,241822,244259,250409,250097,248574,247517,235545,223696,222548,223001,222200,223414,228223,222077,223782,225568,228133,233623,229783,232205,232096,226662,232418,237103,243640,248418,254524,257007,258347
"261","253","          Financial service charges and fees","DFEERC0",733,736,746,761,767,785,794,802,805,822,822,832,840,853,862,871,865,865,887,906,927,943,980,1010,1023,1047,1077,1105,1127,1155,1193,1237,1255,1283,1318,1349,1379,1395,1411,1435,1474,1514,1545,1592,1607,1619,1637,1729,1737,1745,1772,1790,1817,1830,1875,1918,1973,2033,2090,2113,2186,2228,2282,2339,2436,2469,2487,2520,2589,2691,2812,2936,2999,3071,3157,3236,3330,3431,3571,3741,3847,3992,4180,4385,4733,5009,5269,5552,5829,6362,6952,7319,7652,8076,8390,8722,8784,9004,9272,9565,10166,10459,10856,11315,11763,12263,12758,13244,13826,14436,15101,15664,15801,16055,16328,16568,17090,17553,18012,18372,18774,19383,19835,20055,20776,20974,21227,21672,22223,22971,23836,24363,25246,25196,25740,26161,27032,28126,28495,29312,28772,28647,29250,29281,29805,30373,31140,31551,32528,33100,33388,33643,33633,34013,35115,36606,36990,38485,40440,42383,42360,43913,46952,49489,50662,51102,53459,57442,57866,60110,59189,61903,63566,65873,68817,71115,71613,71909,73463,74102,75368,76067,77053,78443,79073,83625,84745,85609,87175,88892,89228,91399,93121,94366,94158,96674,94891,94162,94085,91113,91059,91997,93921,93462,91505,91120,86299,86037,86671,88792,90434,91782,93200,92875,93159,94378,94260,94657,96467,97130,97240,96998
"262","254","          Securities commissions","DEQTRC0",1211,1232,1173,1228,1100,1179,1194,1143,1714,1705,1474,1647,1439,1720,1501,1504,1420,1623,1848,2049,1946,1875,2017,1794,1874,1892,2141,2793,2919,2825,2551,2137,2689,2822,3422,3235,2631,3828,3902,3811,3066,3140,2967,3019,2449,2264,2176,2315,3103,3117,2965,2763,3570,3469,3193,3240,2680,2328,2339,2833,2236,1986,2222,2104,2677,3224,2824,2719,4145,3490,3297,3488,3792,3579,3476,3465,3289,5182,5265,3984,4041,5007,5439,5197,7069,4786,7449,8100,7369,7387,6732,6224,6082,6519,8618,13829,12239,14232,12363,12102,12611,11859,12332,12278,14371,15243,14583,16472,20085,20985,19887,20387,19830,18291,16865,16941,14988,14065,13218,13614,15629,16643,16887,17379,16395,16492,16213,15347,17498,19235,19474,20842,24699,21004,20935,23509,24891,26254,28619,29567,27782,25513,24713,25486,25471,29704,32376,33087,35280,36877,34457,35790,37749,39023,46832,43557,42554,44339,48090,48865,52557,54982,52166,59953,75934,60904,57787,57389,52775,46220,43248,43545,43450,42879,42975,39667,34136,40356,42169,41524,44030,39499,37513,40202,37931,37838,39971,39387,41440,40935,37309,38537,39817,40398,41688,41994,42211,38960,39587,35649,31472,33291,33839,32969,32351,34473,32394,34571,34426,32685,35749,32835,33203,33745,26523,27769,29912,30638,30655,31161,30248,27945
"263","255","            Direct commissions","DDCTRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9072,8352,8458,8790,7112,6563,5983,6364,7697,8294,8356,8817,7914,8201,8294,7505,9653,10214,10500,11379,13520,10929,10779,12941,13295,14241,15947,16804,14947,14205,14121,14981,14661,17690,19789,20336,20983,22857,21726,22725,23348,23599,29185,25953,25758,27006,30087,31342,34142,35723,33982,39262,47622,38169,36625,36499,33598,30601,28370,28592,29238,28550,28901,26336,21984,26848,27253,26147,28135,24253,22464,24456,22061,21611,23203,21845,23525,22257,19618,20462,20906,21774,21462,22649,22639,20977,21311,20614,18090,19501,19447,17659,17171,17947,16853,17737,17163,16204,17685,17026,17091,17667,10535,11139,12366,12072,12861,12821,11682,10623
"264","256","              Exchange-listed equities","DDCERC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10624,11019,13109,12111,13337,13043,15019,15910,16291,17575,15105,17398,20931,16932,16992,17826,17394,16384,16124,16339,16639,16185,16255,13691,10568,12770,11420,10115,11603,8399,6754,9108,7195,6739,6697,6220,6389,6645,5491,4960,5184,5151,5897,5395,5178,4285,4826,4598,3861,4161,3356,3089,2274,2265,1321,1466,1499,1302,1583,1265,1358,1259,1199,1357,1353,1445,1313,1402,1542,1429
"265","257","              Other direct commissions","DDCORC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12725,12581,16076,13843,12421,13963,15069,15432,17851,18148,18877,21864,26692,21237,19633,18673,16204,14217,12245,12254,12599,12364,12646,12645,11416,14078,15833,16032,16533,15854,15710,15348,14866,14872,16506,15625,17136,15612,14127,15502,15722,16623,15565,17254,17461,16692,16485,16016,14228,15339,16091,14570,14897,15681,15532,16271,15664,14902,16102,15761,15733,16408,9336,9783,11012,10627,11548,11419,10141,9194
"266","258","            Indirect commissions","DICTRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6054,5959,5627,5916,5443,5211,5155,5154,5492,5751,5663,5902,5564,5214,5325,5479,5078,5445,5380,5371,6511,5541,5533,6046,6412,6506,7030,6951,6864,6581,6262,6745,6982,7587,7651,7568,8436,8075,7450,7461,8660,9515,11063,10873,9589,9582,10505,10063,10586,11160,9762,11722,17480,13163,11379,11718,10579,7149,6197,6322,5582,5590,5930,5423,4781,5406,5982,5705,6000,6060,5871,6179,6264,6525,6418,7079,7167,7557,7053,7203,7185,7079,8661,8026,9072,8075,9002,7575,6840,6862,6915,7324,7175,8545,7478,8167,8508,7765,9614,7817,7226,7432,7089,7711,8250,9086,8279,8560,8827,7869
"267","259","              Over-the-counter equity securities","DICVRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2845,2995,3622,3595,2966,3211,3305,3471,3525,4068,3363,5155,9338,5880,5226,5162,4288,1928,1382,1352,1146,1129,1110,870,685,844,866,776,833,710,661,674,572,503,476,494,544,575,514,541,540,567,662,794,829,830,948,780,656,755,767,772,731,760,588,590,599,571,683,548,516,521,502,539,525,561,591,671,763,730
"268","260","              Other imputed commissions","DICORC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5815,6520,7441,7278,6623,6370,7201,6592,7061,7092,6398,6568,8143,7283,6153,6555,6290,5221,4815,4971,4437,4461,4820,4553,4096,4561,5116,4929,5167,5350,5210,5505,5692,6022,5941,6585,6623,6982,6538,6662,6645,6512,7999,7232,8242,7245,8054,6795,6183,6107,6148,6552,6444,7784,6890,7577,7909,7194,8931,7269,6711,6911,6588,7172,7724,8525,7688,7889,8064,7139
"269","261","            Mutual fund sales charges","DMUTRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4705,3981,2780,2235,2433,2290,2081,2096,2440,2598,2868,2661,2917,3076,2594,2364,2767,3576,3594,4092,4669,4535,4622,4522,5184,5507,5642,5812,5971,4727,4331,3761,3827,4427,4937,5182,5860,5946,5281,5604,5741,5909,6584,6730,7207,7751,7497,7460,7830,8099,8422,8969,10831,9572,9783,9172,8598,8471,8682,8631,8630,8739,8144,7909,7371,8102,8934,9672,9894,9186,9177,9567,9606,9702,10349,10463,10747,11122,10638,10871,11726,11544,11566,11319,10500,9908,9275,7460,6543,6928,7477,7986,8005,7982,8063,8666,8755,8716,8450,7992,8886,8646,8899,8919,9297,9480,9515,9780,9739,9453
"270","262","          Portfolio management and investment advice services","DPMIRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3785,4433,4789,4286,4791,4926,5021,5105,5155,5400,5585,6164,6273,6470,6690,6750,6748,7009,7202,7524,8419,8917,9428,9839,10687,11344,11915,12892,13198,13318,13770,14309,14671,15107,16260,17058,18074,19413,20208,21374,22730,23891,25083,26734,29116,31509,33756,35605,37314,39588,42451,44721,47456,49721,52509,52687,50856,49466,48164,48681,49365,50428,51663,53410,53831,53440,53964,56573,58468,61159,63809,65283,68081,70559,72386,74150,78896,84555,90406,94733,96856,97435,98954,101848,103111,104978,104463,100259,93478,88885,87044,87165,91401,94119,94844,94194,95589,97336,98046,96477,96731,96099,97594,101158,103364,108306,111496,115980,119330,123389
"271","263","          Trust, fiduciary, and custody activities","DTRURC0",197,198,202,207,209,214,217,220,221,225,225,228,231,234,237,240,238,238,246,251,258,262,273,283,286,294,302,311,317,324,336,349,353,361,373,382,390,395,400,407,418,430,441,454,458,461,466,495,498,503,511,516,523,528,540,553,569,586,604,610,632,645,659,676,705,715,719,729,751,778,814,848,866,887,911,935,965,995,1038,1086,1118,1160,1215,1276,1378,1459,1539,1622,1703,1859,2033,2142,2251,2381,2461,2530,2498,2513,2547,2596,2714,2754,2815,2889,2958,3037,3109,3178,3264,3349,3443,3504,4229,4179,4135,4092,4166,4191,4228,4257,4469,4554,4597,4582,4807,4757,4526,4562,4779,4879,4692,4765,5052,5068,4969,4943,5045,5147,5143,5314,5291,5212,5500,5147,5059,5141,5371,5400,5577,5305,5786,5342,5749,5953,6385,6356,6540,6947,6915,7373,7139,7589,7545,7010,8161,7992,7894,7398,7753,7624,7116,7778,7444,7696,7278,6993,6963,7257,7232,7320,7397,7097,7009,7607,7699,8097,8145,8266,8470,8711,8270,8388,8796,9624,9459,9892,9884,10473,9382,8524,7687,8375,8197,8604,8156,8512,8540,8980,8883,9319,9394,8689,9071,9377,9387,9113,9566,10039,9800,10252,10190,10015
"272","264","      Insurance","DINSRC0",6522,6718,6942,7142,7332,7460,7565,7627,7657,7991,8009,8165,8315,8407,8444,8496,8545,8618,8896,9248,9173,9545,9880,10174,10347,10569,10691,10839,11119,11288,11460,11529,11541,11608,11770,12095,12758,13296,13692,13990,14048,14227,14414,14811,15073,15461,15977,16409,16474,16795,17299,17716,18442,18858,20052,20244,20710,21330,21420,21256,21125,21761,22576,23515,23554,23297,23569,25132,25467,26014,27831,28878,28992,30821,33265,35038,36625,37688,36824,38837,34750,42206,42920,41856,40734,42028,43266,49409,50812,48866,45765,45998,50500,52445,55797,58327,60127,51469,63422,59842,59613,66480,71332,68708,73618,71737,77071,69762,73534,72493,72367,72792,71243,71164,72310,73630,79071,82973,87815,91716,95083,98543,101438,103961,107406,110215,113146,116179,120885,123111,125124,126233,129166,132483,134002,137397,143183,147382,149780,151370,151361,149566,147469,148147,151216,153325,153931,155516,156945,157315,158772,161144,165351,167640,170326,174374,177345,180171,181038,183366,184927,187404,191143,194490,201835,204947,207566,210683,212639,214805,204048,215153,210979,212807,216976,220396,223240,228824,234032,238101,241014,244688,250359,255788,262532,270186,275709,280311,280110,277109,276388,278547,284533,287468,289511,291090,291024,289486,284240,274818,266336,262413,265660,272452,281180,288238,293103,297322,302558,308124,311488,310996,305915,300450,297754,297701,302844,307826,312180,315607,318872,322992
"273","265","        Life insurance (110)","DLIFRC0",3141,3109,3144,3218,3372,3524,3639,3678,3614,3801,3700,3734,3802,3867,3917,3961,3984,3971,4148,4407,4212,4546,4788,4980,5072,5169,5150,5190,5305,5306,5349,5312,5282,5315,5348,5502,5649,5851,5982,6059,6136,6191,6237,6469,6634,6806,7009,7091,7008,6891,6913,6919,7137,7366,7598,7903,8065,8327,8533,8667,8756,8872,9164,9427,9565,9763,10104,10716,11062,11679,12176,12614,12584,12833,13463,14328,14890,15157,15461,15742,16603,16951,16864,17232,18090,19143,19494,19487,19674,19812,21004,21391,22316,22920,23046,22951,23257,23277,23543,23916,24707,24892,25109,25395,26806,27884,28942,29584,28939,28459,28532,29076,29052,27940,27372,28000,31062,32787,34367,35716,37397,38368,39006,39541,40009,41200,43025,45014,49892,52095,52515,52621,52693,53451,53638,54658,57713,59591,59634,59828,57816,55661,52859,52111,53957,55069,54227,54107,53207,52247,51390,51275,54196,54684,55049,56758,56232,56698,55686,55312,55498,56012,57315,58918,63804,65000,65185,65913,65987,65746,53277,62785,58065,58453,59565,59101,57205,58879,61256,64248,67930,71167,74336,75139,75503,77780,79825,83034,84832,83482,83277,84778,87551,87730,87216,87405,88459,89497,88134,83731,79848,78051,80036,82142,84300,86314,88145,91462,92019,92287,93957,94727,94975,94018,93323,93049,94283,94832,95165,95539,95594,95767
"274","266","        Net household insurance (111)","DFINRC0",127,139,148,153,158,163,169,174,179,184,188,191,195,198,203,208,210,210,213,216,220,221,224,225,225,226,229,228,225,225,228,228,234,250,260,263,265,270,278,284,287,290,305,320,329,336,346,352,358,381,402,414,425,435,451,467,475,493,509,527,559,578,573,570,596,604,632,637,649,676,721,738,763,816,873,925,983,1002,1028,1070,1102,1128,1221,1243,1258,1293,1284,1303,1309,1326,1313,1403,1418,1408,1414,1445,1472,1482,1499,1580,1631,1592,1634,1634,1643,1699,1733,1750,1795,1832,1884,1932,1985,2060,2178,2273,2350,2385,2461,2487,2525,2564,2573,2548,2508,2486,2466,2452,2475,2464,2424,2402,2338,2286,2293,2269,2261,2278,2355,2345,2412,2450,2553,2591,2589,2643,2650,2651,2803,2879,2954,2945,2801,2781,2930,3100,3273,3315,3370,3475,3454,3539,3667,3692,3698,3810,3877,3956,4068,4237,4239,4206,4183,4172,4286,4427,4683,4837,4995,5198,5437,5681,5885,6028,6155,6224,6197,6107,5975,5951,6100,6402,6854,7301,7660,7926,8123,8210,8140,7897,7558,7306,7222,7273,7397,7543,7704,7833,8129,8416,8559,8617,8568,8504,8498,8548,8651,8786,8896,8966,9060,9177
"275","267","          Household insurance premiums and premium supplements","DFIPRC0",247,265,278,289,298,307,317,327,337,347,356,365,376,385,395,405,410,416,424,434,446,455,464,473,480,489,496,502,506,515,526,536,549,573,591,602,616,630,647,664,674,690,719,748,777,799,825,847,866,905,940,963,989,1011,1038,1063,1080,1106,1127,1153,1193,1232,1259,1290,1348,1387,1447,1489,1547,1613,1701,1760,1827,1919,2015,2103,2188,2243,2305,2387,2447,2508,2635,2708,2791,2887,2941,3013,3077,3148,3194,3326,3373,3410,3457,3540,3636,3709,3782,3923,4020,4040,4141,4213,4266,4408,4501,4630,4804,4924,5041,5124,5175,5250,5355,5424,5504,5548,5614,5633,5615,5647,5712,5775,5903,5954,6011,6054,6061,6113,6153,6225,6344,6428,6548,6639,6728,6842,6999,7102,7192,7317,7517,7631,7761,7886,7974,8010,8106,8218,8364,8450,8468,8568,8718,8844,8973,9006,9044,9179,9266,9438,9642,9746,9879,10100,10264,10405,10589,10874,11109,11383,11690,12060,12505,12898,13364,13664,13922,14252,14635,15047,15386,15599,15833,16088,16301,16560,16846,17110,17427,17732,18086,18437,18649,18719,18741,18787,18791,18724,18681,18665,18779,18922,19030,19197,19426,19596,20001,20459,20784,21129,21394,21539,21681,21812,21945,22167,22364,22498,22672,22878
"276","268","          Less: Household insurance normal losses","DFIBRC0",120,126,130,135,140,144,148,153,158,163,168,174,181,187,191,196,199,205,211,219,226,234,241,248,255,263,267,274,281,290,298,308,315,322,331,339,350,360,369,380,388,400,414,428,448,464,479,495,508,523,538,550,564,577,588,596,605,612,618,625,634,654,685,720,752,784,815,853,897,937,980,1021,1065,1103,1143,1178,1204,1242,1277,1317,1345,1379,1414,1466,1533,1595,1657,1710,1768,1822,1881,1923,1956,2002,2043,2095,2163,2226,2283,2343,2388,2448,2507,2579,2623,2710,2768,2881,3009,3092,3157,3192,3190,3191,3177,3150,3155,3163,3154,3146,3089,3084,3139,3227,3394,3468,3545,3602,3586,3649,3729,3823,4006,4143,4255,4370,4467,4564,4645,4757,4780,4867,4964,5039,5172,5244,5324,5360,5303,5339,5410,5505,5668,5786,5788,5744,5700,5691,5674,5705,5812,5898,5975,6054,6181,6291,6388,6449,6521,6637,6869,7177,7507,7889,8219,8471,8681,8827,8927,9054,9198,9366,9501,9571,9678,9864,10103,10454,10870,11158,11327,11330,11232,11136,10989,10792,10618,10577,10651,10826,11123,11359,11557,11649,11633,11654,11722,11763,11872,12043,12225,12512,12826,13035,13183,13263,13294,13381,13468,13533,13611,13700
"277","269","        Net health insurance (112)","DHINRC0",1561,1621,1688,1748,1769,1764,1757,1764,1819,1912,2014,2107,2154,2156,2141,2121,2117,2144,2185,2236,2295,2346,2397,2451,2520,2591,2653,2718,2807,2886,2933,2960,2900,2864,2923,3071,3398,3723,3995,4170,4068,4116,4127,4110,4165,4319,4517,4724,4734,5030,5339,5621,5959,5951,6804,6578,6599,6837,6771,6571,6664,6753,6904,7319,7152,7304,7168,7603,7520,7157,8374,9219,8959,10211,11510,11506,12052,12833,13244,13293,13629,13492,12187,12880,13123,13425,13631,14103,14503,14948,15849,16745,17854,18742,19407,19449,20151,20819,21900,23215,24742,26091,27211,27904,28580,28926,28418,27537,26948,26104,25104,24359,22397,22990,23871,25027,26464,28125,29932,31808,33643,35575,37569,39517,41420,42970,44260,45098,44643,44815,45272,46016,47842,49252,50735,52375,54080,55656,56793,57668,58809,58973,59395,59911,60962,61461,62272,63418,64802,66036,67509,69322,70909,72709,74494,76051,78542,80145,81504,82841,83317,84685,86550,88380,91183,93176,95555,97596,98762,100563,101910,103130,103589,104898,107337,110289,113804,116556,118196,118055,116098,115091,115920,119075,123899,128370,131603,133578,132735,131160,129879,128810,129565,130861,131970,132646,131706,129426,126264,122172,118336,117013,118695,123516,130283,135401,138439,139257,143203,147274,148718,147450,142788,138677,136651,136616,139824,143687,147011,149761,152363,155201
