"","Table 2#4#5U# Personal Consumption Expenditures by Type of Produ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206"
"74","66","        Corrective eyeglasses and contact lenses","DEYERC0",451,488,485,490,473,479,465,478,463,467,491,517,546,570,604,647,616,639,641,629,685,687,702,679,713,729,730,845,858,843,841,815,811,792,755,751,829,898,910,959,993,1005,1037,1067,1089,1103,1223,1246,1154,1147,1204,1231,1328,1368,1347,1349,1427,1461,1516,1598,1606,1650,1627,1648,1785,1800,1858,1910,1896,2001,2035,2023,2210,2138,2078,2124,2051,2269,2470,2580,2502,2614,2593,2679,2596,2743,2879,3001,3134,2996,2957,2981,3070,3109,3317,3424,3531,3497,3953,3998,4097,4426,4427,4935,4954,5199,5366,5496,5708,5949,6249,6590,6972,7148,7173,7236,8091,8403,8969,9415,8965,9451,9748,10161,11535,11319,11473,11613,11454,11119,10970,10930,11272,11504,11940,12100,12277,12085,12302,12731,13130,13446,13663,13826,13925,13978,14055,14306,14683,15423,15869,16378,16746,16878,17566,17791,17781,18232,18589,18868,18465,18358,18935,19797,20239,20471,19375,19552,19235,18471,18284,19221,19092,20240,20831,20886,20193,20555,20851,20882,20932,21004,20994,21281,21330,21913,22273,22597,23269,22915,22272,22402,23343,24003,25228,24750,24301,24442,24147,23781,23769,23160,23908
"75","67","      Educational books (96)","DEBKRC0",269,274,273,285,285,294,286,288,297,305,312,310,311,320,330,339,344,352,356,375,389,412,432,396,401,410,413,444,471,464,469,459,466,467,464,476,498,511,499,528,555,580,597,599,699,680,739,833,728,779,806,692,742,762,718,750,729,740,792,850,839,845,836,786,906,949,952,954,936,982,973,937,890,967,1179,1363,1296,1330,1352,1407,1444,1545,1566,1630,1665,1689,1746,1883,1855,1932,2029,2128,2089,2179,2223,2209,2334,2406,2631,2662,2770,2937,2938,3007,3119,3113,3271,3438,3389,3491,3770,3937,4204,4238,4221,4322,4564,4658,4605,4752,4746,4936,4926,5085,5197,5304,5331,5359,5386,5365,5458,5407,5444,5555,5779,5784,5939,6012,6057,6208,6263,6404,6616,6651,6766,6727,6936,6781,6820,7029,6972,7207,7297,7216,7288,7537,7619,7719,7920,8160,8452,8588,8384,8830,8808,9357,9078,8929,9037,9075,9306,9501,9780,9662,9635,9730,9789,10190,10552,10059,10508,10366,10369,10226,10308,10127,10239,10267,10373,10486,9950,10079,10053,10170,10687,10783,10527,10378,10323,9996,10122,10124,10227
"76","68","      Luggage and similar personal items (part of 119)","DLUGRC0",1126,1143,1139,1148,1150,1187,1156,1163,1189,1199,1243,1265,1260,1273,1281,1285,1285,1317,1374,1353,1421,1454,1477,1510,1558,1570,1604,1686,1770,1794,1825,1836,1850,1888,1929,1951,1996,2162,2239,2283,2405,2435,2415,2463,2515,2597,2650,2703,2801,2898,3001,3094,3108,3211,3284,3387,3565,3621,3654,3695,3836,3993,4066,4022,4208,4362,4541,4643,4832,4951,5081,5180,5304,5343,5423,5686,5563,5690,5753,5823,5667,5632,5563,5509,5237,5176,5112,5189,5088,4931,4953,4689,4641,4605,4692,4736,5057,5323,5487,5717,5791,6015,6043,6203,6244,6387,6589,6683,6920,7114,7294,7487,7787,8057,8257,8348,8413,8525,8719,9028,9228,9482,9874,10107,9754,9637,9654,9745,9923,10007,9908,9970,10386,10275,10779,10835,11011,10956,10767,10805,10622,10748,10958,11389,11129,10776,10871,10810,10847,11136,11148,11085,11078,10985,11024,11249,11778,12324,11888,10997,12515,12773,13073,14119,14527,14538,14531,14663,14644,13806,13514,13530,14286,14256,14274,14309,14250,14632,15153,15558,15560,15412,15255,15380,16034,16382,16408,16747,17488,17471,17532,18170,18582,18573,18732,19021,19030,19329,19086,18381,18263,19059,19299
"77","69","      Telephone and facsimile equipment (67)","DTCERC0",9,9,9,9,9,10,10,10,10,10,10,11,11,11,11,11,12,12,12,12,13,13,14,14,14,14,15,15,16,16,17,17,17,17,18,18,19,19,20,20,20,20,20,20,21,21,21,21,22,22,23,23,23,24,25,26,27,28,28,29,30,31,32,32,32,34,35,36,37,38,39,40,39,43,45,47,73,125,175,234,285,342,406,478,540,607,682,782,870,942,1030,1076,1154,1167,1218,1257,1212,1192,1233,1262,1230,1273,1231,1241,1217,1227,1219,1216,1233,1233,1265,1294,1294,1301,1307,1322,1368,1419,1461,1498,1545,1605,1663,1686,1786,1766,1782,1796,1859,1866,1871,1900,1987,2009,2071,2128,2204,2261,2335,2407,2510,2624,2747,2821,2849,2968,3070,3157,3180,3368,3438,3568,3645,3683,3790,3828,3979,4123,4302,4307,4484,4707,4942,5091,5391,5480,5577,5611,5640,5678,5864,6174,6215,6257,6176,6325,6132,6317,6600,6812,6846,7080,7172,7229,7431,7445,7589,7706,8096,8089,8202,8461,8568,8499,8695,9089,9027,9262,9158,8690,8900,8153,8184
"78","70","  Nondurable goods","DNDGRC0",126074,127154,128190,129461,129603,131964,131579,132414,133402,134245,134597,136165,137833,138746,139961,141477,142457,142805,145168,145278,148653,151455,154877,155799,157760,160767,164068,170544,174094,177236,179771,180396,182376,184022,185777,187864,193534,197770,202842,205008,208835,212216,215988,219744,224482,226549,229714,234476,235828,238833,240423,243595,247038,254304,260085,268056,275454,281386,289917,297675,308853,318016,327667,330908,336206,344849,355964,359659,367436,373071,380606,389606,396466,403704,409908,423603,431075,444813,455622,469365,484591,500066,522348,539388,559946,565913,576500,591251,614045,622849,629126,635700,639853,638722,649719,656739,657003,673049,688436,696521,706457,722372,724568,732782,742385,752760,760484,773346,779252,767454,771041,779007,797383,812282,820657,826781,838387,853540,870778,886322,902528,927748,936289,951340,974170,980853,1003107,1018756,1014148,1021765,1024393,1020699,1037668,1047218,1061050,1074810,1079129,1086326,1092527,1105274,1116846,1128096,1149579,1163012,1166853,1176984,1183689,1191651,1211172,1239542,1246504,1268285,1281105,1277940,1297690,1308208,1307297,1320778,1335831,1356155,1385782,1419191,1441327,1484247,1494330,1537730,1560491,1580866,1575857,1594474,1595143,1585167,1588258,1612801,1621593,1648766,1695660,1674849,1732346,1747565,1789159,1810483,1834356,1888661,1908117,1929351,2001982,2034242,2048327,2081420,2118143,2106902,2153315,2183285,2205174,2276194,2301440,2348368,2374535,2207641,2172415,2182228,2241024
"79","71","    Food and beverages purchased for off-premises consumption","DFXARC0",61240,61261,61769,62119,61765,62939,62513,63009,63704,63934,63601,63749,64301,64367,64997,64962,65243,65346,66350,66542,67648,68892,70398,71023,71659,73218,74788,78106,79541,80589,81217,81092,81869,81971,82498,83900,85710,87920,90158,91538,93066,94114,95928,98376,101637,102599,104057,105730,105682,107247,107132,108438,109715,113835,115772,118566,121140,124031,129669,132017,137625,139639,145762,149127,151462,154809,159768,160228,163337,165833,168542,171476,175037,178888,180281,184875,188634,193791,198479,203545,210921,215700,220077,226781,232794,235963,241285,246626,250608,253984,256698,260062,262258,265873,268587,271846,270915,275722,279786,281721,285441,290612,293517,294838,297823,300540,303773,309677,314516,314120,316276,320746,321893,323996,325238,326124,332985,339885,347087,351271,357772,361995,367828,373958,382993,390002,395755,395953,400563,406296,405069,399885,402724,402249,404850,408032,408289,411418,414433,419748,423942,430151,435240,439104,440815,442461,443819,447897,453374,460108,464283,469750,473505,471791,476392,477422,478576,483651,488782,495018,502918,509294,515596,526466,524140,535554,541342,548789,552018,559304,562044,565461,566233,567505,569226,575465,586419,584960,598588,602541,616054,623685,629898,642967,650093,658952,671005,680006,684932,692348,699800,714811,727114,732062,742674,758449,770055,786264,793430,787453,786539,786273,789428
"80","72","      Food and nonalcoholic beverages purchased for off-premises consumption (4)","DTFDRC0",53640,53663,54061,54443,54178,55296,54878,55365,56026,56242,55990,56017,56334,56440,56965,56906,57165,57184,58084,58222,59328,60455,61896,62455,63115,64535,66008,69081,70342,71282,71887,71691,72290,72446,72976,74167,75592,77516,79402,80478,81601,82495,84065,86343,89050,89569,90691,92302,91651,92871,92521,93340,94276,98151,99926,102376,104552,107105,112349,114357,119458,121151,126548,129574,131674,134582,139131,139427,142355,144322,146639,149254,152265,155748,157101,161063,164657,169182,173061,177581,184149,188211,191273,197368,202092,205081,210131,214623,217885,220760,222762,225323,226995,230069,232731,235585,234027,238094,241521,243085,247619,252477,254864,255972,258256,260526,262592,267951,271890,271510,273662,278333,279560,281675,282812,283182,289913,295976,303142,306961,312756,316240,321581,327264,334973,340676,344947,344358,348167,354384,353359,350041,353112,352552,354976,357741,357554,360724,363317,367974,371356,376615,380822,384348,386151,387317,388103,391504,395340,401066,404677,409942,412254,410310,413967,414527,415261,419849,424105,429134,436348,441332,446664,455438,452113,461941,466159,472286,475176,481480,484424,487832,487903,488203,489931,495550,505028,504078,515349,518204,529582,535336,540791,551488,557842,565320,574121,580858,583546,589523,595703,608465,618509,622073,631904,646942,656740,671416,677313,672296,671317,671451,674135
"81","73","        Food purchased for off-premises consumption","DFOFRC0",48997,49020,49360,49670,49407,50392,49939,50294,50788,50894,50636,50692,51070,51256,51801,51783,52030,52052,52838,52905,53852,54801,56052,56535,57148,58462,59786,62529,63652,64461,64911,64616,65025,65041,65459,66545,67904,69733,71497,72487,73393,74118,75589,77804,80501,81232,82439,83978,83405,84488,84014,84530,85053,88235,89754,92109,94407,97119,102169,104100,108746,110189,114834,117234,118864,121170,124898,124843,127355,128986,130708,132577,134797,137402,138189,141418,144802,148933,152445,156446,162230,165782,168325,173468,177455,179840,184051,187845,190781,193402,194895,196641,197686,199787,201481,203444,201722,204969,207716,208955,212942,217164,219150,219948,221810,223648,225056,229153,231932,230982,232638,236861,238419,241029,242564,243103,248433,253657,259828,263144,268231,271290,275944,280894,287585,292559,296304,295874,299186,304625,303858,301123,304003,303536,305525,307687,308121,311006,313399,317579,320666,325379,329190,332417,334155,335346,336208,339339,342852,348008,351336,356105,358302,356836,360252,360976,361692,365707,369483,373985,380438,384947,389752,397551,394779,403492,407308,412796,415458,421120,423862,427026,427276,427676,429267,434204,442486,441714,451767,454562,464919,470231,475120,484445,489805,496126,503611,509290,511459,516559,521874,532994,541796,545089,554067,567823,577145,590641,596230,592012,591179,591298,593661
"82","74","          Cereals and bakery products","DCBPRC0",7622,7621,7689,7767,7769,7964,7917,7978,8054,8059,7980,7939,7945,7922,7965,7940,7979,7987,8111,8123,8287,8442,8604,8622,8652,8780,8913,9270,9427,9537,9571,9485,9509,9471,9482,9594,9770,10009,10222,10319,10448,10530,10651,10837,10967,10879,11070,11496,11766,12289,12531,12805,12969,13485,13673,13930,14002,14197,15004,15596,16749,17478,18702,19443,19865,20354,21058,21086,21519,21784,22024,22268,22564,22918,22981,23476,23323,23586,23986,24716,25878,26791,27648,28928,29898,30598,31620,32507,33055,33583,34023,34553,35148,35750,35964,35934,34805,34655,34740,34890,35708,36635,37288,37700,38196,38624,38853,39379,39402,38796,38858,39531,39740,40317,40838,41229,42012,43034,44224,44928,45909,46567,47502,48494,49791,50798,51597,51670,52404,53507,53520,53183,53818,53897,54434,55024,55090,55719,56261,57127,57798,58767,59576,60283,60723,61063,61345,62042,62753,63853,64647,65720,66562,66303,66758,66525,67324,69188,70704,72047,73502,74617,75889,77853,77827,80051,81276,82801,83739,85351,86461,87746,88468,88990,89473,90361,91677,91033,92568,92560,94065,94670,95356,97106,98217,99562,101157,102406,102944,103961,104887,106836,108208,108563,110182,112886,114827,117599,118770,117959,117798,117821,118292
"83","75","            Cereals","DGRARC0",1540,1533,1567,1620,1663,1751,1784,1829,1867,1880,1861,1840,1819,1791,1785,1773,1782,1788,1828,1847,1906,1961,2005,2004,1989,1996,2016,2100,2154,2198,2216,2195,2186,2164,2160,2189,2239,2306,2367,2400,2416,2432,2487,2581,2665,2703,2819,2986,3096,3265,3345,3419,3418,3523,3598,3737,3840,3995,4339,4611,5023,5296,5702,5935,6049,6175,6361,6346,6447,6506,6583,6683,6815,6969,7030,7207,7151,7225,7350,7582,7919,8199,8520,9014,9402,9725,10197,10632,10973,11279,11464,11589,11660,11722,11675,11595,11232,11188,11218,11272,11568,11892,12081,12161,12151,12173,12329,12735,13067,13210,13548,14008,14178,14450,14693,14871,15303,15751,16265,16607,17073,17409,17852,18319,18904,19385,19790,19917,20276,20815,20941,20930,21372,21465,21676,21844,21839,22061,22248,22563,22801,23154,23445,23694,23838,23943,24024,24268,24500,24908,25201,25606,26016,25837,25870,25578,25448,25721,25906,26068,26300,26398,26530,26879,26529,26948,27029,27213,27205,27385,27369,27375,27192,27033,26966,27125,27501,27295,27728,27685,28082,28213,28373,28856,29153,29513,29938,30251,30320,30529,30726,31240,31594,31624,31987,32626,33016,33673,33914,33636,33584,33590,33725
"84","76","            Bakery products","DBAKRC0",6082,6088,6123,6148,6106,6213,6133,6148,6188,6178,6119,6099,6126,6131,6180,6167,6197,6200,6283,6276,6382,6481,6598,6618,6664,6785,6897,7171,7273,7339,7355,7289,7322,7307,7322,7405,7531,7703,7855,7919,8031,8099,8164,8256,8302,8176,8252,8510,8670,9024,9186,9386,9551,9962,10075,10193,10162,10202,10665,10985,11726,12182,13000,13508,13816,14179,14697,14740,15072,15278,15442,15585,15749,15948,15951,16269,16172,16361,16637,17135,17959,18592,19127,19914,20497,20873,21423,21876,22082,22304,22559,22964,23488,24028,24289,24339,23573,23468,23522,23618,24140,24743,25207,25539,26045,26451,26524,26644,26336,25586,25310,25523,25563,25867,26145,26358,26710,27283,27958,28321,28836,29158,29651,30175,30886,31413,31807,31754,32129,32692,32580,32253,32446,32433,32757,33180,33251,33658,34012,34563,34998,35612,36131,36589,36885,37121,37321,37774,38253,38946,39445,40114,40546,40466,40888,40947,41876,43467,44799,45980,47202,48219,49359,50974,51298,53103,54247,55587,56535,57965,59091,60371,61276,61957,62507,63236,64175,63738,64840,64875,65982,66457,66983,68250,69064,70049,71219,72155,72624,73432,74161,75596,76614,76939,78195,80260,81811,83926,84856,84322,84214,84231,84568
"85","77","          Meats and poultry","DMAPRC0",13763,13773,13863,13944,13854,14116,13998,14122,14274,14330,14319,14413,14587,14712,14951,15023,15124,15167,15469,15579,15947,16315,16761,16949,17072,17433,17920,18928,19572,20095,20353,20210,20115,19884,19857,20144,20512,21110,21884,22544,23214,23838,24651,25581,26680,27002,27152,27187,26309,25993,25492,25638,26096,27459,28283,29272,30340,31380,32702,32656,33045,32469,33258,33920,34999,36345,37860,37879,38666,38934,38656,38100,37561,37065,36247,36452,39784,42423,44572,46297,48006,48832,49141,50110,50817,51022,51682,52301,52805,53262,53547,54051,54586,55459,55977,56372,55905,56587,56755,56359,56818,57305,57134,56796,56988,57243,57495,58586,59757,59856,60191,60861,60799,61027,60685,60108,62446,63847,65490,66397,67640,68445,69654,70938,72663,73958,74943,74874,75701,77141,77028,76420,77394,77231,77556,77781,77606,78084,78430,79215,79718,80617,81285,81801,81947,81955,81881,82357,82926,83871,84362,85189,85328,84697,85265,85225,85108,85676,86221,86969,88194,88955,89764,91240,90276,91944,92501,93445,93751,94691,94920,95187,94787,94567,94793,95944,98014,98194,100887,102075,105042,106785,108297,110681,112004,113348,114740,115493,115245,115788,116594,118917,120923,121742,123840,127016,129206,132311,133619,132702,132519,132546,133075
"86","78","            Beef and veal","DBEERC0",7388,7401,7429,7436,7339,7427,7331,7380,7464,7502,7511,7579,7699,7786,7905,7915,7912,7883,8022,8098,8327,8568,8861,9016,9130,9363,9646,10187,10526,10787,10877,10740,10561,10347,10371,10668,11087,11649,12268,12743,13167,13518,13895,14285,14680,14667,14690,14785,14529,14581,14431,14540,14781,15469,15749,16071,16373,16680,17260,17274,17727,17665,18209,18539,18964,19492,20110,19976,20500,20671,20232,19431,18529,17602,16620,16336,18693,20443,21842,22838,23653,23959,23937,24207,24426,24369,24436,24460,24519,24531,24403,24383,24479,24737,24770,24741,24407,24554,24470,24191,24412,24631,24465,24177,24068,23995,24013,24501,25143,25377,25655,26009,26080,26082,25764,25301,25876,26108,26421,26438,26657,26642,26774,26923,27227,27352,27352,26968,26915,27046,26615,26014,25921,25515,25314,25122,24993,24955,24864,24900,24836,24889,24864,24787,24596,24359,24096,23989,23949,23943,23784,23706,23247,22891,22996,23074,23142,23297,23457,23686,24056,24300,24556,24993,24759,25244,25422,25705,25811,26105,26220,26362,26324,26287,26312,26529,26950,26878,27539,27836,28667,29217,29758,30598,31186,31723,32193,32397,32226,32288,32468,33116,33704,33889,34333,34970,35254,35835,36011,35676,35614,35621,35764
"87","79","            Pork","DPORRC0",2573,2577,2587,2588,2552,2583,2545,2559,2583,2593,2595,2618,2655,2685,2737,2759,2792,2808,2859,2861,2910,2952,2999,2999,2985,3020,3092,3275,3400,3514,3601,3624,3697,3720,3691,3648,3537,3468,3508,3619,3819,4032,4264,4481,4701,4765,4765,4721,4490,4362,4247,4281,4400,4687,4886,5103,5335,5548,5767,5707,5675,5479,5565,5685,5942,6253,6560,6569,6584,6547,6576,6682,6871,7096,7213,7429,7986,8434,8822,9170,9553,9774,9896,10140,10246,10282,10523,10832,11086,11372,11711,12115,12426,12836,13231,13596,13791,14209,14317,14103,13875,13661,13470,13441,13784,14153,14374,14640,14761,14602,14528,14599,14639,14665,14502,14245,14780,15045,15363,15505,15725,15840,16048,16270,16591,16809,16952,16855,16973,17209,17097,16880,16969,16873,16904,16933,16863,16917,16948,17080,17155,17314,17421,17493,17485,17450,17398,17465,17540,17708,17782,17923,17992,17790,17806,17668,17587,17711,17800,17898,18065,18136,18223,18451,18192,18465,18514,18642,18641,18751,18702,18643,18447,18340,18385,18678,19202,19319,19873,20071,20563,20797,20977,21312,21436,21585,21771,21865,21776,21833,21942,22338,22672,22767,23080,23570,23861,24340,24518,24319,24281,24286,24383
"88","80","            Other meats","DMEARC0",2128,2126,2150,2181,2186,2251,2255,2295,2342,2366,2358,2350,2333,2312,2335,2356,2415,2463,2527,2531,2550,2565,2604,2620,2653,2723,2797,2939,2998,3043,3081,3087,3137,3161,3183,3216,3237,3280,3342,3393,3474,3545,3627,3718,3831,3834,3826,3820,3713,3685,3619,3633,3674,3845,3959,4110,4269,4437,4672,4726,4826,4797,4995,5177,5384,5641,5958,6053,6233,6346,6418,6460,6493,6537,6505,6613,6711,6869,6964,7067,7269,7358,7383,7525,7689,7759,7817,7807,7737,7658,7576,7573,7646,7759,7815,7844,7738,7799,7778,7673,7640,7629,7620,7655,7861,8051,8108,8151,8036,7790,7706,7798,7928,8098,8158,8118,8559,8862,9205,9447,9726,9955,10245,10551,10926,11243,11517,11630,11875,12231,12347,12382,12694,12782,12932,13049,12983,13103,13202,13376,13504,13701,13860,13995,14066,14115,14150,14281,14425,14642,14783,14985,15088,15021,15152,15162,15160,15298,15428,15591,15837,16000,16173,16468,16324,16658,16792,16999,17090,17293,17361,17431,17377,17374,17473,17763,18240,18342,18881,19105,19631,19910,20133,20504,20672,20889,21172,21399,21491,21696,21893,22316,22627,22704,23016,23523,23847,24355,24553,24362,24325,24330,24427
"89","81","            Poultry","DPOURC0",1674,1669,1697,1740,1776,1855,1866,1887,1885,1869,1855,1867,1900,1929,1974,1993,2005,2012,2061,2090,2161,2230,2296,2314,2304,2328,2385,2528,2648,2750,2794,2760,2721,2656,2612,2612,2652,2713,2766,2789,2754,2743,2866,3098,3468,3736,3872,3860,3577,3365,3195,3183,3241,3458,3689,3988,4362,4715,5003,4949,4818,4527,4489,4520,4709,4960,5232,5281,5349,5371,5431,5528,5668,5830,5909,6074,6393,6677,6944,7222,7531,7741,7925,8237,8455,8612,8905,9202,9462,9702,9857,9979,10035,10127,10161,10191,9969,10025,10190,10392,10891,11384,11578,11522,11275,11044,11000,11294,11816,12087,12301,12456,12153,12182,12261,12444,13231,13832,14500,15007,15532,16008,16587,17194,17919,18554,19122,19422,19938,20655,20969,21144,21810,22061,22406,22678,22768,23109,23416,23859,24223,24714,25140,25526,25799,26031,26238,26623,27012,27577,28014,28575,29001,28996,29311,29321,29219,29370,29536,29794,30237,30519,30811,31328,31001,31577,31772,32100,32210,32543,32638,32752,32638,32567,32624,32973,33622,33655,34594,35063,36181,36860,37429,38267,38710,39151,39604,39832,39752,39971,40291,41147,41919,42382,43412,44953,46244,47780,48538,48345,48299,48309,48502
"90","82","          Fish and seafood","DFISRC0",998,996,1011,1034,1052,1096,1100,1112,1110,1100,1096,1110,1141,1167,1195,1201,1198,1190,1208,1216,1246,1279,1323,1349,1373,1414,1457,1532,1572,1600,1605,1582,1553,1522,1537,1596,1672,1772,1887,1981,2055,2122,2207,2300,2417,2457,2463,2443,2340,2280,2196,2169,2191,2284,2316,2353,2420,2471,2513,2433,2416,2308,2256,2189,2137,2119,2176,2212,2319,2426,2546,2661,2758,2859,2915,3008,3058,3131,3202,3293,3440,3538,3595,3688,3741,3756,3816,3879,3975,4040,4027,3981,3817,3756,3826,4032,4318,4708,5077,5348,5602,5857,5990,6042,6072,6101,6175,6398,6670,6864,7097,7363,7562,7691,7720,7677,7698,7740,7805,7789,7873,7861,7893,7930,8012,8041,8032,7909,7896,7920,7778,7586,7508,7398,7373,7377,7367,7389,7398,7448,7471,7531,7569,7591,7580,7555,7524,7542,7603,7648,7638,7652,7476,7460,7656,7904,7875,7765,7736,7811,8004,8150,8279,8447,8369,8536,8605,8717,8774,8895,8953,9018,9020,9024,9053,9151,9319,9299,9510,9572,9799,9929,10059,10293,10454,10635,10840,11005,11088,11219,11338,11565,11724,11745,11868,12071,12164,12362,12421,12305,12284,12286,12335
"91","83","          Milk, dairy products, and eggs","DMDERC0",10352,10375,10391,10350,10162,10227,10018,10017,10133,10166,10066,9988,9946,9867,9884,9840,9943,9988,10092,9989,9982,9978,10105,10182,10411,10769,11044,11495,11581,11590,11532,11376,11422,11395,11401,11506,11704,11968,12168,12217,12271,12292,12442,12750,13218,13357,13513,13682,13508,13591,13416,13428,13467,13923,14146,14530,14964,15465,16291,16567,17233,17382,18069,18456,18668,19053,19862,20202,20947,21604,22356,23106,23795,24528,24902,25634,24620,24345,24182,24468,25538,26323,26796,27525,28030,28195,28488,28660,28886,28988,28681,28327,27920,27688,27482,27492,27306,27793,28055,28006,28246,28511,28583,28630,29025,29405,29539,29864,29815,29300,29366,29992,30539,31279,31674,31721,32042,32482,33073,33347,33929,34214,34683,35170,35855,36323,36639,36444,36714,37222,36949,36419,36535,36295,36421,36643,36397,36612,36750,37077,37258,37625,37887,38083,38110,38073,37998,38176,38416,38802,38970,39290,39255,38956,39257,39332,39422,39848,40243,40712,41389,41856,42354,43178,42854,43778,44169,44742,45009,45597,45866,46178,46171,46192,46354,46890,47818,47876,49237,49945,51569,52441,52999,53769,53859,54084,54526,54871,54930,55488,56288,57947,59548,60465,61869,63663,64825,66413,67091,66641,66550,66563,66829
