"","Table 2#4#5U# Personal Consumption Expenditures by Type of Produ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216"
"183","175","          Other professional medical services","DOMDRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23451,23338,23996,24817,26567,27926,29398,30959,31502,32138,32771,34156,36173,38867,41783,43676,43576,44519,45990,47364,49244,50459,51626,52905,53942,54793,56071,56801,57419,57915,58270,59554,60949,62016,62665,63564,63956,64817,65841,67505,68564,69620,70744,71997,73469,74999,75857,76603,77303,78196,79256,80540,81708,83092,84836,86752,88636,90705,93153,95524,98233,100905,102887,105143,106188,107018,108557,110267,112022,114037,115765,116158,119356,120889,121760,123221,123499,124644,126417,128111,130220,133059,135133,137285,140028,142469,144112,144657,145900,147639,147795,148413,149657,151918,153466,155569,157955,160656,162106,164139,163535
"184","176","            Specialty outpatient care facilities and health and allied services","DOMSRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19244,19153,19689,20355,21714,22710,23788,24926,25238,25620,25994,26954,28401,30359,32470,33766,33515,34060,34998,35849,37136,38034,38892,39827,40576,41185,42105,42592,42994,43300,43514,44420,45404,46155,46629,47330,47662,48284,48275,47293,47148,47622,48148,48816,49605,50439,50793,50902,51018,51435,51863,52426,52915,53513,54419,55827,57038,58286,59655,60861,62117,63361,64356,65345,66334,67174,68405,69654,71033,72237,73307,72999,75244,76283,77116,78742,79648,81334,83019,84375,85825,87849,89080,90028,91786,93572,94792,95604,96931,98703,98773,99002,100068,101740,103097,104878,106824,108867,110027,111233,110144
"185","177","            All other professional medical services","DOMORC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4207,4186,4307,4462,4854,5216,5610,6032,6263,6518,6777,7201,7772,8507,9313,9910,10061,10459,10992,11515,12108,12425,12735,13078,13367,13608,13966,14209,14424,14614,14756,15134,15546,15861,16036,16234,16294,16533,17566,20212,21416,21999,22595,23181,23864,24559,25065,25701,26285,26761,27393,28114,28793,29579,30417,30925,31597,32419,33498,34663,36117,37543,38530,39798,39854,39845,40152,40613,40989,41799,42458,43159,44112,44606,44644,44479,43851,43310,43398,43736,44394,45210,46053,47256,48242,48897,49320,49053,48968,48935,49023,49410,49589,50179,50369,50691,51131,51789,52079,52906,53391
"186","178","      Hospital and nursing home services","DHPNRC0",6015,6137,6216,6347,6572,6883,6882,7164,7323,7414,7558,7716,7985,8284,8569,8854,9079,9330,9593,9882,10372,10597,10744,10773,11212,11472,11688,11982,12423,13082,13531,14097,14522,15264,16032,16781,17366,18489,19119,20077,20929,21864,22404,23253,24257,24662,25578,26937,27725,29094,30397,31313,32123,33112,34250,34664,35906,36975,37510,38888,39865,42212,43943,45682,47880,49713,50653,53777,55841,57241,59630,61273,63357,66199,66972,68248,71856,75392,77988,80647,83025,85899,88265,92035,95867,97640,102967,107628,112481,116610,120328,123897,127899,131982,136522,141552,145542,148651,150985,154110,157448,159655,161659,164067,167173,170241,174691,178898,182910,184994,187528,191784,193568,199242,204563,208945,214660,220940,227649,232207,238518,243053,248449,256253,263773,270975,278112,283440,289861,297845,305151,315107,320287,327271,334183,338847,345781,349320,353792,356542,359340,363172,368442,372639,376896,380538,384860,390859,391107,398811,401616,411484,415201,419380,424688,427937,436072,440291,444163,445938,449889,452871,458272,464782,469257,477580,486364,493995,505001,514421,525937,537712,552807,564730,574275,580790,589169,594750,601198,608947,619166,632262,645942,656357,673427,678305,686629,693450,710203,717916,720053,734812,756366,763273,767848,781972,797517,801396,804985,812500,829990,849158,862799,874158,873231,894048,908205,926142,929498,943326,944998,957290,961467
"187","179","        Hospitals (51)","DHSPRC0",5718,5838,5898,5999,6113,6332,6277,6490,6617,6693,6818,6953,7185,7439,7671,7885,8071,8264,8428,8600,8933,9046,9144,9196,9607,9914,10123,10341,10677,11206,11486,11950,12284,12928,13572,14152,14669,15613,15990,16671,17307,18047,18559,19297,20031,20397,21069,22109,22869,24008,24913,25467,26844,27313,28052,28112,29358,30405,30782,31968,32799,34689,36030,37522,39343,41003,41785,44609,46352,47567,49644,50937,52788,55344,55775,56656,59622,62746,64928,67193,69277,71796,73691,77027,80301,81403,86398,90544,94600,98403,101816,105321,109315,113054,117015,121320,124535,126741,128049,130250,133080,134865,136689,138577,141401,143583,147299,150826,153955,155790,158057,161851,164791,169192,173151,176553,181300,186360,192035,195444,201172,205010,209330,215285,221175,226237,231900,235822,242049,249631,256189,265302,268820,275055,281382,285219,291325,293808,297406,299351,302061,305218,309287,312418,314421,316528,319342,323483,322278,328569,330223,339221,341319,343847,347559,349251,356379,358869,361965,363107,367464,370303,374845,380332,383323,390390,397889,403964,413463,421353,431596,442015,455586,466848,475242,480467,486796,490614,496165,502982,512158,523647,535463,545759,560263,563978,571112,576345,592095,599197,601153,615321,632930,637412,639393,651191,664608,667399,671068,677758,693795,710199,721956,732535,731357,750972,764690,778544,782570,794934,795182,809060,813638
"188","180","          Nonprofit hospitals' services to households","DNPHRC0",4292,4388,4433,4504,4623,4792,4730,4903,5027,5098,5187,5265,5416,5586,5747,5907,6078,6256,6378,6503,6764,6829,6860,6842,7166,7393,7507,7631,7886,8301,8463,8769,9002,9496,9945,10321,10636,11337,11551,12063,12589,13203,13601,14177,14780,15032,15500,16250,16777,17614,18193,18469,19534,19802,20245,20124,21097,21842,22021,22925,23515,25070,26063,27144,28612,29923,30302,32479,33752,34536,36107,37057,38570,40703,40899,41411,43690,46118,47523,48946,50201,51996,53212,55646,58126,58828,62698,65614,68424,71233,73343,75428,78187,80981,83658,86718,88773,90152,90620,92042,94236,95488,96593,97558,99438,100434,103055,105510,107467,108389,109717,112364,114511,117787,120670,123087,126443,129998,134032,136506,140316,142907,145801,149833,154098,157806,161868,164631,168448,173504,177762,183790,186172,190494,194719,197094,200888,202310,204251,204851,205692,207047,209096,210579,210028,210808,212273,214673,213651,217554,218641,225026,226873,229554,232945,234088,239280,240404,242777,243970,247669,250149,253675,257530,258722,263177,267133,270152,275398,279353,286149,293539,303352,311620,316885,319853,324355,326817,330951,336036,343379,352761,362693,371446,381865,383881,387995,389808,401212,407344,407896,416703,431571,436654,432949,438465,446923,448420,450592,452864,463302,473487,479894,486476,483507,498421,510286,522297,521501,528409,525897,535641,538467
"189","181","          Proprietary hospitals","DFPHRC0",497,507,514,522,533,552,545,566,579,589,597,607,624,642,661,681,701,720,736,751,780,788,791,789,828,852,867,881,907,954,972,1007,1036,1094,1146,1188,1223,1303,1325,1385,1447,1518,1564,1631,1700,1731,1783,1870,1931,2027,2094,2124,2245,2274,2328,2317,2433,2522,2547,2654,2721,2901,3016,3142,3312,3460,3508,3760,3909,4001,4187,4299,4450,4679,4702,4777,5049,5353,5564,5786,5985,6254,6451,6790,7115,7224,7724,8113,8443,8796,9127,9502,9965,10445,10932,11450,11665,11957,12184,12550,13014,13398,13830,14238,14588,15048,15612,16236,16745,17088,17489,18054,18447,19001,19518,19974,20531,21152,21849,22280,23013,23473,23973,24645,25314,25844,26443,26859,27324,28137,28814,29768,29811,30294,30629,30646,30716,30779,31043,31224,31593,32050,32682,33315,34246,34850,35602,36638,37351,38626,39152,40235,40325,40531,40989,41218,42094,42367,42369,41836,41953,41799,41964,42434,42638,43444,44109,44625,46237,47535,48945,50466,53150,55286,57192,58869,60599,61610,62555,63283,63611,64382,65234,65780,68660,69291,70986,72496,75449,74687,74267,78175,79325,76954,80538,83363,87265,87521,87510,90027,92632,96087,98726,99484,99055,101743,102106,103310,106676,110260,111158,113740,114529
"190","182","          Government hospitals","DGVHRC0",929,943,951,973,957,988,1002,1021,1011,1006,1034,1081,1145,1211,1263,1297,1292,1288,1314,1346,1389,1429,1493,1565,1613,1669,1749,1829,1884,1951,2051,2174,2246,2338,2481,2643,2810,2973,3114,3223,3271,3326,3394,3489,3551,3634,3786,3989,4161,4367,4626,4874,5065,5237,5479,5671,5828,6041,6214,6389,6563,6718,6951,7236,7419,7620,7975,8370,8691,9030,9350,9581,9768,9962,10174,10468,10883,11275,11841,12461,13091,13546,14028,14591,15060,15351,15976,16817,17733,18374,19346,20391,21163,21628,22425,23152,24097,24632,25245,25658,25830,25979,26266,26781,27375,28101,28632,29080,29743,30313,30851,31433,31833,32404,32963,33492,34326,35210,36154,36658,37842,38630,39556,40808,41763,42588,43589,44333,46277,47990,49613,51744,52837,54267,56034,57479,59721,60719,62113,63276,64775,66121,67509,68523,70147,70869,71468,72172,71276,72389,72430,73960,74120,73762,73624,73946,75004,76098,76819,77301,77843,78355,79206,80367,81963,83770,86647,89188,91828,94465,96502,98010,99084,99942,101166,101744,101842,102187,102659,103663,105169,106503,107536,108533,109738,110806,112131,114041,115434,117166,118991,120443,122035,123804,125906,129363,130420,131457,132967,134867,137860,140625,143336,146575,148794,150807,152298,152938,154393,156266,158127,159679,160642
"191","183","        Nursing homes (52)","DNRSRC0",297,299,318,348,459,551,605,674,706,721,740,763,800,845,898,969,1008,1066,1165,1282,1439,1551,1600,1577,1605,1558,1565,1641,1746,1876,2045,2147,2238,2336,2460,2629,2697,2876,3129,3406,3622,3817,3845,3956,4226,4265,4509,4828,4856,5086,5484,5846,5279,5799,6198,6552,6548,6570,6728,6920,7066,7523,7913,8160,8537,8710,8868,9168,9489,9674,9986,10336,10569,10855,11197,11592,12234,12646,13060,13454,13748,14103,14574,15008,15566,16237,16569,17084,17881,18207,18512,18576,18584,18928,19507,20232,21007,21910,22936,23860,24368,24790,24970,25490,25772,26658,27392,28072,28955,29204,29471,29933,28777,30050,31412,32392,33360,34580,35614,36763,37346,38043,39119,40968,42598,44738,46212,47618,47812,48214,48962,49805,51467,52216,52801,53628,54456,55512,56386,57191,57279,57954,59155,60221,62475,64010,65518,67376,68829,70242,71393,72263,73882,75533,77129,78686,79693,81422,82198,82831,82425,82568,83427,84450,85934,87190,88475,90031,91538,93068,94341,95697,97221,97882,99033,100323,102373,104136,105033,105965,107008,108615,110479,110598,113164,114327,115517,117105,118108,118719,118900,119491,123436,125861,128455,130781,132909,133997,133917,134742,136195,138959,140843,141623,141874,143076,143515,147598,146928,148392,149816,148230,147829
"192","184","          Nonprofit nursing homes' services to households","DNPNRC0",88,88,94,103,136,163,179,199,208,213,219,225,236,250,265,286,298,315,344,379,425,458,473,466,474,460,462,485,516,554,604,634,661,690,727,777,797,850,924,1006,1070,1128,1136,1169,1248,1260,1332,1426,1434,1502,1620,1727,1560,1713,1831,1935,1934,1941,1988,2044,2087,2222,2338,2411,2522,2573,2620,2708,2803,2858,2950,3053,3122,3207,3308,3424,3614,3736,3858,3975,4061,4166,4305,4434,4598,4797,4895,5047,5282,5379,5469,5488,5490,5592,5763,5977,6206,6473,6776,7049,7199,7323,7377,7530,7614,7875,8092,8293,8554,8627,8706,8843,8740,9751,10644,11276,11792,12273,12588,12860,12848,12895,13091,13590,14279,14951,15368,15725,15424,15503,15814,16261,17244,17570,17768,18034,18433,18894,19228,19489,19612,19823,20190,20445,20997,21340,21731,22305,22702,23235,23678,23976,24861,25646,26342,26943,27259,28173,28563,28801,28950,29061,29452,29911,30269,30767,31278,31918,32684,33332,33870,34414,34919,35171,35590,36070,36778,37313,37491,37697,37851,38319,38903,39427,40094,40921,41581,41558,41718,41710,42018,42515,43338,44201,44302,45279,45227,45506,45239,45337,45804,47622,48184,48264,48389,48023,47935,49841,49964,50316,49508,49127,49042
"193","185","          Proprietary and government nursing homes","DFPNRC0",209,210,224,246,323,388,426,475,497,508,521,538,564,595,633,683,710,751,821,904,1014,1093,1128,1111,1131,1097,1103,1156,1230,1322,1441,1513,1577,1646,1733,1852,1900,2026,2205,2400,2552,2689,2709,2788,2978,3005,3177,3401,3421,3583,3864,4119,3720,4086,4367,4616,4614,4629,4741,4876,4978,5300,5576,5750,6015,6137,6249,6459,6686,6816,7036,7282,7447,7648,7889,8167,8620,8910,9201,9480,9686,9937,10268,10574,10967,11440,11674,12037,12598,12828,13043,13088,13094,13336,13744,14255,14801,15437,16160,16811,17170,17466,17593,17960,18159,18783,19300,19779,20401,20576,20765,21090,20037,20299,20768,21116,21567,22307,23026,23903,24498,25148,26028,27378,28319,29787,30844,31893,32388,32711,33148,33544,34223,34646,35033,35594,36023,36618,37158,37702,37667,38131,38964,39776,41479,42670,43787,45071,46127,47007,47715,48287,49021,49887,50787,51743,52434,53249,53635,54030,53475,53507,53975,54539,55665,56424,57198,58113,58854,59736,60471,61283,62301,62711,63443,64253,65595,66823,67542,68268,69157,70296,71576,71171,73069,73406,73936,75547,76390,77009,76882,76977,80098,81660,84153,85502,87681,88491,88678,89405,90391,91338,92659,93360,93485,95053,95580,97757,96964,98076,100308,99103,98787
"194","186","    Transportation services","DTRSRC0",8386,8585,8830,8983,9091,9127,9202,9297,9357,9501,9606,9785,9923,10129,10187,10295,10401,10526,10682,10872,11086,11248,11448,11617,11745,12007,12266,12515,12627,12945,13084,13612,13886,14072,14425,14721,15188,15628,16093,16580,17128,17726,18232,18823,19400,19706,20344,20725,21189,22047,22846,23356,23990,24286,24709,25192,25570,25918,26225,26598,27365,28079,28827,29615,30457,31418,32607,33695,34892,35730,36442,37557,39437,40832,42313,42998,43720,44991,45830,46257,48139,49916,51311,53454,54188,53833,56035,57412,59299,58834,60497,60528,60037,60918,62396,63564,64970,67107,70341,73178,76751,79170,80359,83783,87355,89632,91044,92549,93374,94046,95436,97178,99500,101803,104447,106637,109379,112617,115904,118700,121107,121817,121993,122471,124655,126738,126862,127233,122886,122767,123874,125166,129306,130819,135354,139007,141732,144102,147304,151259,155542,160090,164175,167782,170630,175505,180763,184886,187498,192189,196997,203137,208428,212751,216594,219458,222301,224951,229075,232315,236021,240612,246112,250396,255535,260745,264676,268052,268161,266341,260517,255881,256584,256774,256132,257436,259725,260397,264980,267723,270638,272152,274272,277769,280782,284122,287847,291093,293069,297169,298245,301492,305028,306116,307817,309129,309324,309433,306948,297940,290379,285301,285024,287554,291180,295294,296956,298535,302147,304583,305563,308252,311698
"195","187","      Motor vehicle services","DMVSRC0",5249,5399,5553,5667,5731,5778,5853,5953,6022,6125,6220,6309,6396,6511,6625,6732,6835,6940,7089,7227,7344,7459,7577,7684,7797,7944,8108,8270,8386,8533,8701,8891,9077,9248,9440,9642,9910,10143,10416,10735,11028,11300,11613,12007,12410,12788,13179,13547,13899,14381,14838,15142,15488,15769,15973,16094,16375,16633,16731,16841,17007,17297,17954,18722,19345,20346,21111,21694,22355,22760,23074,23811,25289,26293,27363,27603,28259,29379,29896,30414,31786,32895,33501,34618,34537,34051,35454,36462,37866,37362,39233,39175,38620,39164,40134,41318,42576,43839,45708,47953,50064,51675,53938,56211,59415,61333,63046,64358,64763,65148,66001,67284,69182,70996,72690,74348,76421,78259,80683,82721,84080,84738,85022,85270,86158,88068,87759,86826,84507,83772,84247,84986,88356,91344,94831,97997,99127,101249,103538,106563,110577,114315,117718,121004,124176,126978,131176,134219,137868,140651,144463,148044,152497,156400,159167,160875,162182,163643,166037,169080,172332,176135,179599,182540,185508,188097,190650,192905,194768,195262,194982,194126,192516,191918,191246,191456,192595,193234,194729,196277,197090,198469,200731,203482,206144,208317,210673,213330,214797,216069,217607,220564,222749,224136,225709,224761,224435,223729,221841,217667,213608,209775,207809,207348,209643,211569,212724,212622,213749,214521,215232,215489,217282
"196","188","        Motor vehicle maintenance and repair (60)","DVMRRC0",4624,4755,4889,4986,5041,5087,5160,5256,5316,5399,5474,5544,5621,5727,5834,5933,6023,6112,6240,6355,6454,6555,6655,6745,6841,6968,7109,7247,7351,7483,7633,7805,7977,8131,8300,8479,8712,8917,9154,9436,9700,9943,10222,10574,10938,11281,11627,11950,12266,12702,13109,13372,13676,13925,14099,14199,14444,14673,14761,14861,15024,15307,15907,16602,17151,18082,18781,19296,19909,20274,20514,21173,22545,23469,24471,24654,25283,26386,26848,27234,28523,29567,30093,31089,30888,30226,31427,32221,33532,32856,34576,34482,33943,34470,35460,36561,37807,38927,40474,42237,43764,44832,46521,48360,51154,52771,54229,55304,55494,55676,56362,57457,59010,60668,62311,64071,65709,67240,69210,70884,71871,72440,72675,72820,73679,74656,74152,73134,70141,69068,69029,69236,71533,73048,74582,75727,76899,78113,79387,81063,83592,85565,87431,89292,90984,92581,94268,96066,97918,99204,100900,102515,103945,105614,107119,108540,110193,111695,113582,115615,117207,119103,120810,122441,124460,126390,128483,130340,132126,133430,134623,135185,135324,136166,137028,138832,141074,142728,144369,145636,146387,147266,148946,151197,153191,154535,155816,156969,156330,156224,156997,159039,161394,162956,163532,162637,161466,159802,158836,156748,154234,151540,149749,149261,151662,153069,153708,153669,154985,155826,155795,155786,156383
"197","189","        Other motor vehicle services (61)","DOVSRC0",625,644,664,681,690,691,693,697,706,726,746,765,775,784,791,799,812,828,849,872,890,904,922,939,956,976,999,1023,1035,1050,1068,1086,1100,1117,1140,1163,1198,1226,1262,1299,1328,1357,1391,1433,1472,1507,1552,1597,1633,1679,1729,1770,1812,1844,1874,1895,1931,1960,1970,1980,1983,1990,2047,2120,2194,2264,2330,2398,2446,2486,2560,2638,2744,2824,2892,2949,2976,2993,3048,3180,3263,3328,3408,3529,3649,3825,4027,4241,4334,4506,4657,4693,4677,4694,4674,4757,4769,4912,5234,5716,6300,6843,7417,7851,8261,8562,8817,9054,9269,9472,9639,9827,10172,10328,10379,10277,10712,11019,11473,11837,12209,12298,12347,12450,12479,13412,13607,13692,14366,14704,15218,15750,16823,18296,20249,22270,22228,23136,24151,25500,26985,28750,30287,31712,33192,34397,36908,38153,39950,41447,43563,45529,48552,50786,52048,52335,51989,51948,52455,53465,55125,57032,58789,60099,61048,61707,62167,62565,62642,61832,60359,58941,57192,55752,54218,52624,51521,50506,50360,50641,50703,51203,51785,52285,52953,53782,54857,56361,58467,59845,60610,61525,61355,61180,62177,62124,62969,63927,63005,60919,59374,58235,58060,58087,57981,58500,59016,58953,58764,58695,59437,59703,60899
"198","190","          Motor vehicle leasing","DMVLRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,17,27,38,48,60,73,88,104,120,137,155,172,189,210,233,254,264,274,281,296,318,346,385,421,462,508,555,603,660,727,799,858,937,1002,1043,1045,1037,1040,1062,1089,1151,1270,1438,1634,1827,2041,2220,2377,2497,2595,2678,2752,2839,2909,2989,3122,3206,3230,3178,3273,3392,3554,3689,3911,3939,3965,4005,4042,4945,5200,5155,5696,5791,5872,6481,7435,8861,10034,11831,11525,12288,13224,14153,15085,16621,18130,19332,20669,21871,24068,25004,26020,27307,29047,30946,33188,34922,35699,35566,34705,34398,34365,35088,36485,37893,39272,39999,40742,41056,41235,41427,41303,40631,39747,37955,36095,34470,32902,31545,30360,28879,28155,27861,27602,27589,27869,28249,28514,29020,29712,30955,32851,34140,34804,35290,35137,35274,35643,35528,35903,36028,35496,34242,32662,31455,30875,30985,30851,30939,31024,30973,30690,30167,30205,30226,30609
