"","Table 7#1# Quantity and Price Indexes for Gross Domestic Product","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229"
"101","74","    Chain-type quantity index","B823RA",32.23,32.22,32.09,30.97,32.05,33.96,34.61,36.57,37.13,38.52,38.11,36.18,34.43,35.13,33.89,37.91,45.13,54.83,64.22,69.44,73.22,76.08,78.11,79.25,82.18,84.89,82.48,81.25,76.74,72.84,69.13,68.3,66.56,64.9,65.69,63.24,62.77,64.38,63.24,65.55,66.61,65.65,65.95,66.87,64.45,66.56,66.21,67.7,69.2,71.27,71.99,71.19,67.97,68.32,69.11,69.83,69.5,71.06,71.83,73.46,76.07,77.19,78.13,78.13,76.3,76.55,78.91,76.87,76.69,77.05,75.2,74.48,73.79,75.01,76.57,78.64,80.5,84.55,85.95,87.38,93.35,92.15,92.86,92.98,94.58,93.92,93.25,93.03,91.85,91.07,90.59,88.78,86.64,84.51,83.19,82.51,79.96,78.75,77.9,76.34,78.06,78.57,75.23,74.27,74.79,74.08,70.77,71.45,72.36,72.61,72.13,72.76,72.41,72.71,72.24,72.5,71.72,71.66,71.45,71.67,71.98,73.18,73.43,72.98,73.25,74.92,75.21,75.9,75.96,76.78,76.72,77.06,79.27,81.24,80.29,80.45,82.12,84.61,84.55,85.05,85.19,86.02,87.42,89.91,90.76,92.59,95.21,91.89,92.7,95.73,95.41,98.17,99.49,101.65,105.02,105.02,104.39,107.5,111.77,110.12,110.72,112.36,112.53,114.18,110.92,109.71,108.79,112.22,109.67,112.13,113.19,112.54,114.34,114.5,113.45,114.34,115.24,115.39,113.39,111.17,111.32,111.2,112.55,112.7,109.03,107.64,107.02,106.72,103.63,102.56,105.94,102.72,102.35,102.39,101.66,97.28,99.53,101.61,99.6,99.26,98.15,100.6,100.34,99.39,96.89,99.72,98.74,100.02,99.17,99.81,101.6,104.03,100.41,104.21,102.27,102.78,105.15,106.7,107.01,110.46,112.46,114.5,115.71,118.79,118.99,125.95
"102","75","    Chain-type price index","B823RG",13.63,13.49,13.07,13.02,13.11,13.14,13.34,13.34,13.92,13.9,13.62,13.93,13.89,13.73,13.79,13.83,14.68,14.33,14.36,14.55,14.19,14.43,14.55,14.81,14.61,14.64,14.56,14.68,14.87,14.87,15.04,15.18,15.4,15.83,15.96,16.15,16.38,16.67,16.77,16.78,17.21,17.29,17.42,17.61,17.86,18.07,18.21,18.33,18.01,17.9,17.72,17.77,17.75,17.81,18.06,18.29,18.22,18.26,18.21,18.32,18.51,18.58,18.68,18.87,19.05,19.07,18.95,19.4,19.56,19.62,19.92,19.91,20.01,20.08,20.29,20.75,20.72,20.71,21.21,21.21,21.19,21.44,21.69,22.08,22.36,22.65,23.04,23.36,23.37,23.75,24.42,24.77,25.46,25.73,26.16,26.45,27.38,27.95,28.42,29.06,30.22,30.46,30.9,31.65,32.14,32.62,33.28,33.88,34.37,35.08,36.21,37.56,38.41,38.92,39.62,40.7,41.12,41.55,42.25,43.34,44.4,44.97,45.25,46.69,47.21,47.68,48.36,49.54,50.24,51.1,52.11,54.26,55.24,56.59,57.52,60.44,61.46,62.38,63.06,65.32,66.4,67.15,67.72,68.83,69.26,69.76,70.29,70.51,73.38,73.93,74.4,74.87,75.52,75.56,75.43,76.17,76.02,76.1,76.08,76.21,76.82,76.96,77.15,77.19,78.22,78.87,79.05,79.14,80.68,80.96,81.43,81.41,82.57,83.28,83.87,85.41,86.56,86.76,87.41,87.99,89.07,89.76,90.35,90.12,91.26,91.79,92.61,93.07,93.63,94.63,94.55,95.23,96.18,96.52,97.11,99.04,100.27,99.45,99.93,100.35,101.42,101.6,101.49,102,102.14,102.43,102.78,103.15,104.35,104.82,105.37,105.78,107.87,108.05,108.48,108.51,109.73,110.15,110.3,110.18,112.42,113.07,113.44,113.53,116.23,116.46
"103","76","    Implicit price deflator","A823RD",13.65,13.51,13.09,13.04,13.13,13.15,13.35,13.36,13.94,13.92,13.65,13.96,13.92,13.76,13.81,13.83,14.68,14.34,14.4,14.61,14.23,14.46,14.57,14.81,14.63,14.66,14.59,14.71,14.9,14.9,15.07,15.21,15.43,15.86,16,16.18,16.4,16.7,16.79,16.81,17.24,17.32,17.45,17.64,17.88,18.09,18.23,18.36,18.04,17.93,17.75,17.8,17.78,17.84,18.09,18.32,18.25,18.29,18.25,18.35,18.54,18.61,18.71,18.9,19.08,19.1,18.98,19.44,19.6,19.66,19.96,19.95,20.05,20.11,20.32,20.78,20.75,20.74,21.24,21.25,21.23,21.47,21.73,22.12,22.4,22.69,23.08,23.41,23.41,23.79,24.47,24.81,25.51,25.79,26.22,26.51,27.44,28.02,28.5,29.14,30.3,30.54,31,31.73,32.23,32.7,33.36,33.93,34.44,35.13,36.29,37.62,38.48,38.98,39.68,40.79,41.22,41.64,42.36,43.46,44.51,45.09,45.37,46.75,47.24,47.71,48.38,49.57,50.26,51.12,52.14,54.25,55.25,56.59,57.52,60.41,61.44,62.36,63.02,65.31,66.39,67.14,67.72,68.8,69.27,69.77,70.29,70.5,73.35,73.92,74.38,74.85,75.5,75.55,75.42,76.15,76.01,76.09,76.08,76.21,76.82,76.96,77.14,77.18,78.22,78.87,79.05,79.15,80.69,80.97,81.44,81.43,82.58,83.28,83.87,85.41,86.57,86.76,87.42,88,89.07,89.75,90.35,90.12,91.25,91.8,92.62,93.07,93.63,94.63,94.55,95.24,96.2,96.54,97.14,99.06,100.28,99.46,99.93,100.34,101.42,101.61,101.5,101.99,102.14,102.43,102.78,103.15,104.33,104.82,105.36,105.77,107.87,108.04,108.48,108.52,109.72,110.15,110.29,110.18,112.41,113.06,113.43,113.54,116.23,116.46
"104",NA,"    National defense:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","77","      Current dollars","A824RT",5.46,5.08,4.93,4.96,5.06,5.06,5.08,5.36,5.63,5.7,5.62,5.32,5.09,5.06,5.47,6.32,8.3,10.07,12.17,13.46,13.6,14.55,15.01,15.52,15.73,15.92,15.62,15.44,14.61,14.01,13.45,13.11,13.17,13.04,13.37,13.09,13.24,13.83,13.85,14.34,14.8,14.98,15.23,15.19,15.2,15.48,15.65,15.85,15.79,15.63,15.68,15.59,15.27,15.27,15.57,15.74,15.97,16.17,16.25,16.74,17.48,17.6,17.63,17.65,17.5,17.6,17.56,17.6,17.5,17.42,17.26,17,16.79,17.12,17.48,18.56,19.13,20.1,21.35,22.07,23.35,23.69,24.35,24.7,25.53,25.86,25.83,26.07,25.58,25.71,26.21,26.25,26,25.25,25.29,25.35,25.3,24.85,24.61,24.92,26.39,26.68,25.68,25.95,26.47,26.65,25.64,26.49,26.91,27.98,27.92,28.93,29.58,29.94,30.27,31.1,30.99,31.39,31.89,32.55,33.51,34.43,34.54,34.87,35.56,36.66,37.32,38.36,39.09,40.51,41.29,43.44,45.35,46.66,47.55,50.49,52.22,54.76,55.91,58.74,60.52,63.03,64.82,67.47,68.09,70.16,71.22,73.41,77.33,78.85,79.01,82.5,83.95,86.01,89.38,90.73,89.6,92.64,96.28,93.72,95.77,98.21,99.86,99.61,99.62,99.41,98.58,101.14,99.46,101.75,103.58,102.18,104.22,104.6,103.76,107.41,109.43,109.15,107.41,104.79,104.69,105.57,107.8,106.03,102.92,102.03,101.94,101.98,97.88,99.13,102.76,98.14,98.66,99.12,98.8,96.25,99.75,101.2,99.62,99.44,97.02,99.43,99.37,99.28,94.78,97.69,99.34,99.36,99.17,99.48,103.28,106.29,102.38,106.19,105.05,106.43,109.63,110.69,112.11,115.63,120.93,123.84,126.4,130.16,131.96,145.25
"106","78","      Chain-type quantity index","B824RA",39.4,36.81,38.58,38.82,38.72,38.37,37.74,39.59,40.52,41.2,41.1,38.5,36.9,37.12,39.55,45.01,56.77,70.37,84.72,92.25,96.51,101.64,104.08,105.76,108.83,109.87,108.29,106.16,98.78,94.91,89.94,86.81,86.22,82.88,83.9,81.05,80.75,82.84,82.67,85.4,85.72,86.51,87.29,86.22,85.26,86.14,85.97,86.61,87.99,87.76,88.87,88.12,86.45,86.11,86.82,86.57,88.51,89.31,90.07,92.18,95.49,95.71,95.21,94.75,92.82,93.27,93.81,91.62,90.59,90.15,87.96,86.72,85.21,86.38,87.18,90.36,93.71,98.56,101.85,105.48,111.77,112.06,113.71,113,115.77,115.77,113.75,113.29,111.11,109.7,108.76,107.4,104.01,100.1,98.51,97.49,94.02,90.51,88.02,86.85,87.86,88.14,83.42,82.13,82.64,81.82,76.79,78.21,78.08,79.79,76.81,76.94,77.14,77.29,76.73,76.69,75.4,75.48,75.36,75.14,75.61,76.79,76.56,74.72,75.16,76.69,76.92,77.27,77.56,78.89,78.73,79.57,81.52,81.64,81.97,82.83,84.38,86.98,87.75,88.82,89.93,92.58,94.38,96.93,97.22,99.32,100.05,102.57,102.85,104.12,103.75,107.58,108.82,111.62,116.11,116.74,115.79,119.85,124.77,121.35,122.96,125.99,127.85,127.62,126.02,124.81,123.46,126.3,121.85,124.43,125.91,124.54,124.92,124.62,122.49,124.57,125.83,125.25,122.13,117.97,116.22,116.22,117.9,116.98,112.23,110.64,109.88,109.54,104.57,104.9,108.63,103.02,102.76,102.8,101.77,98.14,99.82,101.68,99.55,98.95,95.7,98.12,98.15,97.61,92.99,95.8,97.05,96.85,95.57,95.51,98.7,101.07,95.61,99,97.46,98.58,100.56,101.23,102.38,105.87,108.82,110.87,112.74,115.74,114.76,126.12
"107","79","      Chain-type price index","B824RG",13.84,13.79,12.76,12.76,13.05,13.18,13.45,13.54,13.88,13.81,13.66,13.82,13.77,13.63,13.83,14.05,14.62,14.3,14.35,14.56,14.07,14.31,14.42,14.68,14.45,14.48,14.41,14.52,14.77,14.74,14.93,15.09,15.26,15.71,15.92,16.13,16.39,16.68,16.74,16.78,17.25,17.3,17.43,17.6,17.81,17.96,18.19,18.28,17.93,17.8,17.62,17.68,17.64,17.71,17.92,18.17,18.02,18.09,18.03,18.14,18.29,18.37,18.5,18.61,18.84,18.85,18.7,19.2,19.3,19.31,19.6,19.58,19.68,19.81,20.03,20.53,20.41,20.39,20.95,20.91,20.88,21.13,21.4,21.83,22.03,22.31,22.68,22.99,23,23.41,24.07,24.42,24.96,25.18,25.63,25.96,26.86,27.4,27.89,28.62,29.97,30.21,30.72,31.53,31.96,32.51,33.32,33.82,34.42,35.03,36.28,37.56,38.3,38.72,39.42,40.5,41.05,41.54,42.26,43.25,44.24,44.75,45.02,46.59,47.27,47.76,48.51,49.63,50.4,51.34,52.44,54.59,55.62,57.15,58,60.97,61.92,63,63.75,66.16,67.31,68.11,68.69,69.63,70.03,70.63,71.21,71.6,75.22,75.74,76.15,76.69,77.17,77.07,76.99,77.74,77.39,77.3,77.16,77.23,77.9,77.96,78.12,78.07,79.05,79.65,79.85,80.06,81.61,81.77,82.25,82.02,83.41,83.93,84.71,86.23,86.94,87.13,87.94,88.81,90.08,90.85,91.44,90.64,91.71,92.22,92.77,93.1,93.59,94.49,94.59,95.25,95.98,96.41,97.07,98.06,99.93,99.52,100.06,100.49,101.38,101.33,101.23,101.71,101.92,101.98,102.37,102.59,103.78,104.16,104.67,105.18,107.09,107.27,107.8,107.96,109.03,109.34,109.51,109.21,111.14,111.71,112.12,112.46,114.98,115.18
"108","80","      Implicit price deflator","A824RD",13.86,13.81,12.77,12.77,13.06,13.19,13.46,13.55,13.89,13.83,13.67,13.83,13.78,13.63,13.83,14.04,14.61,14.31,14.37,14.59,14.09,14.32,14.42,14.68,14.46,14.49,14.42,14.54,14.79,14.76,14.95,15.11,15.28,15.73,15.94,16.15,16.4,16.69,16.75,16.79,17.27,17.32,17.45,17.61,17.82,17.98,18.2,18.3,17.94,17.81,17.64,17.69,17.66,17.73,17.93,18.18,18.04,18.11,18.04,18.16,18.31,18.39,18.51,18.63,18.86,18.87,18.72,19.22,19.32,19.33,19.62,19.61,19.7,19.82,20.04,20.54,20.42,20.4,20.96,20.92,20.89,21.14,21.42,21.85,22.05,22.34,22.71,23.02,23.02,23.44,24.1,24.44,25,25.22,25.68,26,26.91,27.46,27.96,28.69,30.04,30.27,30.79,31.6,32.03,32.57,33.39,33.87,34.46,35.07,36.35,37.59,38.35,38.74,39.45,40.55,41.1,41.59,42.32,43.32,44.31,44.84,45.11,46.67,47.31,47.8,48.52,49.65,50.39,51.35,52.44,54.59,55.63,57.16,58.01,60.96,61.89,62.97,63.71,66.13,67.29,68.07,68.68,69.61,70.03,70.63,71.19,71.57,75.18,75.73,76.16,76.69,77.15,77.06,76.97,77.72,77.38,77.3,77.17,77.23,77.89,77.95,78.11,78.05,79.05,79.65,79.85,80.07,81.63,81.78,82.27,82.05,83.43,83.94,84.71,86.23,86.96,87.15,87.95,88.82,90.08,90.84,91.43,90.64,91.71,92.22,92.77,93.1,93.6,94.5,94.59,95.26,96,96.42,97.08,98.08,99.93,99.53,100.06,100.49,101.39,101.33,101.24,101.7,101.92,101.98,102.37,102.6,103.77,104.15,104.65,105.16,107.09,107.26,107.8,107.96,109.02,109.35,109.5,109.22,111.14,111.7,112.11,112.47,114.98,115.17
"109",NA,"    Nondefense:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","81","      Current dollars","A825RT",2.22,2.86,2.72,2.15,2.47,3.25,3.69,3.9,4.25,4.68,4.34,4.49,4.2,4.37,3.07,3.05,3.21,3.35,3.26,3.37,3.92,3.73,3.95,4,4.44,5.34,4.7,4.84,4.94,4.4,4.21,4.82,4.34,4.68,4.65,4.38,4.27,4.45,4.02,4.22,4.7,3.99,3.89,4.86,4.03,5.01,4.76,5.44,5.73,6.94,6.86,6.7,5.58,5.89,6.23,6.77,5.97,6.5,6.68,6.82,7.2,7.74,8.48,8.87,8.54,8.53,9.71,9.49,9.96,10.49,10.41,10.48,10.71,10.93,11.63,11.8,11.73,12.3,11.93,11.41,12.59,11.8,11.63,12.14,12.31,12.01,12.71,12.98,13.18,13.4,13.91,13.4,14.13,14.75,14.69,14.76,15.08,16.37,17.27,16.79,18.04,18.5,18.48,18.68,19.28,19.26,19.46,19.66,20.85,20.46,22.63,24.21,24.36,25.05,25.38,26.45,26.63,26.68,26.94,28.28,29.03,30.05,30.82,32.57,32.65,33.86,34.49,36.11,36.33,36.69,37.38,38.47,40.63,44.55,43.4,44.73,46.84,48.67,47.93,49.01,48.46,46.96,47.7,50.39,52.19,53.24,58.14,47.13,48.92,54.24,54.51,55.02,57.03,57.96,58.4,57.98,58.38,59.61,62.04,63.9,63.13,62.47,60.12,64.64,60.47,60.19,60.28,63.65,66.07,68.37,68.85,70.11,74.4,76.45,77.56,77.68,79.99,81.65,82.16,83.61,87.85,87.99,89.2,92.44,92.5,92.22,93.35,93.92,95.27,92.8,94.88,97.2,98.07,98.31,98.67,96.61,99.93,100.78,99.36,99.93,104.7,107.93,106.88,105.66,107.52,111.22,105.85,110.94,112.26,115.13,114.74,117.69,120.43,125.68,122.98,121.98,127.13,131.5,130.12,134.12,137.64,140.95,141.18,144.48,151.27,149.59
"111","82","      Chain-type quantity index","B825RA",17.94,23.98,19.9,16.06,19.42,26.18,29.68,32.01,31.79,34.75,33.7,33.14,31.09,32.71,23.61,24.61,22.32,24.34,23.87,24.66,27.38,25.65,26.84,26.85,29.62,35.63,31.56,32.13,33.31,29.31,28.1,31.95,27.84,29.57,29.91,28.2,27.38,28.03,24.79,26.33,29.04,24.21,23.51,28.76,23.17,27.89,27.17,30.54,32.18,39.02,38.92,38.02,31.59,33.34,34.3,36.98,32.1,35.19,36,36.65,37.88,40.8,44.62,45.54,43.89,43.74,49.66,47.91,49.39,51.33,50.15,50.46,51.34,52.67,55.71,55.58,54.53,57.01,54.74,51.87,57.19,53.09,51.96,53.7,53.01,51.09,53.01,53.28,54.04,54.48,54.91,52.23,52.53,53.81,53.04,53,52.25,55.4,57.69,55.41,58.49,59.49,58.93,58.65,59.21,58.69,58.89,58.02,61.07,58.33,63.03,64.69,63.2,63.78,63.51,64.36,64.61,64.28,63.9,65.02,64.99,66.24,67.48,69.84,69.8,71.75,72.19,73.57,73.17,72.93,73.08,72.36,75.13,81.02,77.37,76.05,77.99,80.27,78.44,77.72,75.76,72.69,73.28,75.66,77.75,78.99,85.68,69.71,71.62,78.59,78.33,78.7,80.23,81.04,81.99,80.61,80.67,81.76,84.64,86.81,85.22,83.9,80.46,86.12,79.3,78.1,78.08,82.79,84.28,86.46,86.62,87.52,92.31,93.45,94.7,93.05,93.21,94.9,95.22,97.08,101.25,100.87,101.51,103.92,102.51,101.52,101.19,100.98,101.7,97.78,100.46,102.14,101.52,101.56,101.44,95.56,98.94,101.49,99.7,99.87,103.15,105.66,104.78,103.01,104.81,107.68,102.21,106.45,106.5,108.53,107.53,110.06,110.14,114.76,112.04,111.31,114.47,117.76,116.4,119.78,119.91,121.93,121.83,125.07,127.62,125.87
"112","83","      Chain-type price index","B825RG",12.3,11.83,13.52,13.28,12.58,12.32,12.36,12.15,13.3,13.41,12.84,13.51,13.51,13.36,12.99,12.36,14.34,13.71,13.63,13.58,14.23,14.48,14.66,14.84,14.94,14.92,14.85,14.99,14.78,14.95,14.92,15.01,15.52,15.75,15.46,15.5,15.52,15.81,16.13,15.97,16.11,16.42,16.48,16.83,17.31,17.9,17.48,17.77,17.74,17.72,17.54,17.55,17.6,17.61,18.12,18.26,18.52,18.39,18.47,18.52,18.92,18.91,18.94,19.42,19.39,19.43,19.48,19.74,20.09,20.36,20.68,20.69,20.78,20.67,20.8,21.14,21.41,21.48,21.69,21.89,21.93,22.13,22.29,22.51,23.12,23.42,23.88,24.28,24.29,24.49,25.21,25.54,26.79,27.31,27.59,27.74,28.75,29.45,29.83,30.2,30.73,30.98,31.21,31.74,32.42,32.66,32.93,33.77,33.97,34.98,35.75,37.3,38.4,39.14,39.82,40.93,41.02,41.31,41.93,43.27,44.48,45.17,45.49,46.63,46.79,47.18,47.73,49.03,49.57,50.24,51.04,53.17,54.07,55,56.11,58.88,60.06,60.64,61.15,63.03,63.94,64.55,65.09,66.63,67.14,67.38,67.81,67.58,68.32,69.04,69.66,69.98,71.09,71.54,71.22,71.97,72.38,72.94,73.31,73.61,74.07,74.45,74.73,75.06,76.23,77.08,77.17,76.89,78.41,79.06,79.48,80.1,80.61,81.83,81.91,83.5,85.81,86.05,86.28,86.12,86.77,87.26,87.87,88.96,90.23,90.83,92.26,93,93.69,94.9,94.44,95.15,96.57,96.74,97.21,101.06,100.97,99.31,99.66,100.06,101.51,102.14,102,102.58,102.59,103.29,103.57,104.22,105.43,106.09,106.7,106.94,109.34,109.52,109.77,109.58,111.07,111.68,111.8,111.99,114.79,115.61,115.89,115.53,118.54,118.85
"113","84","      Implicit price deflator","A825RD",12.4,11.93,13.65,13.41,12.71,12.42,12.43,12.19,13.37,13.46,12.89,13.55,13.5,13.36,13,12.38,14.4,13.77,13.68,13.66,14.3,14.53,14.72,14.9,15,14.98,14.9,15.05,14.84,15.02,14.99,15.07,15.57,15.82,15.54,15.55,15.59,15.88,16.21,16.04,16.18,16.49,16.56,16.89,17.38,17.95,17.52,17.82,17.82,17.8,17.61,17.61,17.66,17.67,18.18,18.31,18.59,18.46,18.55,18.61,19,18.97,19,19.48,19.46,19.5,19.55,19.82,20.18,20.45,20.76,20.78,20.86,20.75,20.88,21.23,21.5,21.57,21.78,21.99,22.01,22.23,22.38,22.61,23.22,23.51,23.97,24.37,24.39,24.59,25.32,25.65,26.89,27.41,27.7,27.85,28.85,29.55,29.94,30.31,30.85,31.1,31.36,31.85,32.56,32.82,33.05,33.88,34.15,35.07,35.9,37.42,38.54,39.28,39.96,41.1,41.21,41.5,42.16,43.49,44.67,45.37,45.67,46.64,46.79,47.19,47.77,49.08,49.65,50.3,51.15,53.17,54.08,54.99,56.1,58.82,60.07,60.63,61.11,63.06,63.97,64.61,65.1,66.59,67.13,67.4,67.85,67.6,68.31,69.01,69.59,69.9,71.08,71.52,71.22,71.92,72.37,72.91,73.29,73.6,74.08,74.46,74.72,75.06,76.25,77.07,77.19,76.88,78.39,79.07,79.48,80.11,80.6,81.81,81.91,83.48,85.81,86.04,86.29,86.13,86.76,87.23,87.87,88.95,90.24,90.84,92.26,93,93.68,94.9,94.44,95.17,96.6,96.8,97.27,101.1,101,99.3,99.66,100.06,101.5,102.15,102.01,102.57,102.59,103.29,103.56,104.21,105.41,106.08,106.7,106.94,109.34,109.52,109.77,109.59,111.06,111.67,111.79,111.97,114.79,115.6,115.89,115.52,118.54,118.84
"114",NA,"  State and local:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","85","    Current dollars","A829RT",1.47,1.51,1.58,1.66,1.72,1.8,1.9,1.98,2.04,2.12,2.21,2.24,2.27,2.31,2.38,2.45,2.51,2.6,2.66,2.69,2.7,2.79,2.77,2.83,2.92,2.91,2.99,3.05,3.15,3.24,3.35,3.38,3.5,3.56,3.61,3.68,3.8,3.9,3.99,4.07,4.21,4.31,4.39,4.5,4.61,4.72,4.85,4.95,5.04,5.07,5.08,5.06,5.2,5.35,5.45,5.53,5.74,5.75,5.84,6.05,6.09,6.16,6.25,6.35,6.53,6.62,6.82,6.96,7.1,7.3,7.41,7.53,7.67,7.91,8.2,8.39,8.61,8.83,9.05,9.4,9.67,9.82,10,10.29,10.64,10.98,11.23,11.53,11.77,12.1,12.33,12.53,12.94,13.29,13.84,14.16,14.54,14.88,15.11,15.43,15.79,15.94,16.33,16.83,17.32,17.7,18.16,18.74,19.51,20.42,21.1,21.7,22.78,23.08,23.69,24.34,25.06,25.03,25.12,25.37,26.07,26.68,27.11,27.63,28.05,29.38,30.18,30.89,31.12,32.15,33.38,34.46,35.6,36.14,36.62,37.39,38.85,38.87,39.23,40.1,40.67,41.43,42.03,42.82,43.23,43.57,44.35,44.74,46.02,47.1,48.32,49.24,50.3,51.68,52.96,53.91,55.19,55.98,57.02,58.08,59.02,59.85,60.73,61.86,62.82,64.16,64.91,66.1,67.37,68.76,69.84,71.52,73.74,74.64,76.02,77.94,78.43,78.99,79.91,80.8,82.01,82.5,82.8,83.33,84.3,85.79,86.41,87.51,88.45,89.87,91.6,92.54,94.02,95.4,95.84,96.84,97.94,99.48,100.44,102.14,104.45,105.9,107.44,108.86,109.59,111.29,113.28,114.77,117.32,119.5,121.84,124.72,128.13,129.2,131.12,133.48,136.09,138.57,137.51,140.37,142.35,142.82,144.14,145.37,147.89,147.18
