"","Table 2#3#5U# Personal Consumption Expenditures by Major Type of","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"172","19","    Food services and accommodations","DFSARC0",313924,309768,312869,315517,316032,315350,316573,318199,318931,318496,318577,319402,317822,319499,323589,323679,325581,325141,327007,327131,328806,331340,334641,334455,338446,339094,339354,340677,339982,342213,345207,347277,347265,346074,345064,350476,351843,352930,354249,357531,359497,361960,360620,361936,366794,369354,370532,374789,369804,373221,372713,376148,376716,377012,378150,379233,384831,390197,392617,393326,397202,400160,407475,406270,407252,409451,410880,409878,416389,415873,415694,408851,421949,418640,418522,416312,419132,420837,420815,426326,411328,415826,418440,427840,428567,432394,428934,435513,433602,436282,436738,438935,439727,438006,442268,444761,445080,444461,449660,450094,458820,461779,465264,471333,467094,475156,477914,476115,481922,484251,489563,489308,491179,492690,499181,497364,504258,506526,506741,514104,513149,520314,517168,527172,525738,530399,531756,533449,535630,538427,546820,547672,561214,554102,558055,558768,560217,560742,560439,567725,573484,573705,576891,589684,582898,579797,588310,585680,591750,595946,595085,600873,600816,605946,605595,614912,609827,604757,606440,612833,615899,615465,615875,617456,615082,614501,610771,610700,609012,606024,597556,600883,599524,597282,598281,598461,595929,596819,599443,604788,600569,609239,611470,614005,613770,616391,617823,621438,622543,626129,629421,629740,631263,640026,642051,639726,645693,650193,649681,653733,660729,660088,661220,659651,669612,673482,675423,677652,680327,684024,684935,686390,692448,692839,698101,704373
"173","20","    Financial services and insurance","DIFSRC0",352111,355647,358375,361765,364245,365593,368835,368651,373124,372799,375195,380201,382230,384750,386199,386317,390619,391699,391612,392343,397530,397953,402459,404476,408818,412999,416372,417148,423816,426530,432060,438254,440235,445421,442658,446643,447295,453231,457307,461168,462093,466203,469273,475473,475963,477300,478822,483203,490333,489245,492105,500176,500954,500495,507088,512117,516945,520715,535254,544064,555052,570318,576654,565852,556931,562001,562835,565618,569387,571902,566904,571965,568568,560140,559868,558914,556354,554432,550173,550637,516198,551523,553564,553484,547679,550778,551203,553552,557744,563187,572547,565453,565419,573074,577129,573256,571626,571263,574701,576462,585334,591647,591991,591760,599158,598480,602469,606784,615976,617777,620273,624908,624941,627762,636134,640010,644539,649729,656718,665401,663110,669262,673780,682304,683687,690077,693769,699718,701433,702026,705858,710566,714682,716610,718250,719286,722162,720652,716930,721315,727943,731627,737042,744012,749478,755684,757654,757638,761942,767665,771581,779707,774814,778205,786089,781447,784993,782129,781485,781571,782134,780739,775594,767589,775467,765024,745559,735508,723800,719979,714892,713597,714855,716385,715313,715666,716651,724281,725210,726835,733523,739944,748167,758088,769888,766073,765935,768289,770187,776243,782105,780414,782940,787273,789805,792984,792694,793575,798898,813029,801973,799882,797991,798541,792982,796249,794828,791665,788600,785239,781762,780676,780748,784519,789664,794374
"174","21","    Other services","DOTSRC0",379727,386942,389539,386734,387835,399564,390363,393256,391374,395832,396182,397025,403035,409385,406064,410164,408471,412609,424377,425279,427641,419080,421843,428893,434435,437469,438661,443080,447195,450796,455482,456933,459730,462808,469132,471854,475013,479824,485536,484293,489704,496395,501836,503746,507331,508909,510277,509598,512235,514641,516285,519048,518421,518552,519897,523727,524844,533345,537166,546256,548908,552217,558615,558833,571239,572553,576025,580100,581638,585212,586036,586778,592089,597358,600316,612071,612904,613311,618908,619512,628871,629968,629234,628468,631365,635449,633015,636502,636898,638249,640915,639979,647475,652622,655074,659037,667824,671530,675891,678056,677241,682502,688541,691694,691002,693497,696284,702124,707316,708603,708336,713615,718887,723120,725239,733030,735484,735445,736842,739184,743084,745743,748878,751923,755003,757349,760494,762422,766216,767455,774830,775797,777537,789883,795661,799411,803186,808407,807164,810009,817271,826361,828992,831507,830807,839355,840131,847329,847454,849386,848300,851826,855438,852539,855861,857513,866086,871855,869687,877180,873664,875821,880802,886926,890281,888047,895990,884713,884129,881861,878584,876675,868989,869727,872861,877724,879809,883382,887044,889037,890623,893040,897652,901921,904254,906232,908929,910519,911388,912031,913888,914502,921099,928055,929380,933338,935429,935705,942218,944879,950230,948128,949655,953322,965854,970953,970854,970758,974615,974532,979712,973026,980686,989157,988383,990102
"175","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRC0",100475,100210,100674,101293,101744,102175,102319,102697,103169,103730,104366,105078,106681,108154,109367,109734,110512,111573,112387,111857,111340,110999,110106,107822,105668,104229,103560,103397,103355,103798,104194,105089,106219,107592,109156,110798,112996,114998,116992,119167,121334,123143,125166,127282,128927,130546,132109,133021,132991,132903,133782,135247,136172,137137,138186,139491,141017,142611,143832,145381,147247,149207,151682,152499,153967,156288,158219,160140,163097,165704,168511,169926,171609,172211,173729,175632,177963,179563,180784,181805,182915,183491,184105,185184,187136,189352,191893,194092,195983,198270,200325,202511,203691,204619,206156,206084,205436,204110,204730,204703,205557,206124,206420,205922,205755,206082,205917,205380,205880,205955,206461,206327,206774,207257,207387,206972,206389,206702,206255,204101,201212,199649,201870,205764,207772,208423,208368,209910,213143,218764,222603,225732,228908,231514,234445,237691,240248,242128,243286,243572,242832,241008,241546,243033,245870,246181,246171,243432,242355,243100,245502,248076,251487,255333,258266,259587,262581,266235,271442,274613,278910,282836,285215,287996,291345,295222,296287,293045,285614,280259,277144,274692,273075,272172,272584,273122,274391,276759,276685,275702,275542,275667,276429,277358,277718,276909,275443,274999,273680,273600,273634,273217,272820,271238,271453,271153,272733,275211,278871,280425,279881,276947,275541,273723,275336,277586,281935,286144,288214,288439,285240,285463,289630,298151,303260,302013
"176","23","    Gross output of nonprofit institutions \2\","DNPERC0",449167,450755,454557,453590,456757,457354,457290,461405,461907,465086,465812,468850,470792,468295,475120,478293,479144,484198,483941,485659,488541,492022,494022,497598,494705,493468,493667,495316,497605,500097,502779,505213,507526,509833,513349,517934,523515,527839,531352,534436,538068,541117,545019,548485,551615,553867,556280,558660,560705,563069,565785,568393,570499,572913,576447,579506,583512,588156,591762,595081,597390,601037,606093,609969,614284,619767,623966,627635,632549,637023,643036,646938,652402,656016,660710,664897,669693,674261,679521,684347,687811,690994,695408,701238,707437,713770,719870,726466,731466,737497,742412,747836,750645,753477,756102,757747,760634,762361,766073,767151,770217,772542,775631,778564,780773,784120,786958,790689,794630,797959,800878,805976,811377,817606,822653,826872,832481,837074,839548,840870,841265,843820,848317,853717,859052,863480,870590,875766,882948,888475,894723,899313,905166,910377,915626,921450,926264,932408,936652,941155,943555,946545,951240,956271,964126,968191,973330,972778,973981,976590,981009,986790,991723,998281,1003146,1007750,1014357,1020541,1027056,1029626,1034979,1039929,1045046,1049523,1054022,1056639,1058629,1060602,1060139,1061827,1062538,1065026,1067086,1070517,1074331,1077755,1080580,1084238,1084147,1082580,1081949,1084626,1089721,1096467,1101145,1105530,1108791,1113895,1116464,1121355,1124562,1126209,1125390,1125236,1128263,1132701,1137753,1138895,1138798,1138843,1142877,1148280,1155917,1161808,1171591,1177407,1182736,1182631,1186086,1192352,1200477,1205535,1209577,1212967,1216016,1215715
"177","24","    Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRC0",348692,350544,353882,352297,355012,355179,354971,358708,358738,361356,361446,363771,364111,360140,365753,368559,368632,372625,371554,373801,377201,381023,383916,389777,389037,389239,390107,391919,394250,396299,398585,400124,401308,402240,404193,407136,410520,412841,414360,415269,416734,417974,419854,421203,422687,423321,424171,425638,427714,430166,432003,433147,434327,435776,438261,440016,442495,445545,447930,449700,450143,451830,454411,457470,460317,463479,465747,467495,469452,471319,474525,477011,480793,483805,486981,489264,491730,494698,498737,502543,504896,507503,511303,516054,520301,524419,527977,532374,535483,539227,542087,545326,546954,548858,549946,551662,555198,558250,561343,562449,564660,566418,569212,572642,575018,578038,581042,585309,588750,592004,594417,599649,604604,610349,615266,619900,626092,630372,633293,636769,640053,644171,646446,647953,651279,655057,662222,665856,669805,669711,672120,673581,676257,678863,681180,683759,686016,690280,693366,697583,700723,705537,709694,713237,718256,722010,727158,729345,731626,733490,735507,738714,740235,742948,744880,748163,751776,754307,755614,755013,756068,757093,759830,761527,762678,761416,762342,767557,774525,781568,785394,790333,794011,798345,801747,804632,806190,807479,807462,806878,806408,808959,813292,819109,823427,828621,833348,838896,842784,847755,850929,852991,852570,853998,856810,861548,865020,863684,859927,858418,862997,871332,880376,888085,896256,899821,900801,896486,897872,903913,915238,920071,919947,914816,912755,913702
"178",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","25","  PCE excluding food and energy \4\","DPCCRC0",4182780,4179354,4224327,4220754,4256508,4299983,4291234,4322492,4350220,4345783,4378199,4413417,4395419,4438093,4469023,4497765,4511256,4521311,4548739,4565919,4593979,4612093,4629689,4654742,4682459,4704207,4731451,4732418,4746589,4782650,4827849,4867443,4873420,4898221,4931032,4962815,4978874,5009700,5033647,5078153,5117537,5141577,5164459,5201072,5241031,5281524,5300899,5349288,5346101,5379953,5400035,5444144,5473376,5499129,5514744,5554682,5597361,5621133,5668964,5729980,5755153,5823332,5873648,5857365,5888241,5899922,5924546,5961074,6028945,6035926,6047117,6060744,6102402,6126648,6122412,6140033,6168751,6195586,6213975,6261389,6154154,6365233,6353682,6333918,6367596,6405011,6404648,6466328,6430723,6478532,6530525,6555309,6532422,6556202,6582299,6635941,6637151,6612138,6669330,6706266,6744186,6798436,6843526,6908808,6898117,6921987,6975686,6994398,7030834,7065377,7121066,7134428,7190858,7175912,7244283,7264766,7328744,7352533,7374960,7435191,7440448,7494662,7521922,7607492,7581408,7671439,7735635,7704822,7701434,7733546,7796932,7837324,7925032,7933163,7972842,8010048,8021144,8059686,8090210,8103336,8162213,8199122,8227670,8296029,8318355,8333114,8375865,8374637,8426740,8434696,8459753,8504486,8527505,8558029,8584135,8592056,8609449,8600209,8610781,8646565,8678183,8688908,8678177,8693943,8648076,8588682,8569267,8524974,8554114,8536716,8497713,8512034,8527949,8537934,8575362,8669075,8580940,8619004,8649549,8668150,8665790,8691115,8773117,8798182,8816620,8845627,8862912,8904551,8924095,8984064,9016736,9019476,9057962,9095957,9140076,9165772,9183517,9214050,9245763,9272886,9313299,9343954,9360726,9387535,9458176,9511613,9529271,9537459,9553684,9570853,9604526,9616708,9669857,9681497,9740869,9784914
"180","26","  Energy goods and services \5\","DNRGRC0",245830,253292,242026,250478,254367,255397,257791,261001,247195,244784,253369,254566,261641,265408,271666,274348,277118,270284,263491,268904,260974,270776,275726,275926,280652,280117,270778,277467,266968,263768,269105,268365,275022,285622,275072,277814,257788,260199,260799,252633,261708,268543,262579,260438,259059,251174,246188,248234,250724,242925,253681,269485,267604,271849,281076,283230,287618,291010,274942,294163,290865,298824,306061,307645,312344,330725,326246,323331,337397,332826,336799,362666,350614,346694,344803,334142,349416,338002,331086,318440,331589,315408,287308,283580,280932,283550,298288,307928,317672,313583,317065,319472,320180,335948,334469,333375,355597,372036,367638,363633,336817,328754,339280,362453,367059,358767,361642,367674,385583,389624,376489,381724,393351,399468,394846,394899,403877,422259,436822,431045,427411,425621,443787,444224,437264,437155,465940,497048,546716,545028,508482,504973,490147,509613,505528,520395,535815,527320,570467,561930,529571,501689,491130,500717,512124,532153,527327,568507,550482,552393,558671,557837,567823,550719,592377,598303,598227,599850,631011,627405,640551,676055,688173,662344,652647,616969,507463,451254,467720,470253,477356,464078,463710,501313,493250,525816,524110,533610,523599,550777,558115,552760,536590,527106,540467,538994,543730,552315,552808,565003,579858,609509,605681,598932,625934,632065,643135,632105,649420,635498,642208,642504,625700,607170,602145,619121,615939,639642,621138,609234,614236,632302,651364,653822,621346,599075
"181","27","  Market-based PCE \6\","DPCMRC0",4351403,4346044,4374992,4382919,4422934,4455507,4458679,4490811,4507581,4496109,4534559,4576448,4555732,4593809,4635863,4668641,4687108,4686374,4696220,4718694,4734315,4775847,4799043,4820918,4846787,4864215,4884172,4883727,4881490,4914080,4963966,4997196,5009021,5038512,5054947,5081955,5075855,5104999,5123112,5157757,5202860,5230197,5239997,5272849,5308957,5338642,5352510,5407539,5409003,5436329,5465723,5522990,5552300,5577772,5599623,5638073,5684932,5702106,5730958,5819829,5807685,5881033,5934081,5927843,5953826,5984877,6001446,6030132,6108273,6111784,6125661,6173529,6195183,6214317,6205171,6208025,6251819,6268910,6275980,6312900,6256699,6411104,6370088,6348784,6375996,6412137,6428744,6487312,6462295,6505598,6558750,6585153,6551293,6585592,6612337,6657968,6679016,6680755,6731777,6762818,6767816,6814268,6863554,6959400,6955221,6964287,7020137,7039124,7097776,7121668,7168506,7179737,7240273,7227376,7288125,7305600,7371312,7418660,7454859,7509644,7508083,7566428,7595962,7679349,7648689,7730423,7820838,7818965,7867607,7890475,7905684,7941366,8004091,8028274,8054509,8107263,8138077,8163290,8240343,8241509,8267556,8277472,8286252,8365729,8398980,8429875,8470344,8505203,8543914,8554988,8580089,8619992,8649619,8666801,8742125,8757934,8770927,8754064,8808940,8840638,8893500,8946014,8950414,8936385,8877248,8785758,8652364,8568573,8628574,8627732,8601015,8606462,8631043,8676542,8703941,8825682,8742259,8780895,8791651,8850233,8848533,8870162,8919556,8922005,8948488,8974719,8990112,9048265,9069114,9137740,9194616,9232322,9264902,9298603,9364710,9405912,9432172,9450700,9492104,9510571,9551594,9595518,9599473,9598125,9666109,9738285,9758654,9794365,9792561,9793543,9833507,9871675,9936103,9943383,9964614,9979763
"182","28","  Market-based PCE excluding food and energy \6\","DPCXRC0",3662788,3654176,3693352,3692688,3725520,3756971,3758575,3786659,3815817,3806505,3835404,3870204,3842739,3876301,3908899,3935304,3951658,3954442,3969573,3986031,4008739,4036903,4054133,4074395,4094818,4111106,4138484,4133769,4144224,4178984,4219204,4253242,4257288,4275957,4301142,4328745,4340765,4366704,4382110,4423372,4457466,4474910,4489204,4523289,4558571,4594783,4611058,4659039,4656362,4688473,4706390,4743874,4772623,4795344,4805257,4838302,4875230,4892388,4933015,4981910,4998459,5055989,5093239,5084490,5105170,5111557,5132619,5162856,5224460,5228392,5238552,5255527,5288077,5311996,5305823,5312179,5337781,5367727,5381059,5428441,5356354,5526410,5514460,5492982,5526153,5557742,5557010,5608279,5571536,5618322,5665326,5691759,5657861,5672813,5695087,5741575,5736909,5719602,5773876,5807692,5843046,5890117,5923584,5989622,5979601,5995912,6045699,6059494,6091587,6115277,6168901,6172926,6218613,6199015,6262104,6276328,6327428,6353693,6371798,6428710,6427743,6485769,6495743,6571346,6549840,6626962,6688954,6651535,6645820,6664860,6715328,6752330,6829443,6827223,6859711,6894490,6905572,6939606,6970625,6976678,7036347,7063799,7083234,7145773,7164705,7172559,7214978,7209658,7262176,7266761,7280631,7324296,7339992,7371320,7398092,7402835,7417634,7398955,7415959,7442990,7478826,7485959,7477915,7490418,7442582,7391555,7370798,7349716,7391018,7389119,7356231,7376982,7399668,7407235,7444539,7533257,7448225,7475733,7495498,7518169,7511336,7527002,7597583,7613689,7625326,7654898,7669120,7706155,7724693,7778470,7811970,7816078,7848540,7882507,7921635,7947410,7962997,7988759,8011146,8038193,8074636,8112299,8131877,8158747,8219201,8271101,8293996,8301971,8317641,8332332,8363598,8383927,8426731,8425425,8483133,8519926
