"","Table 2#3#5U# Personal Consumption Expenditures by Major Type of","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"123","40","  Food services and accommodations","DFSARC0",82932,86041,85426,85168,86305,85321,86199,85551,85246,85212,87439,87136,87950,89766,92978,94221,94625,96712,98674,100028,101274,101635,103033,104347,104151,106567,110485,108390,107988,109207,109431,111577,113285,114158,117520,118294,120313,116712,118354,118766,119412,120248,120811,122131,123368,125230,126296,129016,131112,131209,132590,133334,134239,134010,133579,134374,135820,136269,134935,135516,134509,138931,137946,139670,141073,142307,144065,144812,144822,147155,147295,147516,149291,149876,151127,151131,151721,153062,154584,154237,156418,157246,159034,154867,161611,162051,161190,161993,162316,163749,165237,167276,168514,165628,169107,170320,168415,170563,172662,173205,175063,175439,175113,174864,176119,177373,177081,175690,180463,181411,182194,184724,185643,185407,186693,188245,188495,190515,191141,195314,195498,199493,199287,201443,202123,202979,204215,205195,205948,208789,212593,214987,212376,213583,218725,219684,222266,225369,227542,231077,232363,233527,236263,237389,238763,235630,238096,238271,240070,241045,243175,244112,247120,247989,248608,248280,254133,257156,259712,260915,261198,264077,266488,266904,266633,265889,265746,263967,264079,267713,267535,271476,274040,276756,276435,276206,274762,275298,277272,279168,284946,285421,284811,281343,282966,277493,280532,285494,286720,292167,296885,296973,295589,293387,291524,296389,297315,299586,298890,301574,304765,301405,301344,301502,293470,304948,307967,306512,306748,310426,312360,309696,311618,312479,313104,314695
"124","41","  Financial services and insurance","DIFSRC0",62968,62966,63326,64716,65728,66768,68884,69307,70196,71696,73193,73676,75163,76166,78090,80723,81385,80852,80366,82238,82158,83340,83616,83424,81526,78658,80128,86247,89783,91687,90768,91005,91018,90668,89029,90956,90642,92356,92745,90034,91693,93102,94403,95471,97833,101070,103557,104276,105359,103345,103707,103929,102758,101861,101438,100481,98736,98505,101427,102395,103275,104016,106803,107777,110186,111219,114043,120009,123016,129859,132332,133332,140824,142591,140922,138628,138087,141556,148105,152733,156848,154501,149150,146560,142529,148637,150833,153546,154351,154730,159029,164266,162023,159986,160809,167917,177220,178748,178094,177811,179553,178967,182283,185122,181949,180187,181161,185375,186602,191291,195140,194358,193053,196278,196810,196778,199592,199388,203602,207083,208452,208148,207769,206438,204171,203052,205925,207252,207017,210395,207472,209426,212923,213988,214653,215626,216070,219326,221098,222077,223080,223901,223866,226293,230533,231792,232179,233814,234211,235893,235821,236338,236834,239726,239862,241908,242567,243694,245545,250467,254235,256216,255578,257308,256369,256823,258276,261537,268738,274942,277437,278805,278244,279639,282154,285053,285897,288200,289576,295068,304281,305217,305026,306097,306027,307978,311874,313734,315789,319101,320790,325206,328810,331404,332155,336399,341476,342141,342113,345251,346098,350474,348599,347260,349964,348627,349623,346245,345518,344730,347950,350832,351288,350458,350745,352332
"125","42","  Other goods and services","DOISRC0",77504,79567,81164,82160,82217,82079,84418,84500,86345,88357,88147,88730,88776,89722,91056,92054,92422,93646,93794,94963,95904,94716,95498,95586,95429,96807,96885,97078,98434,99731,100025,102406,103283,104032,105364,105429,108167,107772,108182,107991,108631,108773,109833,109524,111968,115053,114496,117711,117512,118045,118628,119771,120602,121574,122115,122299,122980,123270,123649,124310,122713,124111,124687,126252,126512,126641,127685,127751,129124,131334,132300,134153,136666,137052,138507,140355,141462,142614,144611,145354,147139,148222,149373,149836,151934,151725,152676,154618,155528,157693,157878,158599,161006,161114,163826,165266,165821,167892,168495,169541,171146,172124,172919,175399,177356,178331,179422,180760,181719,182270,184349,185094,186825,187991,189277,191242,192967,198628,199296,200538,199908,203533,203193,204941,205976,207610,208927,210337,210554,212983,214466,215547,217955,218915,221388,221970,223077,223507,225997,226486,228586,230642,231705,234457,238408,237809,238614,241330,243006,244715,247298,248012,250422,251040,252320,254842,256087,257478,259604,260229,261477,263539,265263,264754,264949,264595,265211,264379,263159,264192,265792,266568,268024,267570,268187,268497,268925,270039,271810,273340,280113,282983,284699,285759,287863,289316,291266,293807,295226,296898,296394,296335,299108,300048,300974,302435,305420,307032,309193,306762,305309,304825,305689,307669,309289,310245,310677,311732,313286,315478,317461,319955,320564,323699,324628,325441
"126","43","  Net foreign travel and expenditures abroad by U.S. residents","DNFTRC0",4464,4661,4595,4540,4608,4550,4254,4011,3927,3936,4026,4160,4137,4407,4485,4074,3837,3873,4260,4524,4719,4740,4026,3915,3675,3657,3963,4077,4425,4329,4482,4560,4326,4041,3804,3561,3913,3827,3612,3443,3374,3299,3249,3241,3392,3516,3623,3994,600,1156,1130,568,123,17,608,978,694,-108,-490,-287,945,1833,2315,2231,2095,2106,2092,2311,2753,3393,3801,4229,4088,3828,4381,5085,6088,5915,5805,5390,5353,6080,6483,6718,6524,6537,6630,5932,5313,5735,6713,7956,7928,6993,6340,6172,6943,7494,7274,8012,8592,9335,8332,8594,8309,7488,6341,6185,6350,4441,3412,2783,1916,2175,2515,2877,2817,2735,3118,4417,5352,7008,7545,7350,6547,5688,5064,5034,5085,5738,6050,6300,5954,5711,4608,4164,3315,2411,1990,1416,1263,636,1037,867,-1056,-1151,-2159,-2258,-2523,-3087,-4147,-4300,-4547,-6441,-6425,-6254,-4724,-5726,-6037,-5790,-5920,-5682,-6574,-7316,-8341,-10079,-12741,-13144,-12261,-9863,-10550,-12355,-14799,-16468,-16738,-16993,-17413,-18154,-18550,-18485,-20353,-20780,-18465,-22312,-19762,-18779,-18578,-21128,-19483,-21104,-19787,-18872,-20409,-22848,-20342,-21663,-22665,-21756,-21756,-21043,-19255,-21839,-13970,-20399,-13887,-14435,-22276,-17114,-17106,-20002,-18762,-15465,-15366,-15848,-20030,-19676
"127","44","Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRC0",21236,21060,20934,20969,20827,21407,21588,21973,22210,22931,23135,23229,23539,23399,23541,23857,23951,24519,24758,24651,24919,25465,25378,25705,26685,26948,27192,27432,27462,27843,27615,27586,27620,28431,28971,29795,29944,30063,30320,30692,31197,32023,32156,32401,32543,33302,33901,34119,34067,34789,34791,35055,35453,36322,36355,36792,36899,37733,38392,38518,38832,39064,39005,39262,39390,40027,40392,40608,40749,41213,41106,41419,42101,41637,41234,41842,42011,42660,43029,43176,43525,44222,44599,44861,45373,45195,45371,46891,47086,47191,47969,47804,48880,49076,49750,50513,49076,49225,48971,49179,49770,50359,50316,51038,50944,51322,51687,52263,52809,53636,54137,55085,55737,55767,55658,55991,56410,56077,57074,56027,56774,57359,56994,56908,57572,57986,58732,59438,59725,59484,60753,60660,62840,63946,63812,64773,66251,66392,67528,67765,68927,69941,69483,69485,69823,68750,69383,71404,70793,71345,72682,72346,73082,73976,73376,73627,74024,75172,76344,77435,78313,79465,80772,81875,82981,82881,83200,82897,82400,82452,82686,83052,83464,84077,84404,84851,85151,85427,86216,86769,87591,89152,89978,91045,91375,92028,92853,94232,94769,95208,95124,94769,93750,93161,93277,93535,93795,94050,94499,95094,95456,95850,96188,96803,97608,98308,99089,99824,100877,102005,103152,104129,104951,105779,106497,106220
"128","45","  Gross output of nonprofit institutions \2\","DNPERC0",82457,82862,83664,84858,85623,86022,86718,86937,87429,88907,89546,90775,92276,93064,93960,95721,96862,98393,99092,99569,100551,102135,102007,103742,105536,106195,106967,108335,109301,110601,111287,111549,112456,115266,116508,118415,119961,121188,122341,122817,123513,126031,127829,130888,132524,134550,136291,137532,138912,141080,142009,143739,145524,147422,148800,149862,150732,152545,155650,157012,157290,159349,160542,161927,163236,165109,167057,168153,169537,171500,172486,174980,176201,175986,177186,178333,179871,181010,181100,183017,183520,185840,186800,187553,190679,190077,191157,193938,195132,195652,197379,197483,200036,201291,202187,204672,203441,206113,206128,207664,208386,210108,211843,213709,215809,217219,218741,221437,222859,224875,225478,227501,228771,229793,229595,231350,233308,234164,236558,236408,238047,240889,242736,243764,246382,248943,251310,253624,254932,256436,259623,259685,264595,267092,269865,272062,276090,276991,281745,284210,285624,287805,289699,292070,294991,294224,296219,300703,300708,302891,306471,307495,309806,313573,314880,317040,320914,322897,326811,329928,333479,338093,342355,344901,346756,348894,350972,352278,352310,355668,356398,360963,361908,365705,367691,370748,373030,376489,379360,383854,385898,387793,392101,395172,396940,399473,402642,406337,408986,410308,410679,413264,413997,417364,416688,418744,420422,422668,426108,426267,427181,428651,430333,431210,432259,434707,436682,438071,441900,442056,446046,448361,451304,452788,455928,456109
"129","46","  Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRC0",61221,61802,62730,63889,64796,64615,65130,64964,65219,65977,66411,67546,68737,69664,70419,71864,72911,73874,74335,74918,75632,76670,76629,78037,78851,79246,79775,80903,81838,82758,83673,83963,84835,86836,87537,88621,90017,91125,92021,92125,92316,94008,95673,98487,99981,101248,102390,103413,104844,106291,107218,108684,110071,111100,112445,113070,113833,114812,117258,118495,118458,120284,121537,122665,123846,125082,126665,127545,128787,130287,131380,133561,134100,134348,135951,136491,137860,138350,138071,139841,139995,141618,142200,142692,145305,144882,145786,147047,148047,148461,149410,149679,151156,152214,152438,154159,154365,156888,157157,158484,158617,159749,161527,162671,164864,165897,167054,169174,170050,171239,171341,172415,173035,174026,173938,175359,176898,178087,179483,180381,181273,183530,185742,186856,188810,190957,192578,194186,195207,196952,198870,199025,201755,203146,206054,207289,209839,210599,214217,216446,216698,217864,220215,222586,225168,225474,226836,229298,229915,231546,233790,235149,236725,239597,241504,243413,246889,247725,250467,252493,255165,258628,261583,263026,263775,266013,267771,269381,269910,273216,273712,277911,278444,281628,283288,285897,287879,291062,293144,297085,298306,298642,302123,304128,305565,307445,309789,312105,314217,315100,315555,318496,320247,324203,323411,325208,326626,328617,331610,331173,331725,332800,334145,334407,334650,336398,337593,338247,341022,340051,342894,344232,346353,347009,349431,349889
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","4. Food consists of food and beverages purchased for off-premises consumption;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","food services, which include purchased meals and beverages, are not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","5. Consists of gasoline and other energy goods and of electricity and gas services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
