"","Table 2#4#6U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210"
"237","229","      Food services","DFSERX0",441817,446351,444217,447157,448372,448555,446853,448126,451960,458629,460798,461239,464673,466633,472935,471283,470135,470965,472333,469236,473707,474242,471747,464466,479542,475175,472493,471221,473449,473104,474415,477301,467388,471080,470455,480766,479762,480178,476624,482057,479285,481115,481444,480052,482725,478805,482100,483937,484893,482032,488317,488344,495772,498216,499056,503492,500269,507296,508852,504200,509050,509799,513600,511685,512184,512314,516080,512857,517971,518817,519183,525191,520775,526947,521220,529631,527903,530500,530002,530566,529405,533312,537002,536381,549267,539602,541886,541149,540028,538299,537508,543631,547900,547673,547476,560053,548776,542730,550040,546725,549483,551489,550501,551492,550491,552458,550312,560425,550011,542511,543773,546749,548016,545899,544100,541038,538625,536400,534470,531079,529389,526039,520075,519693,519031,515813,515293,515318,512082,511139,515266,515828,513019,520882,523078,523867,522845,524021,524662,528013,527489,530035,532574,531579,531303,538565,537750,533744,536620,538865,536588,538800,541765,542399,540840,539130,546159,547525,546194,549676,547017,547017,550169,548303,550717,549153,554133,557134,559105,556598,558163,552206,553839,551772,553974,552635,555824,559076,566714,560823,555143,559924,566288,568398,571661,572955,573750,575962,580420,584863,585013,591594,589608,588540,594699,599150,600846,601243,601286,602897,603844,606368,610310,616606,609515,618048,612562
"238","230","        Purchased meals and beverages (102)","DPMBRX0",430293,434811,432665,435591,436795,436952,435243,436517,440350,447007,449162,449579,453003,454957,461249,459572,458409,459229,460590,457471,461922,462457,459944,452652,467705,463324,460637,459356,461573,461215,462507,465374,455455,459151,458531,468843,467830,468238,464673,470101,467316,469135,469441,468028,470663,466703,469951,471752,472646,469700,475908,475894,483297,485713,486530,490940,487698,494694,496222,491533,496358,497087,500859,498903,499349,499433,503152,499883,504932,505700,505973,511890,507372,513446,507612,515905,514062,516543,515928,516352,515006,518797,522359,521586,534310,524487,526621,525757,524537,522707,521802,527825,532012,531758,531523,544080,532780,526724,534043,530737,533497,535490,534507,535516,534548,536558,534447,544613,534253,526806,528111,531119,532418,530304,528504,525442,523015,520775,518834,515423,513696,510323,504351,503979,503317,500107,499606,499682,496526,495680,499912,500596,497926,505915,508206,509067,508084,509272,509903,513225,512634,515089,517517,516390,515967,523094,522150,518025,520805,522968,520630,522804,525752,526383,524830,523153,530240,531657,530360,533892,531282,531342,534553,532728,535171,533634,538654,541700,543705,541210,542794,536843,538489,536423,538628,537282,540477,543727,551368,545461,539765,544535,550881,552969,556196,557455,558215,560413,564856,569277,569396,575948,573927,572812,578947,583377,585058,585424,585427,587002,587915,590406,594317,600590,593457,601967,596441
"239","231","          Meals and nonalcoholic beverages","DMABRX0",377902,381263,378658,381102,382828,382749,381578,382647,385764,391083,392985,393379,396051,397247,401755,400519,399521,400887,401926,399361,403219,403714,401648,394917,408057,404262,401785,400677,402585,401613,402270,403825,395090,398249,397080,405017,404538,404855,401980,406781,404055,405357,405338,404918,407908,404000,406980,407762,409053,406354,411666,412038,418204,420452,421006,424452,422350,428340,429615,425929,429593,430138,433395,432016,432329,432483,435708,432825,437151,437729,438148,443378,439212,444635,439627,446368,444988,447131,446589,446744,445408,448863,451959,451245,462379,453862,455334,454847,453963,452763,451860,456973,460871,460331,459863,470387,460855,455541,461884,459328,462119,463620,462731,464067,462718,464449,462659,471351,462510,456321,457401,460123,461353,459422,457481,454986,452558,450876,449344,446398,444851,441799,436627,436456,435981,433002,432548,432700,430326,429776,433215,434121,433185,440445,443412,444613,444237,445663,446334,449247,448774,450872,452820,451099,451003,457181,456310,452855,455825,457483,455487,457530,460038,460172,458734,457368,463647,465075,463510,466510,464363,464601,467273,465411,467644,466584,470821,473458,475279,473396,474595,469344,470989,469376,471320,469906,472814,475462,481933,476772,471678,475576,481025,483163,485939,487129,487433,489267,493146,496913,497160,502674,500715,499515,505094,508950,510709,510748,510467,511796,512451,514594,518019,523431,517194,524521,519715
"240","232","            Meals at schools","DMSLRX0",18858,18942,19024,19106,19187,19267,19345,19419,19492,19561,19625,19685,19743,19795,19846,19897,19944,19989,20035,20077,20117,20154,20187,20217,20243,20263,20280,20293,20302,20309,20310,20309,20304,20293,20277,20256,20236,20213,20194,20182,20175,20174,20178,20187,20201,20220,20243,20268,20274,20274,20272,20271,20268,20272,20277,20280,20279,20278,20273,20265,20254,20242,20232,20227,20224,20221,20219,20221,20223,20227,20230,20233,20238,20235,20232,20231,20228,20222,20215,20206,20195,20182,20162,20143,20119,20101,20086,20078,20074,20077,20086,20099,20119,20143,20170,20205,20243,20281,20319,20361,20403,20449,20498,20549,20601,20654,20709,20765,20820,20857,20877,20877,20862,20828,20777,20709,20622,20514,20388,20239,20073,19924,19795,19684,19593,19522,19471,19439,19429,19437,19464,19508,19736,19945,20134,20305,20457,20591,20708,20806,20887,20949,20990,21010,20783,20573,20380,20207,20054,19918,19804,19709,19634,19578,19540,19521,19430,19342,19262,19188,19119,19057,19002,18955,18915,18880,18851,18826,18807,18792,18783,18779,18778,18786,18799,18817,18842,18871,18905,18942,18984,19023,19059,19093,19125,19155,19183,19209,19234,19255,19273,19287,19314,19343,19371,19400,19429,19459,19490,19522,19554,19587,19620,19651,19682,19711,19740
"241","233","              Elementary and secondary school lunches","DESLRX0",7545,7565,7585,7606,7627,7649,7671,7693,7714,7736,7756,7776,7796,7814,7832,7851,7868,7886,7904,7921,7938,7954,7970,7985,7998,8008,8017,8022,8025,8026,8025,8021,8014,8004,7991,7975,7959,7941,7924,7909,7897,7886,7876,7868,7862,7858,7854,7851,7849,7846,7842,7839,7837,7838,7840,7842,7843,7845,7846,7847,7847,7847,7848,7851,7855,7859,7863,7869,7875,7883,7889,7896,7904,7908,7913,7917,7922,7924,7927,7928,7929,7928,7925,7922,7917,7912,7905,7898,7891,7883,7876,7867,7859,7849,7838,7827,7815,7801,7787,7773,7758,7744,7730,7715,7700,7684,7668,7651,7633,7611,7585,7556,7523,7487,7448,7406,7359,7308,7254,7194,7132,7073,7018,6968,6923,6882,6846,6815,6788,6766,6748,6734,6674,6618,6565,6516,6471,6429,6392,6358,6328,6303,6280,6261,6235,6209,6184,6161,6137,6115,6094,6074,6055,6036,6018,6000,5951,5902,5856,5812,5769,5729,5691,5656,5622,5590,5560,5532,5505,5479,5454,5429,5405,5382,5360,5339,5318,5299,5280,5261,5242,5225,5210,5197,5186,5176,5169,5163,5160,5158,5158,5159,5150,5142,5133,5125,5116,5108,5100,5093,5085,5078,5070,5062,5054,5046,5037
"242","234","              Higher education school lunches","DHSLRX0",11313,11377,11439,11500,11560,11618,11674,11727,11778,11826,11869,11909,11947,11981,12014,12046,12076,12104,12131,12156,12179,12199,12217,12233,12245,12255,12263,12271,12277,12282,12286,12289,12290,12289,12286,12281,12277,12272,12270,12272,12278,12288,12302,12318,12339,12363,12389,12417,12425,12429,12430,12431,12431,12434,12437,12438,12436,12433,12427,12418,12407,12395,12384,12376,12369,12362,12356,12352,12348,12345,12341,12337,12334,12327,12320,12313,12306,12297,12288,12278,12266,12254,12237,12221,12203,12190,12182,12180,12183,12194,12210,12232,12261,12294,12333,12378,12429,12480,12532,12588,12645,12705,12768,12834,12901,12970,13041,13114,13187,13246,13291,13321,13338,13341,13329,13303,13262,13206,13134,13045,12942,12852,12777,12716,12670,12640,12625,12625,12641,12671,12716,12774,13062,13326,13569,13789,13987,14162,14316,14448,14559,14647,14710,14749,14548,14363,14195,14047,13916,13803,13710,13635,13579,13542,13522,13521,13480,13440,13406,13376,13349,13328,13311,13300,13293,13290,13290,13294,13302,13313,13329,13350,13374,13404,13439,13478,13523,13572,13626,13682,13742,13797,13848,13896,13939,13979,14014,14046,14074,14097,14115,14128,14164,14201,14238,14275,14312,14350,14389,14429,14469,14509,14549,14588,14628,14665,14703
"243","235","            Other purchased meals","DOPMRX0",359052,362330,359639,362002,363647,363486,362236,363230,366274,371528,373366,373700,376316,377459,381919,380629,379583,380904,381899,379290,383107,383565,381465,374708,387816,384004,381512,380391,382289,381312,381967,383522,374799,377967,376816,384765,384307,384646,381793,386602,383885,385187,385164,384735,387709,383783,386739,387495,388780,386080,391393,391766,397935,400179,400729,404171,402069,408062,409341,405664,409340,409896,413163,411790,412106,412263,415489,412606,416929,417502,417918,423145,418975,424400,419395,426138,424760,426909,426374,426538,425213,428680,431796,431101,442256,433758,435246,434767,433887,432685,431772,436872,440751,440187,439692,450182,440611,435259,441564,438965,441714,443170,442231,443516,442115,443793,441949,450582,441690,435467,436526,439247,440492,438594,436704,434277,431936,430362,428957,426158,424777,421874,416832,416772,416388,413480,413077,413261,410898,410339,413752,414614,413449,420502,423278,424307,423776,425067,425622,428436,427879,429917,431825,430081,430216,436614,435938,432655,435785,437582,435702,437846,440436,440627,439226,437877,444257,445778,444293,447373,445294,445596,448327,446511,448788,447763,452037,454703,456548,454677,455889,450632,452281,450657,452592,451156,454043,456666,463112,457905,452759,456623,462043,464150,466897,468058,468334,470143,474002,477752,477982,483488,481498,480268,485825,489656,491388,491395,491084,492381,493003,495114,498510,503900,497618,504930,500084
"244","236","              Meals at limited service eating places","DMLSRX0",184341,187064,184558,184297,186140,185386,185011,184768,186894,190036,190849,190874,192515,191939,193250,193906,193540,196044,194507,194052,195794,195637,195008,190934,198461,197871,196945,195254,195079,194409,195444,194990,191812,194888,193457,196894,195968,197167,195788,198258,197206,198075,198711,198636,201073,197227,198488,196739,199295,197524,201199,200302,204160,205252,204890,205772,205478,210794,211637,209531,209726,209795,212347,212827,212040,211222,213656,211256,211905,212730,213689,217336,215510,216388,213870,218374,217691,218870,218882,217499,216568,217663,220419,220035,226493,222077,222830,221608,220791,219956,219358,221709,222747,222121,220111,222894,219674,216043,220398,218252,221881,223421,223109,224184,224362,224117,223270,226397,224518,220369,220120,222861,223723,222700,222145,220957,221379,221167,219257,216508,215477,215816,212688,214893,214770,213132,212536,212897,210413,209153,213179,213691,214147,218982,218538,217839,218858,220926,221050,223567,223732,224996,226043,223482,223309,227901,226855,224376,225206,225652,223438,225287,226700,226532,227247,225548,229446,230783,229467,229655,229584,229292,230554,229951,230850,231510,233235,233203,237203,236767,237074,234845,235952,234646,237199,234170,235830,236068,238958,234528,231855,232737,237815,240293,241891,244118,244899,243566,246337,247637,246361,248057,247416,246197,250804,254025,253493,253616,253779,254788,254431,255301,257729,258660,256204,259617,256725
"245","237","              Meals at other eating places","DMOERX0",172627,173099,172805,175406,175276,175825,175008,176218,177097,179161,180156,180429,181367,183012,186032,184175,183476,182367,184830,182718,184820,185441,184001,181277,186829,183680,182121,182660,184716,184349,183930,185827,180288,180367,180606,185049,185541,184700,183249,185562,183864,184282,183573,183364,183945,183798,185449,187883,186655,185730,187287,188513,190809,192004,192866,195330,193606,194269,194722,193192,196573,197071,197851,196039,197118,198073,198911,198431,202022,201786,201290,202882,200549,205039,202622,204735,204139,205067,204522,205996,205536,207919,208295,207958,212644,208546,209260,209978,209872,209525,209195,211945,214792,214814,216259,223889,217580,215907,217811,217361,216496,216464,215681,216128,214502,216429,215439,220946,214074,212036,213265,213222,213643,212736,211259,210151,207449,206110,206628,206521,206210,203017,201058,198810,198565,197259,197488,197438,197541,198206,197583,197946,196329,198435,201742,203507,201944,201165,201614,201853,201123,201878,202720,203534,203895,205635,206085,205278,207572,208941,209275,209618,210761,211096,209023,209416,211857,212034,211804,214654,212692,213194,214643,213410,214868,213367,215866,218386,216266,214879,215723,212832,213369,213150,212586,214095,215249,217588,221124,220417,217923,220886,221250,220888,221977,220923,220557,223597,224669,227056,228603,232382,231061,231055,232038,232608,234862,234777,234287,234531,235586,236803,237736,242160,238326,242226,240304
"246","238","              Meals at drinking places","DMDPRX0",2121,2238,2310,2289,2252,2277,2226,2231,2288,2348,2376,2407,2451,2494,2599,2543,2567,2545,2555,2539,2506,2488,2471,2494,2545,2513,2517,2515,2498,2553,2613,2689,2720,2773,2790,2842,2803,2809,2788,2814,2857,2877,2944,2803,2783,2803,2839,2854,2864,2847,2953,2968,3003,2959,2990,3063,2999,3074,3062,3014,3072,3056,3011,2996,2998,2999,2969,2946,2996,2991,2959,2969,2966,2979,2911,3060,2961,3006,3009,3054,3115,3093,3098,3124,3149,3165,3185,3191,3226,3202,3215,3208,3181,3213,3242,3262,3258,3191,3264,3245,3276,3242,3402,3174,3237,3212,3205,3178,3087,3033,3095,3142,3109,3142,3292,3160,3114,3091,3069,3124,3089,3040,3086,3069,3053,3089,3053,2926,2945,2981,2989,2978,2976,3092,2998,2955,2973,2983,2963,3027,3037,3058,3077,3071,3017,3090,3007,3005,3006,2986,2980,2935,2971,2993,2958,2912,2954,2962,3021,3061,3015,3108,3128,3148,3068,2882,2933,3112,3081,3034,3094,2960,2966,2864,2815,2893,2966,3008,3027,2951,2972,2984,2972,2968,3029,3023,2890,2978,2997,3057,3011,3040,3015,3011,2977,3015,3026,2995,3011,3054,2978,3001,3036,3073,3080,3080,3050
"247","239","          Alcohol in purchased meals","DAPMRX0",52171,53357,53853,54339,53783,54029,53477,53682,54408,55767,56018,56038,56803,57585,59414,58963,58797,58220,58548,57990,58585,58623,58174,57629,59540,58954,58751,58579,58889,59525,60176,61520,60340,60878,61446,63850,63302,63393,62697,63320,63269,63793,64127,63110,62737,62699,62963,63999,63592,63347,64245,63851,65093,65258,65523,66497,65342,66350,66603,65594,66763,66949,67464,66882,67016,66945,67439,67053,67776,67968,67821,68506,68156,68805,67979,69536,69071,69409,69335,69608,69600,69934,70399,70340,71929,70624,71287,70909,70572,69941,69940,70850,71140,71424,71656,73690,71922,71179,72156,71406,71379,71868,71773,71451,71828,72107,71786,73259,71741,70485,70710,70997,71067,70883,71021,70455,70456,69898,69490,69025,68846,68525,67725,67524,67337,67106,67058,66982,66199,65905,66696,66473,64747,65477,64808,64471,63868,63633,63594,64005,63889,64246,64726,65309,64985,65934,65861,65193,65013,65513,65172,65306,65745,66235,66118,65809,66618,66611,66871,67400,66941,66767,67302,67335,67546,67075,67855,68264,68449,67844,68225,67523,67529,67081,67341,67405,67694,68292,69458,68711,68106,68973,69869,69824,70275,70346,70796,71159,71723,72376,72250,73285,73220,73302,73860,74435,74361,74684,74964,75210,75467,75815,76302,77162,76265,77449,76728
"248","240","        Food furnished to employees (including military) (103)","DFOORX0",11512,11531,11541,11557,11568,11594,11599,11599,11602,11616,11632,11656,11667,11673,11686,11709,11724,11733,11741,11762,11782,11781,11798,11811,11833,11847,11853,11862,11873,11886,11905,11923,11933,11928,11924,11918,11928,11936,11949,11952,11966,11977,11999,12021,12059,12099,12146,12182,12244,12329,12405,12447,12473,12500,12523,12549,12568,12600,12629,12663,12690,12709,12739,12779,12832,12878,12925,12971,13036,13114,13207,13298,13399,13498,13605,13722,13838,13954,14070,14211,14397,14512,14640,14793,14953,15113,15263,15390,15489,15590,15703,15804,15885,15913,15951,15972,15995,16004,15995,15987,15985,15998,15993,15974,15942,15899,15863,15807,15755,15704,15660,15626,15593,15591,15593,15594,15607,15623,15635,15656,15692,15716,15724,15714,15714,15707,15688,15635,15556,15457,15353,15233,15093,14971,14877,14808,14769,14757,14767,14796,14862,14953,15064,15194,15338,15474,15600,15715,15811,15892,15950,15989,16009,16011,16004,15971,15919,15870,15835,15789,15739,15680,15625,15583,15557,15528,15493,15453,15422,15409,15392,15381,15370,15367,15367,15371,15370,15373,15379,15389,15399,15414,15437,15461,15499,15534,15568,15584,15602,15626,15656,15690,15723,15767,15796,15819,15835,15866,15906,15941,15976,16008,16042,16070,16103,16136,16167
"249","241","          Food supplied to civilians","DCFDRX0",10818,10835,10845,10861,10871,10884,10890,10892,10891,10904,10919,10938,10943,10945,10953,10967,10978,10982,10987,11001,11017,11012,11017,11027,11052,11067,11071,11080,11087,11097,11111,11119,11119,11101,11082,11066,11067,11063,11063,11053,11056,11054,11061,11073,11097,11130,11161,11184,11231,11265,11300,11320,11344,11374,11401,11435,11470,11514,11553,11588,11616,11642,11674,11708,11748,11776,11799,11812,11835,11865,11905,11941,11979,12016,12053,12097,12132,12169,12196,12227,12246,12255,12272,12300,12341,12381,12429,12473,12504,12524,12553,12593,12635,12670,12714,12762,12813,12853,12888,12919,12950,12980,13003,13019,13036,13057,13083,13101,13108,13110,13113,13112,13107,13100,13094,13088,13074,13055,13031,13007,12983,12961,12935,12906,12894,12893,12899,12889,12874,12857,12845,12831,12825,12816,12822,12828,12843,12860,12875,12894,12917,12942,12963,12982,12998,13017,13042,13074,13104,13129,13153,13180,13206,13233,13264,13295,13326,13356,13393,13418,13435,13442,13452,13473,13508,13544,13574,13601,13633,13669,13698,13728,13753,13783,13810,13836,13853,13873,13892,13910,13921,13936,13959,13985,14025,14063,14099,14122,14149,14182,14217,14257,14298,14345,14376,14402,14423,14453,14490,14526,14562,14597,14631,14663,14695,14727,14758
"250","242","          Food supplied to military","DMFDRX0",696,697,697,698,699,711,711,709,713,714,715,720,726,730,734,743,747,752,755,762,766,771,783,786,782,782,783,784,788,790,795,805,816,828,843,854,863,874,887,901,912,925,939,950,964,971,986,1000,1015,1066,1107,1128,1130,1127,1123,1115,1100,1087,1077,1077,1075,1069,1067,1073,1085,1103,1127,1161,1203,1250,1303,1358,1422,1483,1553,1627,1706,1787,1876,1985,2152,2258,2369,2493,2613,2732,2834,2918,2985,3066,3150,3211,3250,3243,3237,3210,3181,3151,3107,3068,3035,3018,2991,2955,2906,2841,2780,2706,2647,2594,2548,2514,2486,2491,2499,2507,2533,2568,2604,2649,2710,2755,2789,2808,2820,2814,2789,2747,2682,2600,2508,2402,2269,2155,2055,1980,1926,1898,1892,1902,1945,2011,2101,2211,2340,2457,2557,2641,2707,2763,2798,2809,2803,2778,2740,2676,2593,2513,2442,2371,2303,2238,2172,2110,2048,1984,1919,1852,1789,1740,1694,1653,1616,1583,1556,1535,1516,1500,1487,1479,1477,1477,1477,1475,1473,1471,1468,1461,1453,1444,1439,1432,1425,1422,1419,1416,1412,1413,1415,1415,1413,1411,1411,1407,1408,1409,1408
"251","243","      Accommodations (104)","DACCRX0",61615,61447,61576,61468,60509,60427,61756,60932,62753,62882,62955,62156,62174,63264,64702,64314,65394,65858,64727,65416,67903,65706,66541,65256,65068,63944,64282,62279,62313,62610,60626,62500,54678,56124,57907,58416,59114,61279,60693,62554,61950,62373,62116,64135,61709,62889,63107,63758,63025,63974,64157,64813,64807,65232,66985,68956,66512,67035,67458,67873,68644,70181,69818,69155,68834,69527,70713,70714,70985,71403,70790,72228,73475,73413,71671,74495,74656,75802,76416,76846,81587,76543,80080,80211,80572,79905,79547,79765,80036,80939,79930,80325,81765,80296,82144,81819,82421,82320,83903,81725,82890,82476,79948,82793,81830,83684,83957,82493,84310,84566,82362,86129,85763,84890,83889,86674,84523,84242,81025,83120,81640,81414,78957,81314,81232,82448,84738,83851,83366,83191,81383,85501,83846,84469,83941,84365,83829,84165,85192,84217,84404,84909,84998,84874,85537,86336,86883,86662,87411,86455,85880,86486,89733,88328,88916,88122,88867,89210,90978,90265,91681,92821,92246,93082,93624,93506,93561,94498,94559,93797,93907,94463,93259,94165,93644,95039,94249,97376,95329,97263,96714,97028,96165,97115,96462,97081,97775,98514,97353,97851,96044,99021,97908,98846,98405,98563,101217,103227,102669,99685,103346,102509,98907,101911,100130,100144,101839
