"","Table 2#3#4U# Chain-Type Price Indexes for Personal Consumption ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"152","25","P1FTBG D Food and tobacco","P1FTBG3",83.398,83.576,83.623,83.774,84.176,84.09,84.101,83.997,83.72,83.949,84.122,84.286,84.406,84.311,84.315,84.469,84.669,84.907,85.188,85.347,85.441,85.384,85.518,85.817,85.828,86.112,86.17,86.613,86.696,86.801,86.914,87.049,87.271,87.429,87.499,87.613,87.826,88.081,88.402,88.671,88.819,89.154,89.421,89.674,89.931,90.339,90.531,90.572,90.645,90.892,90.918,91.114,91.203,91.27,91.443,91.638,91.869,92.06,92.195,92.275,92.638,92.782,92.738,93.033,93.383,93.342,93.676,93.856,94.158,94.506,94.556,95.647,96.437,96.397,96.138,96.6,96.715,96.662,97.07,97.112,97.831,97.947,98.074,98.216,98.452,98.84,99.148,99.535,99.717,99.749,100.361,100.438,100.828,100.69,101.056,101.185,101.57,101.925,102.139,102.617,102.797,103.124,103.849,103.832,104.273,104.359,104.764,104.453,104.751,105.287,105.104,105.856,105.369,105.795,105.979,106.192,106.502,106.234,106.513,106.698,106.562,107.074,107.181,107.225,107.31,107.709,107.854,108.244,108.326,108.657,108.971,109.497,109.519,109.795,110.09,110.356,110.954,111.154,111.491,111.645,111.646,112.062,112.213,112.284,112.581,112.589,112.858,113.56,113.588,113.591,113.964,114.066,114.414,114.586,114.967,115.103,115.537,115.543,115.757,115.783,115.996,116.392,116.649,116.908,117.249,117.457,117.509,117.619,118.533,119.274,119.719,119.989,120.383,120.97,121.381,121.854,122.401,122.704,123.103,123.282,124.125,124.635,124.929,125.992,126.349,127.196,128.444,129.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","26","P1FXAG C   Food excluding alcoholic beverages","P1FXAG3",85.28,85.46,85.52,85.657,86.149,86.105,86.12,86.237,86.268,86.579,86.77,86.918,86.978,86.886,86.876,87.051,87.228,87.502,87.825,88.028,88.177,88.09,88.217,88.578,88.605,88.916,88.963,89.466,89.472,89.567,89.724,89.797,90.057,90.242,90.277,90.46,90.638,90.878,91.195,91.519,91.594,91.99,92.291,92.577,92.836,93.28,93.494,93.567,93.566,93.825,93.818,93.903,93.959,94.126,94.297,94.466,94.66,94.781,94.95,95.003,95.357,95.327,95.473,95.551,95.809,95.829,96.016,96.231,96.282,96.643,96.785,96.81,97.167,97.212,97.242,97.419,97.629,97.598,97.737,97.908,98.152,98.321,98.511,98.651,98.763,99.016,99.238,99.293,99.772,99.866,100.265,100.476,100.623,100.691,100.759,101.238,101.498,101.82,102.089,102.25,102.563,102.861,103.221,103.556,103.605,104.011,104.083,104.067,104.356,104.587,104.761,104.978,104.626,104.713,104.906,104.876,105.101,105.049,105.375,105.547,105.344,105.971,106.177,106.216,106.346,106.852,106.893,107.298,107.397,107.764,108.11,108.683,108.621,108.96,109.234,109.477,110.185,110.328,110.654,110.773,110.656,111.183,111.34,111.331,111.514,111.445,111.75,112.567,112.62,112.607,112.943,112.983,113.286,113.489,113.867,114.003,114.416,114.361,114.53,114.567,114.781,115.159,115.467,115.768,116.149,116.373,116.451,116.415,117.151,117.874,118.329,118.644,119.03,119.62,120.059,120.537,121.114,121.405,121.842,121.931,122.771,123.233,123.613,124.784,125.166,126.034,127.355,128.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","27","P1ALCG D   Alcoholic beverages","P1ALCG3",87.205,87.301,87.182,87.36,87.303,87.375,87.401,87.445,87.558,87.599,87.695,87.876,88.016,87.894,87.955,88.001,88.016,88.216,88.269,88.119,88.114,88.131,88.362,88.366,88.229,88.428,88.665,88.915,89.13,89.149,89.107,89.53,89.492,89.619,89.818,89.701,90.056,90.545,90.937,91.123,91.344,91.586,91.707,91.923,92.249,92.496,92.455,92.717,92.926,93.096,93.177,93.274,93.505,93.474,93.642,93.864,93.941,93.994,93.885,94.14,94.309,94.249,94.333,94.426,94.332,94.534,94.736,94.86,95.209,95.4,95.475,95.793,95.869,96.277,96.176,96.383,96.727,96.91,97.178,97.422,97.75,97.658,98.067,98.45,98.673,98.874,99.253,99.281,99.351,99.854,100.28,100.603,100.571,100.837,101.11,101.313,101.531,101.615,101.726,101.945,102.249,102.61,102.964,103.258,103.496,103.758,103.943,103.856,104.24,104.538,104.337,104.75,105.067,105.158,105.435,105.729,105.576,106.126,106.274,106.33,106.634,106.558,106.927,106.916,107.113,107.304,107.416,107.499,107.995,108.147,108.481,108.776,109.012,109.05,109.524,110.176,110.273,110.616,110.547,110.889,111.581,111.5,111.773,112.025,112.001,112.274,112.344,112.526,112.236,112.383,112.446,112.617,112.995,113.115,113.481,113.434,113.982,114.326,114.564,114.648,115.031,115.234,115.257,115.396,115.65,115.822,115.926,116.122,116.71,117.245,117.695,118.061,118.444,118.964,119.165,119.672,119.727,120.129,120.284,120.614,121.145,121.906,121.781,122.4,122.197,122.29,122.816,123.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","28","P1TOBG C   Tobacco products","P1TOBG3",60.339,60.583,60.718,60.958,61.106,60.501,60.464,58.311,54.96,54.696,54.788,55.075,55.664,55.592,55.641,55.74,56.333,56.306,56.481,56.606,56.333,56.448,56.534,56.622,56.672,56.81,56.757,56.892,57.478,57.775,57.673,58.012,58.196,58.153,58.374,58.16,58.502,58.614,58.871,58.762,59.441,59.352,59.493,59.493,59.655,59.918,60.188,59.701,60.241,60.478,60.718,61.969,62.18,61.502,61.683,62.061,62.789,63.74,63.859,63.971,64.625,66.523,64.649,67.109,68.807,67.92,69.739,69.67,72.214,72.6,71.777,83.871,89.695,88.303,85.061,88.606,87.492,86.91,90.151,88.657,94.659,94.532,93.646,93.469,94.988,96.989,98.078,102.409,99.649,98.382,101.472,99.8,103.32,100.459,104.079,100.432,102.371,103.452,103.242,107.42,106.027,106.604,111.727,107.526,112.431,108.868,113.128,109.322,109.594,113.785,109.743,116.836,113.699,118.353,118.302,121.106,123.03,119.173,119.115,119.639,119.639,119.713,118.302,118.497,117.895,117.368,118.783,119.465,118.7,118.885,118.781,119.108,119.779,119.67,119.926,119.855,119.893,120.549,121.688,121.959,122.281,122.129,121.982,122.764,125.061,125.618,125.763,125.849,126.099,126.059,127.472,128.267,129.176,129.004,129.462,129.938,130.432,130.637,131.425,131.189,131.05,132.05,132.068,131.954,131.891,131.954,131.524,133.524,137.626,138.998,139.283,138.686,139.202,139.864,140.287,140.599,141.718,141.968,142.308,143.505,145.022,145.666,145.58,145.952,147.175,149.382,151.124,151.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","29","P1CAJG D Clothing, accessories, and jewelry","P1CAJG3",109.039,109.391,108.856,109.028,108.467,108.251,108.316,109.111,108.725,108.422,108.994,108.644,107.84,107.453,108.027,107.971,108.202,108.449,108.307,107.622,107.671,107.13,107.073,106.622,106.582,105.662,106.015,106.13,105.619,105.334,105.386,105.634,105.538,105.541,105.255,105.339,105.372,104.825,105.302,104.814,104.746,104.214,104.077,102.756,103.575,103.676,103.934,103.826,104.209,103.995,104.006,104.637,105,104.765,104.572,103.659,103.847,103.522,103.448,103.593,103.303,102.586,102.222,101.969,102.287,102.151,102.169,103.294,102.047,101.944,102.062,101.301,100.918,100.639,100.363,101.277,101.308,101.225,100.979,100.725,100.894,101.158,100.924,101.055,100.504,100.326,100.298,100.111,99.937,99.631,99.499,99.511,100.047,100.09,100.068,99.977,100.308,100.333,100.465,99.586,98.968,99.243,99.096,98.446,98.112,98.364,97.917,97.642,97.478,97.427,98.062,97.785,97.377,96.925,96.417,96.996,96.705,96.347,96.341,96.146,95.632,95.467,95.039,94.752,94.567,94.887,95.126,95.094,95.205,95.34,95.116,94.827,94.892,94.992,95.21,95.385,95.658,95.828,95.908,95.33,94.988,95.129,95.413,94.965,95.077,95.155,95.601,95.181,95.091,94.823,94.63,95.104,95.003,94.725,94.925,94.443,94.723,94.171,94.706,95.401,95.484,95.819,95.268,96.014,96.46,96.074,95.962,96.086,96.379,96.925,96.15,96.003,95.732,95.686,95.963,95.465,95.732,95.795,96.226,96.429,96.929,97.013,96.138,96.835,96.655,96.757,97.953,98.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","30","P1PCRG D Personal care","P1PCRG3",88.12,87.977,88.681,88.606,88.89,88.949,89.564,89.461,89.674,89.633,89.955,89.966,90.126,89.841,89.697,90.511,90.635,90.979,90.903,90.894,90.958,91.051,91.29,91.269,91.088,91.373,91.182,91.273,91.539,91.579,91.633,91.93,91.985,92.617,92.903,92.736,92.673,92.929,92.895,92.879,93.326,92.58,92.875,93.185,93.304,93.054,93.191,93.107,93.636,93.559,93.753,94.317,94.319,94.147,93.929,93.947,94.124,94.494,95.092,94.776,95.224,95.46,95.568,95.579,95.785,95.747,95.751,95.628,96.107,96.127,95.825,95.937,96.442,96.553,97.008,97.187,97.364,97.92,97.83,98.022,98.171,98.433,98.715,98.404,98.843,99.027,99.534,99.38,99.473,99.821,100.034,100.511,100.642,100.478,100.772,101.485,101.447,101.51,101.729,101.971,101.376,101.817,102.168,102.093,102.393,102.419,102.624,102.606,102.558,102.666,102.753,103.01,102.859,103.119,102.933,102.915,102.948,103.026,103.006,102.739,102.698,102.852,103.06,103.544,103.394,103.346,103.644,103.592,103.875,103.966,103.546,103.686,103.883,104.248,104.421,104.507,104.533,104.31,104.312,104.4,104.76,104.971,105.032,105.238,105.209,105.794,105.513,105.617,105.926,105.927,106.462,106.51,106.459,106.539,106.615,107.117,107.175,107.455,107.445,107.43,107.379,107.68,107.699,107.812,108.492,108.793,108.769,109.818,109.627,109.969,110.205,110.279,110.498,110.462,110.505,110.303,110.456,110.789,111.014,111.147,111.198,111.151,111.866,112.365,112.25,112.132,112.3,112.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","31","P1HOSG B Housing","P1HOSG3",80.203,80.383,80.607,80.888,81.128,81.251,81.371,81.469,81.613,81.8,81.995,82.223,82.404,82.643,82.911,83.1,83.366,83.515,83.618,83.81,83.92,84.126,84.366,84.569,84.783,84.984,85.23,85.515,85.836,86.056,86.267,86.451,86.721,86.986,87.219,87.442,87.635,87.789,88.072,88.255,88.525,88.685,88.961,89.154,89.314,89.499,89.705,89.885,90.073,90.295,90.493,90.793,90.993,91.24,91.465,91.683,91.896,92.108,92.386,92.687,92.882,93.048,93.33,93.609,93.904,94.17,94.364,94.64,94.969,95.264,95.519,95.718,95.829,95.933,96.139,96.439,96.631,96.829,97.017,97.207,97.447,97.573,97.903,98.093,98.57,98.752,99.086,99.274,99.546,99.867,100.079,100.371,100.678,100.978,101.274,101.524,101.857,102.194,102.586,102.923,103.337,103.772,104.056,104.512,104.719,105.043,105.52,105.886,106.213,106.613,106.866,107.18,107.396,107.656,107.901,108.198,108.46,108.685,108.945,109.188,109.548,109.622,109.708,109.814,110.159,110.19,110.458,110.679,110.908,111.231,111.445,111.617,111.77,111.906,112.266,112.637,112.914,113.169,113.366,113.599,113.921,114.095,114.226,114.466,114.75,115.098,115.469,115.614,115.747,115.956,116.214,116.388,116.494,116.922,117.231,117.566,117.85,118.228,118.702,119.126,119.678,120.136,120.587,120.997,121.37,121.84,122.234,122.621,122.989,123.351,123.565,123.927,124.185,124.537,124.811,125.072,125.446,125.72,126.091,126.446,126.837,126.956,127.187,127.356,127.562,127.952,128.188,128.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","32","P1HHOG D Household operation","P1HHOG3",93.447,93.292,93.853,94.182,94.398,94.418,94.433,94.719,94.949,95.106,95.215,95.232,95.25,95.656,95.765,95.583,95.762,95.881,96.013,96.015,95.848,95.824,95.781,95.561,96.281,96.346,96.363,96.389,96.228,96.352,96.676,97.082,96.869,97.127,96.847,97.03,97.518,97.625,97.792,98.071,98.112,97.863,98.113,98.376,98.501,98.602,98.7,98.889,99.396,99.536,99.254,99.303,99.175,99.296,99.416,98.831,99.061,99.064,99.212,98.759,98.617,98.488,98.656,99.081,99.025,98.766,98.98,98.658,98.472,98.486,98.48,98.318,98.504,98.255,98.162,98.434,98.113,98.18,98.253,98.286,98.619,98.57,98.634,98.513,99.139,99.288,99.015,99.802,99.412,99.278,100.218,100.155,100.504,100.702,101.048,101.439,103.229,103.02,102.547,102.523,102.486,102.761,102.664,102.283,101.908,101.414,101.469,101.054,100.967,100.669,100.534,100.742,100.81,100.779,101.008,101.086,101.133,101.277,101.182,101.017,101.385,102.063,103.016,102.852,102.172,102.042,102.222,101.836,101.85,101.641,101.356,101.415,101.975,102.558,102.249,102.193,102.326,102.672,102.692,102.783,102.75,103.184,103.901,103.865,104.038,104.35,104.633,105.284,105.601,105.303,105.632,105.859,107.234,108.572,109.208,108.803,109.671,109.484,109.127,109.045,109.13,108.934,109.101,109.377,109.595,109.001,109.222,109.393,109.394,109.957,110.414,110.44,110.61,110.824,110.661,110.346,110.388,110.788,111.274,111.32,111.545,112.074,112.986,113.816,115.016,115.874,117.262,116.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","33","P1MEDG D Medical care","P1MEDG3",80.362,80.704,80.9,81.132,81.592,81.838,82.143,82.277,82.611,82.787,82.974,83.241,83.584,83.856,84.132,84.341,84.587,84.924,85.204,85.482,85.697,86.084,86.35,86.551,86.829,87.14,87.446,87.464,87.609,87.807,87.928,88.302,88.375,88.665,88.874,89.065,89.212,89.277,89.54,89.795,89.964,90.165,90.35,90.475,90.688,90.926,91.128,91.273,91.323,91.639,91.855,92.032,92.188,92.348,92.63,92.571,92.732,92.843,92.953,93.216,93.447,93.625,93.903,94.245,94.548,94.695,94.794,94.97,95.223,95.336,95.466,95.63,95.836,96.098,96.278,96.481,96.727,96.945,97.196,97.419,97.658,97.947,98.119,98.404,98.595,98.768,98.953,99.285,99.525,99.753,100.199,100.476,100.729,100.953,101.24,101.524,102.138,102.551,102.836,103.15,103.371,103.75,103.86,104.149,104.418,104.606,104.866,105.028,105.131,105.39,105.609,105.787,106.055,106.255,106.563,106.849,107.129,107.419,107.726,108.094,108.302,108.557,109.04,109.347,109.865,110.092,110.546,110.888,111.272,111.705,111.833,112.316,112.856,113.18,113.552,113.982,114.283,114.537,114.859,115.097,115.389,115.609,115.968,116.261,116.61,117.002,117.43,117.566,117.93,118.232,118.526,118.743,119.15,119.652,120.089,120.262,120.326,120.656,120.984,121.362,121.667,122.015,122.413,122.763,123.04,123.26,123.352,123.598,124.751,124.932,125.079,125.332,125.557,125.834,126.095,126.466,126.884,127.371,127.532,127.892,127.829,128.023,128.392,128.511,128.673,128.91,129.237,129.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","34","P1PBUG C Personal business","P1PBUG3",86.289,85.551,85.983,86.548,87.891,86.943,86.891,86.763,87.2,86.502,86.59,86.161,85.751,86.339,86.696,86.766,86.854,87.318,88.713,89.017,89.198,89.264,89.204,89.028,89.147,89.606,89.535,89.723,89.803,89.963,90.523,90.652,91.058,91.276,91.287,91.446,92.079,92.415,91.951,92.728,93.201,93.328,93.859,93.908,94.072,94.323,94.781,94.931,95.173,95.732,96.384,96.289,96.235,97.115,96.769,97.189,97.516,97.392,97.987,98.44,98.495,98.685,98.737,98.176,98.175,96.502,97.794,98.484,97.556,99.054,98.707,98.844,98.351,98.476,98.74,99.088,99.258,98.971,99.207,99.194,99.58,99.758,99.921,100.415,101.739,102.641,102.493,101.565,100.833,100.21,99.132,98.635,98.579,98.313,98.007,97.853,98.789,99.263,99.684,100.101,100.589,101.028,101.591,102.329,95.973,102.901,103.175,102.777,103.075,103.561,103.667,103.593,103.683,103.67,103.744,103.757,104.238,104.391,104.537,104.467,104.674,105.044,105.233,105.349,105.605,105.774,105.907,106.086,106.391,106.581,107.01,107.249,107.705,108.071,108.403,108.992,109.249,109.574,109.705,109.911,110.177,110.459,110.673,110.803,110.641,110.695,110.876,111.247,111.563,111.735,112.155,112.352,112.721,113.129,113.438,113.602,114.095,114.241,114.708,114.893,115.009,115.223,114.61,114.972,115.576,116.088,116.14,116.475,116.206,116.099,116.192,116.875,117.483,117.782,117.867,118.653,119.988,120.12,120.224,120.275,120.922,121.358,121.764,122.046,122.277,122.706,122.955,123.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","35","P1TRNG D Transportation","P1TRNG3",85.116,85.325,85.357,85.407,85.214,85.296,85.465,85.658,85.52,86.769,86.852,86.563,86.523,86.871,87.241,87.239,86.908,87.352,88.096,89.242,89.333,89.611,89.969,89.991,90.006,90.244,90.564,90.707,91.02,91.326,91.124,91.058,90.799,91.155,90.808,91.152,91.706,92.049,92.839,93.597,93.767,93.146,93.162,93.267,93.704,94.327,94.481,94.829,94.812,95.063,95.01,94.429,93.413,93.076,93.119,93.932,94.606,94.98,94.155,93.728,93.351,92.757,92.038,91.632,91.642,91.836,92.234,92.042,91.975,92.257,92.158,91.663,91.653,91.429,91.89,93.623,93.806,93.863,94.703,95.551,96.356,96.47,96.372,97.166,97.368,98.143,100.264,99.196,99.209,101.295,100.884,99.762,101.085,100.958,100.943,100.893,101.084,100.909,100.367,101.068,102.621,102.164,100.09,99.572,100.421,98.8,97.124,96.232,96.626,96.15,97.781,99.486,99.222,99.117,99.338,99.638,99.994,100.601,100.285,100.1,101.023,103.053,104.502,101.999,100.408,100.344,100.814,102.295,103.391,101.931,100.816,101.163,102.335,103.371,104.218,104.049,106.36,107.214,106.425,106.106,105.972,108.587,108.795,108.215,109.009,109.933,110.355,111.499,109.77,110.044,112.474,115.436,122.23,120.98,116.173,115.744,117.785,117.215,116.679,118.966,119.955,120.411,122.826,123.792,119.28,115.625,115.703,118.297,117.498,117.354,119.632,120.494,122.28,122.567,122.979,122.306,123.184,123.858,128.29,129.569,130.207,129.393,130.364,129.58,132.22,137.058,139.344,137.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","36","P1USEG D   User-operated transportation","P1USEG3",84.598,84.844,84.781,84.991,84.795,84.759,84.94,85.142,85.081,86.358,86.408,86.227,86.185,86.61,86.861,86.96,86.683,87.14,88,89.187,89.324,89.65,90.165,90.388,90.408,90.516,90.676,90.837,90.979,91.144,90.948,90.921,90.637,90.915,90.692,91.251,92.071,92.458,93.112,93.936,94.014,93.355,93.43,93.578,93.749,94.23,94.574,94.975,94.977,95.301,95.115,94.385,93.442,93.033,93.065,94.004,94.4,94.625,93.977,93.667,93.15,92.484,91.65,91.267,91.371,91.63,91.961,91.705,91.685,91.989,91.967,91.544,91.509,91.231,91.502,93.52,93.582,93.681,94.587,95.516,96.382,96.404,96.28,97.246,97.461,98.126,100.307,99.161,99.17,101.4,101.036,99.635,101.083,100.817,100.891,100.912,101.17,101.034,100.471,101.245,103.024,102.544,100.394,99.867,100.97,99.244,97.393,96.502,97.032,96.523,98.286,100.008,99.72,99.636,99.986,100.34,100.616,101.25,101.012,100.768,101.751,103.91,105.34,102.707,100.895,100.796,101.234,102.776,103.938,102.362,101.205,101.503,102.809,103.914,104.833,104.722,107.259,108.154,107.208,106.914,106.991,109.758,109.835,109.242,110.125,111.121,111.46,112.655,110.776,111.062,113.616,116.832,123.942,122.548,117.232,116.819,118.947,118.299,117.74,120.168,121.171,121.632,124.222,125.226,120.485,116.62,116.732,119.64,118.681,118.496,120.937,121.809,123.773,123.956,124.349,123.586,124.585,125.14,129.864,131.185,131.836,131.002,131.9,131.021,133.609,138.661,141.131,138.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","37","P1PLTG C   Purchased local transportation","P1PLTG3",85.876,86.436,86.767,86.779,87.068,87.128,87.166,87.417,87.359,87.384,87.599,87.662,87.725,87.831,87.986,88.009,88.028,88.032,87.979,88.027,88.222,88.335,88.595,88.589,88.549,89.144,89.193,89.747,89.885,89.956,89.997,90.254,90.653,90.722,91.255,93.416,93.689,93.961,99.333,99.624,99.54,99.518,100.157,100.447,100.725,100.727,100.957,100.531,100.424,100.543,101.365,101.434,101.119,101.344,101.336,101.408,101.562,101.829,101.879,101.466,100.729,100.675,100.734,100.723,100.54,100.711,100.766,100.745,98.132,98.19,98.276,98.281,98.286,98.404,98.463,98.465,98.581,98.696,98.696,98.24,98.412,98.985,98.985,99.042,98.982,99.096,98.923,98.98,99.552,99.723,99.837,100.123,101.095,100.924,101.268,101.496,101.697,101.896,102.141,102.56,102.297,102.519,103.22,103.541,103.947,103.937,104.002,104.222,104.132,104.63,104.67,105.502,105.256,105.422,105.524,105.552,105.575,105.62,105.739,105.817,105.914,106.4,106.715,107.059,114.899,115.097,115.734,115.793,116.154,116.571,116.661,116.68,117.685,118.322,118.66,118.633,119.67,120.032,120.693,120.809,118.249,118.418,121.137,121.161,121.17,121.484,123.423,123.886,124.018,124.533,125.815,126.107,126.735,127.332,127.45,127.718,128.215,128.621,128.791,128.813,128.95,129.115,129.394,129.628,129.736,129.473,129.587,130.078,130.858,131.058,131.207,131.205,131.294,132.015,132.173,132.177,132.287,132.432,132.903,132.876,133.407,134.099,135.774,136,136.497,136.701,137.649,138.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","38","P1PITG C   Purchased intercity transportation","P1PITG3",94.016,93.455,95.032,92.3,92.01,94.148,94.146,94.161,92.671,93.818,94.432,92.138,92.114,91.182,93.681,91.934,90.564,90.932,89.993,90.81,90.114,89.63,87.464,84.243,84.204,86.41,89.466,89.192,92.323,95.062,94.685,93.868,93.8,95.495,92.892,89.257,85.673,85.352,87.028,86.859,88.542,88.369,87.262,86.668,91.293,94.28,91.43,91.165,90.9,90.047,91.846,93.407,91.075,91.734,91.932,90.93,96.238,99.064,95.139,92.807,94.806,95.23,96.13,95.27,93.828,92.975,94.539,95.352,95.201,95.203,93.766,91.91,92.348,92.937,96.656,94.059,96.355,95.691,95.604,95.424,95.396,96.928,97.241,95.335,95.381,98.226,99.906,99.824,99.752,100.001,98.653,101.769,101.097,103.309,101.71,100.374,99.405,98.44,98.052,97.509,95.71,95.485,94.096,93.491,89.429,89.296,90.792,89.47,87.323,87.206,86.817,88.454,88.633,88.106,85.939,85.309,87.263,87.526,85.666,86.488,86.557,86.696,88.751,87.837,87.886,88.376,89.393,90.108,90.195,90.347,89.676,90.92,89.775,89.695,89.416,88.244,87.03,87.303,88.785,87.952,84.871,85.464,87.273,86.805,86.301,86.187,87.61,88.046,88.41,88.45,89.036,88.287,91.262,92.007,94.48,93.648,94.586,95.122,94.841,95.243,96.199,96.635,96.61,97.114,95.368,94.419,93.902,91.806,93.266,93.721,93.785,94.664,93.863,95.787,96.575,97.243,96.27,99.09,99.485,100.363,100.829,99.982,101.983,102.547,106.703,109.113,108.587,107.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","39","P1RCRG D Recreation","P1RCRG3",108.435,108.583,108.63,108.924,108.499,108.392,108.393,108.57,108.759,109.082,109.049,109.054,108.937,109.177,109.293,109.119,109.244,109.302,109.41,109.344,109.424,109.303,109.29,109.174,109.469,109.402,109.114,109.464,109.558,108.81,108.895,108.833,108.817,108.558,108.596,108.663,108.37,108.688,108.621,108.297,108.154,108.011,107.883,107.886,107.783,107.691,107.514,107.434,107.037,106.99,106.815,106.204,105.916,106.022,105.707,105.736,105.558,105.375,105.113,104.987,104.908,104.758,104.734,104.592,104.02,103.647,103.289,102.949,102.708,102.438,102.133,101.887,101.933,101.707,101.41,101.529,101.493,101.234,100.907,100.681,100.214,100.199,99.975,100.096,100.069,99.924,100.127,99.906,100.324,100.311,100.227,100.031,99.996,99.814,99.691,99.579,99.34,99.246,98.853,99.052,98.879,98.679,98.66,98.434,98.338,98.227,98.243,97.984,97.841,97.775,97.607,97.674,97.618,97.284,97.131,97.063,96.829,96.758,96.594,96.534,96.504,96.413,96.362,96.059,95.943,95.71,95.589,95.497,95.404,95.321,95.28,95.251,95.269,95.355,95.539,95.536,95.387,95.387,95.134,94.971,94.989,95.044,94.901,94.537,94.558,94.311,94.237,94.196,94.26,94.081,94.016,94.045,94.306,94.335,93.934,93.784,93.748,93.62,93.794,93.642,93.598,93.495,93.473,93.379,92.963,92.754,92.602,92.311,92.077,92.051,92.089,92.085,92.02,91.731,91.584,91.372,91.323,91.466,91.347,91.306,91.496,91.534,91.595,91.422,91.342,91.547,91.554,91.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","40","P1TEDG C Education and research","P1TEDG3",75.367,75.563,75.729,75.895,76.313,76.398,76.637,76.851,76.989,77.403,77.682,77.873,78.038,78.253,78.67,78.848,79.146,79.378,79.661,79.95,80.483,80.729,80.871,81.116,81.327,81.555,81.735,82.108,82.318,82.551,82.819,83.032,83.019,83.297,83.481,83.793,84.167,84.505,84.859,85.174,85.454,85.729,85.969,86.242,86.512,87.22,87.515,87.828,87.97,88.127,88.144,88.31,88.517,88.801,88.997,89.269,89.604,89.868,90.192,90.445,90.742,90.923,91.156,91.442,91.784,91.935,92.28,92.538,92.954,93.19,93.378,93.892,94.067,94.141,94.418,94.897,95.191,95.388,95.693,95.938,96.541,97.04,97.26,97.57,97.864,98.223,98.716,98.913,99.296,99.956,100.305,100.49,101.074,101.415,101.659,102.088,102.568,102.985,103.268,103.756,104.318,104.802,105.116,105.274,105.831,105.991,106.286,106.61,107.045,107.477,108.011,108.723,109.055,109.482,109.885,110.408,110.697,111.105,111.546,111.878,112.455,112.882,113.281,113.763,114.29,114.654,115.319,116.759,116.996,117.575,117.968,118.46,119.038,119.619,120.35,120.892,121.392,121.797,122.462,123.142,124.13,124.607,125.123,125.607,126.395,126.754,127.362,127.808,128.362,128.919,129.394,129.67,130.242,130.676,131.238,131.761,132.462,132.999,133.562,134.219,134.908,135.443,136.049,136.51,136.87,137.287,137.76,138.283,138.483,139.136,139.688,140.085,140.599,141.037,141.22,141.931,142.188,142.909,143.467,144.013,144.33,144.672,144.977,145.577,146.021,146.687,147.275,147.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
